film_id,setting_type,fictional_world_present,real_location_reference,setting_importance_score,time_period,geographical_scope,weather_motif_present,dominant_color_tone,technological_level,societal_structure,environmental_condition
268,Rural,TRUE,FALSE,0.85,Present,Global,FALSE,Vibrant,Modern,Tribal,Intact
269,FantasyWorld,TRUE,FALSE,0.9,Past,National,TRUE,Vibrant,Primitive,Monarchy,Intact
270,Urban,TRUE,TRUE,0.85,Present,National,FALSE,Cold,Modern,Democracy,Intact
271,FantasyWorld,TRUE,FALSE,0.9,Past,National,TRUE,Vibrant,Primitive,Monarchy,Intact
272,Urban,TRUE,TRUE,0.9,Present,Global,FALSE,Vibrant,Modern,Democracy,Intact
273,PostApocalyptic,TRUE,FALSE,0.95,Future,Global,TRUE,Cold,Futuristic,Dystopia,Destroyed
274,FantasyWorld,TRUE,FALSE,0.9,Past,National,TRUE,Vibrant,Primitive,Monarchy,Intact
275,Rural,TRUE,FALSE,0.85,Present,Global,FALSE,Vibrant,Modern,Tribal,Intact
276,Urban,FALSE,TRUE,0.85,Present,Global,FALSE,HighContrast,Modern,Corporate,Intact
277,Historical,FALSE,TRUE,0.95,Past,Global,TRUE,Cold,Modern,Democracy,Destroyed
278,Urban,TRUE,TRUE,0.9,Present,Global,FALSE,HighContrast,Modern,Corporate,Intact
279,FantasyWorld,TRUE,FALSE,0.9,Present,National,TRUE,Vibrant,Modern,Democracy,Intact
280,Urban,FALSE,TRUE,0.85,Present,National,FALSE,Natural,Modern,Democracy,Intact
281,Urban,FALSE,TRUE,0.85,Present,Local,FALSE,Vibrant,Modern,Democracy,Intact
282,FantasyWorld,TRUE,FALSE,0.9,Past,National,TRUE,Warm,Primitive,Monarchy,Intact
283,Historical,FALSE,TRUE,0.95,Past,National,TRUE,Warm,Primitive,Empire,Destroyed
284,Space,TRUE,FALSE,0.95,Future,Interplanetary,TRUE,HighContrast,Futuristic,Empire,Destroyed
285,Urban,FALSE,TRUE,0.85,Present,Local,FALSE,Warm,Modern,Democracy,Intact
286,FantasyWorld,TRUE,TRUE,0.9,Future,Interplanetary,FALSE,Vibrant,Futuristic,Democracy,Intact
287,FantasyWorld,TRUE,FALSE,0.9,Past,National,FALSE,Vibrant,Modern,Corporate,Idealized
288,FantasyWorld,TRUE,FALSE,0.85,Present,Global,FALSE,Vibrant,Modern,Monarchy,Intact
289,Urban,FALSE,TRUE,0.95,Present,Global,TRUE,HighContrast,Modern,Democracy,Destroyed
290,Urban,TRUE,TRUE,0.9,Present,Global,FALSE,HighContrast,Modern,Democracy,Polluted
291,Historical,TRUE,TRUE,0.9,Past,Global,FALSE,Natural,Modern,Empire,Intact
292,Urban,TRUE,TRUE,0.9,Present,Local,TRUE,Cold,Modern,Democracy,Intact
293,Urban,FALSE,TRUE,0.9,Present,Local,TRUE,Cold,Modern,Democracy,Destroyed
294,PostApocalyptic,TRUE,FALSE,0.95,Future,Global,TRUE,Natural,Futuristic,Dystopia,Destroyed
295,FantasyWorld,TRUE,TRUE,0.95,Present,Global,TRUE,HighContrast,Futuristic,Democracy,Destroyed
296,Urban,TRUE,FALSE,0.9,Present,Global,FALSE,Vibrant,Modern,Corporate,Intact
297,Space,TRUE,TRUE,0.95,Future,Interplanetary,FALSE,HighContrast,Futuristic,Democracy,Intact
298,Urban,TRUE,TRUE,0.95,Future,Global,FALSE,HighContrast,Futuristic,Dystopia,Polluted
299,Urban,FALSE,TRUE,0.85,Present,National,FALSE,Warm,Modern,Democracy,Intact
300,Urban,TRUE,TRUE,0.9,Past,Global,FALSE,Vibrant,Modern,Corporate,Intact
301,Rural,TRUE,FALSE,0.9,Present,National,FALSE,Warm,Modern,Democracy,Intact
302,Historical,FALSE,TRUE,0.95,Past,National,TRUE,Warm,Primitive,Empire,Destroyed
303,Space,TRUE,TRUE,0.9,Future,Interplanetary,TRUE,Cold,Futuristic,Democracy,Intact
304,Urban,TRUE,TRUE,0.9,Present,Global,FALSE,HighContrast,Modern,Democracy,Polluted
305,Urban,FALSE,TRUE,0.85,Present,Global,FALSE,Desaturated,Modern,Democracy,Intact
306,Urban,TRUE,TRUE,0.9,Present,Global,FALSE,HighContrast,Modern,Corporate,Intact
307,Historical,TRUE,TRUE,0.9,Past,Global,FALSE,Warm,Modern,Democracy,Intact
308,Historical,FALSE,TRUE,0.95,Past,National,TRUE,Natural,Primitive,Empire,Intact
309,Urban,TRUE,TRUE,0.9,Past,National,FALSE,Warm,Modern,Democracy,Intact
310,Historical,TRUE,FALSE,0.95,Past,National,TRUE,HighContrast,Primitive,Empire,Destroyed
311,Urban,TRUE,TRUE,0.85,Present,Local,FALSE,Vibrant,Modern,Democracy,Intact
312,Historical,FALSE,TRUE,0.95,Past,National,TRUE,Warm,Primitive,Empire,Destroyed
313,Urban,FALSE,TRUE,0.9,Present,National,FALSE,Desaturated,Modern,Democracy,Polluted
314,Urban,FALSE,TRUE,0.85,Present,Global,FALSE,Warm,Modern,Corporate,Intact
315,Historical,FALSE,TRUE,0.9,Past,National,TRUE,Warm,Primitive,Empire,Destroyed
316,FantasyWorld,TRUE,FALSE,0.9,Past,Interplanetary,TRUE,Vibrant,Futuristic,Empire,Destroyed
317,Historical,FALSE,TRUE,0.9,Past,Global,TRUE,Cold,Modern,Democracy,Destroyed
318,Rural,TRUE,FALSE,0.9,Past,National,TRUE,Natural,Primitive,Tribal,Intact
319,Urban,FALSE,TRUE,0.9,Present,Global,FALSE,HighContrast,Modern,Corporate,Polluted
320,Urban,TRUE,TRUE,0.85,Present,Local,FALSE,Vibrant,Modern,Democracy,Intact
321,Mixed,FALSE,TRUE,0.85,Mixed,National,FALSE,Natural,Modern,Democracy,Intact
322,Urban,FALSE,TRUE,0.85,Present,National,FALSE,Cold,Modern,Democracy,Intact
323,Urban,FALSE,TRUE,0.9,Present,Global,FALSE,Desaturated,Modern,Corporate,Intact
324,Urban,TRUE,TRUE,0.85,Present,National,FALSE,Vibrant,Modern,Democracy,Intact
325,Urban,TRUE,TRUE,0.9,Present,Global,FALSE,HighContrast,Modern,Democracy,Intact
326,Urban,FALSE,TRUE,0.8,Present,Local,FALSE,Warm,Modern,Democracy,Intact
327,Underwater,TRUE,FALSE,0.9,Present,Global,TRUE,Vibrant,Futuristic,Monarchy,Intact
328,Urban,TRUE,TRUE,0.9,Past,Global,FALSE,HighContrast,Futuristic,Corporate,Destroyed
329,FantasyWorld,TRUE,FALSE,0.9,Past,Global,TRUE,Cold,Primitive,Empire,Destroyed
330,FantasyWorld,TRUE,FALSE,0.9,Past,National,TRUE,Warm,Primitive,Monarchy,Idealized
331,Historical,FALSE,TRUE,0.9,Past,National,TRUE,Cold,Modern,Empire,Destroyed
332,Urban,FALSE,TRUE,0.85,Present,National,FALSE,Warm,Modern,Democracy,Intact
333,Historical,FALSE,TRUE,0.9,Past,National,TRUE,Cold,Primitive,Empire,Destroyed
334,FantasyWorld,TRUE,TRUE,0.9,Past,Global,TRUE,Warm,Modern,Empire,Intact
335,Urban,TRUE,TRUE,0.9,Present,Global,FALSE,Vibrant,Modern,Corporate,Intact
336,Urban,TRUE,TRUE,0.9,Future,Global,FALSE,Desaturated,Futuristic,Dystopia,Destroyed
337,Urban,FALSE,TRUE,0.85,Present,Local,FALSE,Warm,Modern,Democracy,Intact
338,Mixed,TRUE,TRUE,0.9,Present,Global,FALSE,Vibrant,Modern,Empire,Intact
339,Urban,TRUE,TRUE,0.9,Future,Global,FALSE,HighContrast,Futuristic,Dystopia,Destroyed
340,Urban,FALSE,TRUE,0.9,Present,Global,FALSE,HighContrast,Modern,Democracy,Intact
341,Historical,FALSE,TRUE,0.9,Past,National,FALSE,Cold,Modern,Monarchy,Intact
342,Urban,FALSE,TRUE,0.85,Present,National,FALSE,Vibrant,Modern,Democracy,Intact
343,FantasyWorld,TRUE,FALSE,0.95,Future,Interplanetary,TRUE,Cold,Futuristic,Empire,Destroyed
344,Urban,FALSE,TRUE,0.9,Present,Local,TRUE,Cold,Modern,Democracy,Intact
345,Urban,FALSE,TRUE,0.85,Past,National,FALSE,Warm,Modern,Democracy,Idealized
346,Urban,TRUE,TRUE,0.9,Present,Global,FALSE,HighContrast,Modern,Corporate,Destroyed
347,Urban,TRUE,TRUE,0.95,Future,Global,FALSE,HighContrast,Futuristic,Dystopia,Destroyed
348,Rural,FALSE,TRUE,0.9,Present,Global,TRUE,Natural,Modern,Democracy,Intact
349,Urban,FALSE,TRUE,0.85,Present,National,FALSE,Warm,Modern,Democracy,Intact
350,Urban,FALSE,TRUE,0.85,Present,Global,FALSE,HighContrast,Modern,Democracy,Intact
351,Rural,FALSE,TRUE,0.95,Past,National,TRUE,Natural,Primitive,Tribal,Intact
352,Urban,FALSE,TRUE,0.85,Present,National,FALSE,Vibrant,Modern,Democracy,Intact
353,Historical,TRUE,TRUE,0.9,Past,Global,FALSE,Warm,Modern,Empire,Intact
354,FantasyWorld,TRUE,FALSE,0.9,Past,Global,TRUE,Natural,Primitive,Monarchy,Intact
355,FantasyWorld,TRUE,FALSE,0.9,Past,National,TRUE,Natural,Primitive,Monarchy,Destroyed
356,Urban,TRUE,TRUE,0.9,Present,Global,FALSE,Desaturated,Modern,Democracy,Intact
357,Urban,FALSE,TRUE,0.9,Present,Global,FALSE,Desaturated,Modern,Corporate,Intact
358,Urban,FALSE,TRUE,0.85,Present,Global,FALSE,Warm,Modern,Democracy,Intact
359,Urban,TRUE,TRUE,0.9,Future,Global,FALSE,HighContrast,Futuristic,Democracy,Intact
360,Urban,TRUE,TRUE,0.9,Present,Local,FALSE,HighContrast,Modern,Democracy,Polluted
361,Urban,FALSE,TRUE,0.8,Present,National,FALSE,Natural,Modern,Democracy,Intact
362,Urban,TRUE,TRUE,0.95,Future,Global,TRUE,HighContrast,Futuristic,Democracy,Destroyed
363,Urban,FALSE,TRUE,0.85,Present,National,FALSE,Warm,Modern,Democracy,Intact
364,Urban,TRUE,TRUE,0.9,Present,Global,FALSE,HighContrast,Modern,Corporate,Destroyed
365,Urban,TRUE,TRUE,0.9,Present,Global,FALSE,HighContrast,Modern,Corporate,Intact
366,Rural,TRUE,TRUE,0.9,Present,National,TRUE,Cold,Modern,Democracy,Intact
367,FantasyWorld,TRUE,FALSE,0.9,Past,National,TRUE,Cold,Primitive,Monarchy,Intact
368,Urban,TRUE,TRUE,0.9,Present,Global,FALSE,Natural,Modern,Corporate,Intact
369,Urban,TRUE,TRUE,0.9,Present,Global,FALSE,HighContrast,Modern,Democracy,Polluted
370,Historical,TRUE,TRUE,0.9,Past,Global,FALSE,Warm,Modern,Empire,Intact
371,Urban,TRUE,TRUE,0.9,Present,Global,FALSE,HighContrast,Modern,Corporate,Intact
372,Urban,TRUE,FALSE,0.85,Present,Global,FALSE,Vibrant,Modern,Democracy,Intact
373,Urban,TRUE,TRUE,0.9,Present,Global,FALSE,Vibrant,Modern,Democracy,Intact
374,Space,TRUE,TRUE,0.95,Future,Interplanetary,FALSE,Cold,Futuristic,Corporate,Destroyed
375,FantasyWorld,TRUE,FALSE,0.85,Present,National,FALSE,Cold,Modern,Monarchy,Intact
376,Urban,TRUE,TRUE,0.9,Present,Global,FALSE,Vibrant,Modern,Democracy,Intact
377,FantasyWorld,TRUE,FALSE,0.85,Future,Global,TRUE,Natural,Futuristic,Dystopia,Intact
378,Urban,TRUE,TRUE,0.95,Future,Global,FALSE,HighContrast,Futuristic,Corporate,Destroyed
379,FantasyWorld,TRUE,FALSE,0.9,Past,Global,TRUE,Vibrant,Futuristic,Empire,Destroyed
380,FantasyWorld,TRUE,FALSE,0.9,Past,National,TRUE,Cold,Primitive,Monarchy,Destroyed
381,Urban,FALSE,TRUE,0.85,Present,Global,FALSE,HighContrast,Modern,Corporate,Intact
382,Urban,TRUE,TRUE,0.95,Future,Global,FALSE,HighContrast,Futuristic,Corporate,Intact
383,Urban,FALSE,TRUE,0.9,Present,Global,FALSE,Desaturated,Modern,Democracy,Intact
384,Underwater,TRUE,TRUE,0.9,Present,Global,TRUE,Cold,Modern,Democracy,Intact
385,PostApocalyptic,TRUE,FALSE,0.95,Future,Global,TRUE,Natural,Futuristic,Dystopia,Destroyed
386,Rural,FALSE,TRUE,0.85,Past,National,FALSE,Warm,Modern,Democracy,Idealized
387,FantasyWorld,TRUE,FALSE,0.95,Past,National,TRUE,Vibrant,Primitive,Monarchy,Intact
388,Urban,FALSE,TRUE,0.85,Past,National,FALSE,Warm,Modern,Democracy,Intact
389,Urban,TRUE,TRUE,0.9,Present,Global,FALSE,HighContrast,Modern,Empire,Destroyed
390,Space,TRUE,FALSE,0.9,Past,Interplanetary,FALSE,HighContrast,Futuristic,Empire,Intact
391,Urban,TRUE,TRUE,0.9,Present,Global,FALSE,HighContrast,Modern,Democracy,Intact
392,Historical,FALSE,TRUE,0.9,Past,National,FALSE,Warm,Primitive,Empire,Intact
393,Historical,TRUE,FALSE,0.9,Past,National,TRUE,Natural,Primitive,Empire,Intact
394,Urban,FALSE,TRUE,0.9,Past,National,FALSE,Vibrant,Modern,Corporate,Polluted
395,Urban,TRUE,TRUE,0.9,Mixed,National,FALSE,Vibrant,Modern,Democracy,Intact
396,Urban,TRUE,TRUE,0.95,Present,Global,TRUE,Cold,Modern,Democracy,Destroyed
397,Space,TRUE,TRUE,0.95,Future,Interplanetary,FALSE,HighContrast,Futuristic,Democracy,Intact
398,FantasyWorld,TRUE,FALSE,0.9,Past,Global,TRUE,Natural,Primitive,Tribal,Intact
399,Urban,TRUE,TRUE,0.9,Future,Global,FALSE,Vibrant,Futuristic,Corporate,Intact
400,Underwater,TRUE,FALSE,0.9,Present,Global,TRUE,Cold,Modern,Tribal,Intact
401,Urban,TRUE,TRUE,0.95,Future,Global,TRUE,HighContrast,Futuristic,Democracy,Destroyed
402,Historical,TRUE,TRUE,0.9,Past,Global,FALSE,Warm,Modern,Empire,Intact
403,Urban,FALSE,TRUE,0.9,Present,National,FALSE,Warm,Modern,Democracy,Intact
404,Historical,FALSE,TRUE,0.95,Past,National,TRUE,Cold,Modern,Empire,Destroyed
405,Rural,TRUE,FALSE,0.85,Present,National,FALSE,Vibrant,Modern,Democracy,Intact
406,Urban,TRUE,TRUE,0.9,Future,Global,FALSE,HighContrast,Futuristic,Democracy,Intact
407,Urban,FALSE,TRUE,0.9,Present,Global,FALSE,HighContrast,Modern,Democracy,Polluted
408,Urban,TRUE,TRUE,0.9,Present,Global,FALSE,Vibrant,Modern,Democracy,Destroyed
409,Urban,FALSE,TRUE,0.8,Present,Local,FALSE,Warm,Modern,Democracy,Intact
410,PostApocalyptic,TRUE,FALSE,0.95,Future,Global,TRUE,Desaturated,Futuristic,Dystopia,Destroyed
411,Urban,TRUE,TRUE,0.9,Past,Global,FALSE,HighContrast,Modern,Empire,Polluted
412,Urban,FALSE,TRUE,0.85,Present,National,FALSE,Desaturated,Modern,Democracy,Intact
413,Urban,FALSE,TRUE,0.9,Past,National,FALSE,Warm,Modern,Democracy,Intact
414,FantasyWorld,TRUE,FALSE,0.9,Present,Global,FALSE,Vibrant,Modern,Monarchy,Intact
415,Urban,TRUE,TRUE,0.9,Present,Global,TRUE,Cold,Modern,Democracy,Destroyed
416,Urban,TRUE,TRUE,0.9,Present,Global,FALSE,HighContrast,Modern,Empire,Intact
417,Urban,TRUE,FALSE,0.9,Present,Global,FALSE,Vibrant,Modern,Democracy,Intact
418,Urban,FALSE,TRUE,0.8,Present,Local,FALSE,Warm,Modern,Democracy,Intact
419,Urban,TRUE,TRUE,0.9,Past,Global,FALSE,HighContrast,Modern,Empire,Intact
420,Urban,FALSE,TRUE,0.8,Present,Local,FALSE,Warm,Modern,Democracy,Intact
421,FantasyWorld,TRUE,TRUE,0.9,Past,Global,FALSE,Natural,Modern,Democracy,Intact
422,Urban,TRUE,TRUE,0.95,Mixed,Interplanetary,TRUE,Vibrant,Futuristic,Democracy,Destroyed
423,Urban,FALSE,TRUE,0.85,Present,National,FALSE,Desaturated,Modern,Democracy,Intact
424,Urban,FALSE,TRUE,0.9,Past,National,FALSE,Cold,Modern,Empire,Intact
425,Rural,FALSE,TRUE,0.9,Present,National,TRUE,Natural,Modern,Democracy,Destroyed
426,Urban,FALSE,TRUE,0.8,Present,Local,FALSE,Warm,Modern,Democracy,Intact
427,Underwater,TRUE,FALSE,0.9,Present,Global,FALSE,Vibrant,Modern,Corporate,Intact
428,Historical,TRUE,TRUE,0.9,Past,Global,TRUE,Cold,Modern,Empire,Destroyed
429,Urban,FALSE,TRUE,0.8,Present,National,FALSE,Warm,Modern,Democracy,Intact
430,Historical,TRUE,TRUE,0.95,Past,Global,FALSE,Natural,Primitive,Empire,Intact
431,FantasyWorld,TRUE,FALSE,0.9,Past,Global,TRUE,Cold,Primitive,Empire,Intact
432,Urban,FALSE,TRUE,0.9,Present,National,FALSE,Cold,Modern,Democracy,Intact
433,Urban,TRUE,TRUE,0.95,Future,Global,FALSE,HighContrast,Futuristic,Corporate,Destroyed
434,Urban,TRUE,FALSE,0.85,Present,Global,FALSE,Vibrant,Modern,Democracy,Intact
435,Urban,FALSE,TRUE,0.8,Present,Local,FALSE,Warm,Modern,Democracy,Intact
436,Urban,FALSE,TRUE,0.9,Present,National,TRUE,Cold,Modern,Democracy,Intact
437,Urban,TRUE,TRUE,0.95,Future,Global,FALSE,HighContrast,Futuristic,Corporate,Intact
438,Urban,FALSE,TRUE,0.9,Present,National,FALSE,HighContrast,Modern,Democracy,Intact
439,Historical,TRUE,TRUE,0.9,Past,National,TRUE,Cold,Primitive,Empire,Intact
440,Urban,TRUE,TRUE,0.9,Present,National,FALSE,Vibrant,Modern,Democracy,Intact
441,Mixed,TRUE,TRUE,0.9,Present,Global,TRUE,Natural,Modern,Corporate,Intact
442,PostApocalyptic,TRUE,TRUE,0.95,Future,Global,FALSE,Desaturated,Futuristic,Dystopia,Destroyed
443,Urban,FALSE,TRUE,0.9,Present,Global,FALSE,HighContrast,Modern,Democracy,Intact
444,Urban,FALSE,TRUE,0.8,Present,Local,FALSE,Warm,Modern,Democracy,Intact
445,Rural,TRUE,FALSE,0.9,Past,National,FALSE,Natural,Primitive,Tribal,Intact
446,Urban,FALSE,TRUE,0.85,Present,Global,FALSE,Desaturated,Modern,Corporate,Intact
447,Urban,TRUE,TRUE,0.85,Present,National,FALSE,Vibrant,Modern,Democracy,Intact
448,PostApocalyptic,TRUE,FALSE,0.95,Future,Global,TRUE,Natural,Futuristic,Dystopia,Destroyed
449,Urban,FALSE,TRUE,0.85,Present,National,FALSE,Warm,Modern,Democracy,Intact
450,Urban,FALSE,TRUE,0.9,Present,Global,FALSE,Desaturated,Modern,Corporate,Intact
451,FantasyWorld,TRUE,FALSE,0.9,Past,National,FALSE,Vibrant,Primitive,Empire,Intact
452,Urban,FALSE,TRUE,0.9,Present,Global,FALSE,HighContrast,Modern,Corporate,Intact
453,Urban,FALSE,TRUE,0.85,Present,Local,FALSE,Warm,Modern,Democracy,Intact
454,Urban,TRUE,TRUE,0.95,Future,National,FALSE,HighContrast,Futuristic,Dystopia,Polluted
455,FantasyWorld,TRUE,FALSE,0.9,Past,National,FALSE,Warm,Primitive,Tribal,Intact
456,Rural,TRUE,TRUE,0.85,Present,National,FALSE,Natural,Modern,Democracy,Intact
457,Urban,FALSE,TRUE,0.9,Past,Global,FALSE,HighContrast,Modern,Democracy,Intact
458,Rural,TRUE,TRUE,0.9,Past,National,TRUE,Natural,Primitive,Tribal,Intact
459,Urban,TRUE,TRUE,0.9,Present,Local,FALSE,Desaturated,Modern,Democracy,Polluted
460,Urban,FALSE,TRUE,0.9,Present,Global,FALSE,Desaturated,Modern,Democracy,Intact
461,Urban,FALSE,TRUE,0.85,Present,Local,FALSE,Warm,Modern,Democracy,Intact
462,FantasyWorld,TRUE,FALSE,0.9,Past,Global,TRUE,Natural,Primitive,Tribal,Intact
463,Urban,FALSE,TRUE,0.85,Mixed,National,FALSE,Natural,Modern,Democracy,Intact
464,Urban,FALSE,TRUE,0.9,Past,Global,FALSE,Warm,Modern,Democracy,Intact
465,Urban,TRUE,TRUE,0.9,Past,Global,FALSE,HighContrast,Modern,Empire,Intact
466,Urban,TRUE,TRUE,0.9,Present,National,TRUE,Vibrant,Modern,Democracy,Intact
467,Urban,FALSE,TRUE,0.9,Present,National,FALSE,Desaturated,Modern,Democracy,Intact
468,Urban,TRUE,TRUE,0.85,Present,Global,FALSE,Vibrant,Modern,Democracy,Intact
469,Urban,FALSE,TRUE,0.9,Past,National,FALSE,Warm,Modern,Democracy,Intact
470,FantasyWorld,TRUE,TRUE,0.9,Past,National,FALSE,Vibrant,Modern,Monarchy,Intact
471,Historical,TRUE,TRUE,0.9,Past,Global,TRUE,Cold,Primitive,Empire,Destroyed
472,Urban,FALSE,TRUE,0.85,Present,Local,FALSE,Desaturated,Modern,Democracy,Intact
473,FantasyWorld,TRUE,FALSE,0.9,Present,Global,FALSE,Vibrant,Modern,Democracy,Intact
474,Urban,TRUE,TRUE,0.9,Present,Local,FALSE,Vibrant,Modern,Democracy,Intact
475,Urban,FALSE,TRUE,0.9,Present,National,FALSE,Natural,Modern,Democracy,Intact
476,Historical,FALSE,TRUE,0.9,Past,National,FALSE,Cold,Modern,Empire,Intact
477,Urban,TRUE,TRUE,0.9,Past,Local,FALSE,Vibrant,Modern,Corporate,Intact
478,FantasyWorld,TRUE,FALSE,0.9,Future,National,TRUE,Vibrant,Futuristic,Corporate,Polluted
479,Space,TRUE,TRUE,0.95,Future,Interplanetary,FALSE,HighContrast,Futuristic,Dystopia,Destroyed
480,Urban,FALSE,TRUE,0.9,Present,National,FALSE,Cold,Modern,Democracy,Intact
481,Urban,FALSE,TRUE,0.85,Present,National,FALSE,Warm,Modern,Democracy,Intact
482,Space,TRUE,TRUE,0.9,Future,Global,TRUE,Cold,Modern,Democracy,Destroyed
483,Maritime,TRUE,TRUE,0.85,Present,Global,FALSE,Vibrant,Modern,Democracy,Intact
484,Urban,TRUE,TRUE,0.9,Future,Global,FALSE,HighContrast,Futuristic,Corporate,Polluted
485,Urban,TRUE,TRUE,0.85,Present,Global,FALSE,Vibrant,Modern,Democracy,Intact
486,PostApocalyptic,TRUE,FALSE,0.95,Future,Global,TRUE,Cold,Futuristic,Dystopia,Destroyed
487,FantasyWorld,TRUE,FALSE,0.95,Past,National,TRUE,Cold,Primitive,Empire,Destroyed
488,FantasyWorld,TRUE,FALSE,0.9,Past,National,TRUE,Warm,Primitive,Tribal,Intact
489,Urban,FALSE,TRUE,0.9,Present,Global,FALSE,HighContrast,Modern,Democracy,Intact
490,Historical,TRUE,FALSE,0.9,Past,National,TRUE,Natural,Primitive,Tribal,Intact
491,Urban,TRUE,TRUE,0.9,Past,National,FALSE,Vibrant,Modern,Monarchy,Idealized
492,Urban,TRUE,TRUE,0.9,Present,Global,FALSE,HighContrast,Modern,Corporate,Intact
493,Rural,TRUE,FALSE,0.85,Present,National,FALSE,Natural,Modern,Democracy,Intact
494,FantasyWorld,TRUE,FALSE,0.9,Present,Global,FALSE,Vibrant,Modern,Democracy,Intact
495,Urban,TRUE,TRUE,0.9,Present,Global,FALSE,HighContrast,Modern,Corporate,Intact
496,Urban,TRUE,TRUE,0.9,Present,Global,FALSE,HighContrast,Modern,Corporate,Intact
497,FantasyWorld,TRUE,FALSE,0.9,Past,National,FALSE,Vibrant,Primitive,Empire,Intact
498,Space,TRUE,TRUE,0.9,Present,Interplanetary,TRUE,Natural,Modern,Democracy,Intact
499,FantasyWorld,TRUE,TRUE,0.9,Present,National,FALSE,Vibrant,Modern,Monarchy,Idealized
500,Urban,FALSE,TRUE,0.9,Present,Global,FALSE,HighContrast,Modern,Corporate,Intact
