film_id,main_theme,has_major_twist,has_open_ending,moral_dilemma_present,narrative_complexity,based_on_true_story,narrative_type,perspective_type,ending_type,stakes_level,tone,timeline_period
267,war,FALSE,FALSE,TRUE,0.65,TRUE,linear,multiple,closed,high,dark,contemporary
268,family,FALSE,FALSE,TRUE,0.45,FALSE,linear,third_omniscient,closed,medium,light,contemporary
269,love,TRUE,FALSE,TRUE,0.55,FALSE,linear,third_omniscient,closed,medium,light,fantasy
270,justice,TRUE,FALSE,TRUE,0.70,FALSE,linear,third_omniscient,closed,high,balanced,contemporary
271,power,TRUE,FALSE,TRUE,0.55,FALSE,linear,third_omniscient,closed,medium,balanced,historical
272,,,,,,,,,,,,
273,sacrifice,FALSE,FALSE,TRUE,0.70,FALSE,linear,third_omniscient,closed,high,dark,future
274,family,FALSE,FALSE,TRUE,0.60,FALSE,linear,third_omniscient,closed,high,balanced,fantasy
275,family,FALSE,FALSE,TRUE,0.45,FALSE,linear,third_omniscient,closed,medium,light,contemporary
276,love,TRUE,FALSE,TRUE,0.55,FALSE,linear,third_omniscient,closed,medium,balanced,contemporary
277,sacrifice,FALSE,FALSE,TRUE,0.80,FALSE,linear,multiple,closed,high,dark,historical
278,family,FALSE,FALSE,TRUE,0.50,FALSE,linear,third_omniscient,closed,high,balanced,contemporary
279,love,FALSE,FALSE,TRUE,0.55,FALSE,linear,third_omniscient,closed,medium,balanced,contemporary
280,friendship,FALSE,FALSE,TRUE,0.60,TRUE,linear,third_omniscient,closed,medium,balanced,contemporary
281,other,FALSE,FALSE,TRUE,0.45,FALSE,linear,third_omniscient,closed,medium,light,contemporary
282,survival,FALSE,FALSE,TRUE,0.60,FALSE,linear,third_omniscient,closed,medium,balanced,fantasy
283,war,FALSE,FALSE,TRUE,0.70,FALSE,linear,multiple,closed,high,balanced,historical
284,sacrifice,TRUE,FALSE,TRUE,0.70,FALSE,linear,multiple,closed,high,balanced,future
285,family,FALSE,FALSE,TRUE,0.45,FALSE,linear,third_omniscient,closed,medium,light,contemporary
286,family,FALSE,FALSE,TRUE,0.60,FALSE,linear,multiple,closed,high,balanced,future
287,coming_of_age,FALSE,FALSE,TRUE,0.55,FALSE,linear,third_omniscient,closed,medium,light,contemporary
288,family,FALSE,FALSE,TRUE,0.45,FALSE,linear,third_omniscient,closed,medium,light,contemporary
289,survival,FALSE,FALSE,TRUE,0.50,FALSE,linear,third_omniscient,closed,high,balanced,contemporary
290,sacrifice,FALSE,FALSE,TRUE,0.60,FALSE,linear,third_omniscient,closed,high,balanced,contemporary
291,family,FALSE,FALSE,TRUE,0.60,FALSE,linear,third_omniscient,closed,high,balanced,historical
292,,,,,,,,,,,,
293,survival,FALSE,FALSE,TRUE,0.65,FALSE,linear,multiple,closed,high,dark,contemporary
294,freedom,FALSE,FALSE,TRUE,0.65,FALSE,linear,third_omniscient,closed,high,balanced,contemporary
295,war,TRUE,FALSE,TRUE,0.60,FALSE,linear,multiple,closed,high,balanced,contemporary
296,freedom,TRUE,TRUE,TRUE,0.75,FALSE,linear,third_omniscient,cliffhanger,medium,balanced,mixed
297,sacrifice,TRUE,FALSE,TRUE,0.70,FALSE,linear,multiple,closed,high,balanced,future
298,freedom,TRUE,FALSE,TRUE,0.85,FALSE,linear,third_omniscient,closed,high,dark,future
299,friendship,TRUE,FALSE,TRUE,0.50,FALSE,nonlinear,third_omniscient,closed,medium,light,contemporary
300,friendship,FALSE,FALSE,TRUE,0.55,FALSE,linear,third_omniscient,closed,high,balanced,historical
301,friendship,FALSE,FALSE,TRUE,0.50,FALSE,linear,third_omniscient,closed,medium,light,contemporary
302,sacrifice,FALSE,FALSE,TRUE,0.75,FALSE,linear,multiple,closed,high,dark,historical
303,survival,FALSE,FALSE,TRUE,0.60,FALSE,linear,third_omniscient,closed,medium,balanced,future
304,power,FALSE,FALSE,TRUE,0.65,FALSE,linear,multiple,closed,high,balanced,future
305,justice,FALSE,FALSE,TRUE,0.60,FALSE,linear,third_omniscient,closed,high,balanced,contemporary
306,power,TRUE,FALSE,TRUE,0.70,FALSE,linear,third_omniscient,ambiguous,high,balanced,future
307,justice,FALSE,FALSE,TRUE,0.55,FALSE,linear,multiple,closed,medium,balanced,historical
308,sacrifice,FALSE,FALSE,TRUE,0.70,FALSE,linear,first_person,closed,high,balanced,historical
309,justice,TRUE,FALSE,TRUE,0.70,FALSE,nonlinear,multiple,closed,high,dark,historical
310,war,FALSE,FALSE,TRUE,0.65,FALSE,linear,multiple,closed,high,balanced,historical
311,freedom,FALSE,FALSE,FALSE,0.50,FALSE,linear,third_omniscient,closed,medium,light,contemporary
312,sacrifice,FALSE,FALSE,TRUE,0.80,FALSE,linear,third_omniscient,closed,high,dark,historical
313,justice,FALSE,FALSE,TRUE,0.70,TRUE,linear,third_omniscient,closed,high,balanced,contemporary
314,revenge,TRUE,FALSE,TRUE,0.70,FALSE,nonlinear,multiple,closed,medium,balanced,contemporary
315,justice,TRUE,FALSE,TRUE,0.85,FALSE,linear,third_omniscient,closed,high,dark,historical
316,justice,FALSE,FALSE,TRUE,0.60,FALSE,linear,third_omniscient,closed,high,balanced,fantasy
317,war,FALSE,FALSE,TRUE,0.70,TRUE,linear,multiple,closed,high,balanced,historical
318,freedom,FALSE,FALSE,TRUE,0.55,FALSE,linear,third_omniscient,closed,medium,light,fantasy
319,revenge,FALSE,FALSE,TRUE,0.75,FALSE,linear,third_omniscient,closed,high,dark,contemporary
320,family,FALSE,FALSE,FALSE,0.45,FALSE,linear,third_omniscient,closed,medium,light,contemporary
321,sacrifice,FALSE,FALSE,TRUE,0.70,TRUE,anthology,multiple,closed,high,balanced,historical
322,revenge,TRUE,TRUE,TRUE,0.75,FALSE,nonlinear,unreliable,ambiguous,high,dark,contemporary
323,justice,FALSE,FALSE,TRUE,0.70,FALSE,linear,first_person,closed,high,balanced,contemporary
324,friendship,FALSE,FALSE,FALSE,0.40,FALSE,linear,third_omniscient,closed,medium,light,contemporary
325,friendship,FALSE,FALSE,FALSE,0.45,FALSE,linear,multiple,closed,medium,light,contemporary
326,family,FALSE,FALSE,TRUE,0.55,FALSE,linear,third_omniscient,closed,medium,balanced,contemporary
327,war,FALSE,FALSE,TRUE,0.65,FALSE,linear,multiple,closed,high,balanced,fantasy
328,war,FALSE,FALSE,TRUE,0.60,FALSE,linear,multiple,closed,high,balanced,contemporary
329,war,FALSE,FALSE,TRUE,0.65,FALSE,linear,multiple,closed,high,balanced,fantasy
330,love,FALSE,FALSE,TRUE,0.55,FALSE,linear,third_omniscient,closed,medium,light,historical
331,war,FALSE,FALSE,TRUE,0.80,TRUE,linear,multiple,closed,high,dark,historical
332,love,FALSE,FALSE,TRUE,0.70,TRUE,linear,third_omniscient,closed,medium,balanced,contemporary
333,sacrifice,FALSE,FALSE,TRUE,0.85,FALSE,linear,multiple,closed,high,dark,historical
334,revenge,FALSE,FALSE,TRUE,0.60,FALSE,linear,third_omniscient,closed,high,balanced,historical
335,friendship,FALSE,FALSE,TRUE,0.55,FALSE,linear,third_omniscient,closed,medium,light,contemporary
336,survival,FALSE,FALSE,TRUE,0.60,FALSE,linear,third_omniscient,closed,high,balanced,future
337,love,FALSE,FALSE,TRUE,0.50,FALSE,linear,third_omniscient,closed,medium,light,contemporary
338,identity,FALSE,FALSE,TRUE,0.65,FALSE,linear,third_omniscient,closed,high,balanced,contemporary
339,war,TRUE,FALSE,TRUE,0.70,FALSE,nonlinear,multiple,closed,high,balanced,future
340,justice,FALSE,FALSE,TRUE,0.55,FALSE,linear,third_omniscient,closed,high,balanced,contemporary
341,freedom,FALSE,FALSE,TRUE,0.70,TRUE,linear,third_omniscient,closed,medium,balanced,historical
342,coming_of_age,FALSE,FALSE,TRUE,0.55,TRUE,linear,first_person,closed,medium,balanced,contemporary
343,freedom,FALSE,FALSE,TRUE,0.85,FALSE,linear,multiple,cliffhanger,high,balanced,future
344,faith,TRUE,FALSE,TRUE,0.75,TRUE,linear,third_omniscient,closed,high,dark,contemporary
345,freedom,FALSE,FALSE,TRUE,0.60,TRUE,linear,third_omniscient,closed,medium,light,historical
346,survival,FALSE,FALSE,FALSE,0.55,FALSE,linear,third_omniscient,closed,high,balanced,contemporary
347,freedom,FALSE,FALSE,TRUE,0.80,FALSE,linear,multiple,closed,high,dark,future
348,survival,FALSE,FALSE,TRUE,0.75,FALSE,linear,first_person,closed,high,balanced,contemporary
349,justice,TRUE,FALSE,TRUE,0.60,FALSE,linear,multiple,closed,medium,balanced,contemporary
350,friendship,FALSE,FALSE,TRUE,0.50,FALSE,linear,multiple,closed,high,balanced,contemporary
351,freedom,FALSE,FALSE,TRUE,0.70,TRUE,linear,third_omniscient,closed,high,balanced,historical
352,redemption,FALSE,FALSE,TRUE,0.55,FALSE,linear,first_person,closed,medium,balanced,contemporary
353,adventure,FALSE,FALSE,TRUE,0.60,FALSE,linear,third_omniscient,closed,high,balanced,historical
354,freedom,FALSE,FALSE,TRUE,0.55,FALSE,linear,third_omniscient,closed,medium,balanced,fantasy
355,freedom,FALSE,FALSE,TRUE,0.60,FALSE,linear,third_omniscient,closed,high,balanced,fantasy
356,identity,FALSE,FALSE,TRUE,0.65,FALSE,linear,first_person,closed,high,balanced,contemporary
357,justice,FALSE,FALSE,TRUE,0.65,FALSE,linear,first_person,closed,high,balanced,contemporary
358,love,FALSE,FALSE,TRUE,0.45,FALSE,linear,third_omniscient,closed,medium,light,contemporary
359,justice,FALSE,FALSE,TRUE,0.70,FALSE,linear,multiple,cliffhanger,high,balanced,contemporary
360,justice,FALSE,FALSE,TRUE,0.60,FALSE,linear,third_omniscient,closed,high,dark,contemporary
361,family,FALSE,FALSE,TRUE,0.65,TRUE,linear,third_omniscient,closed,medium,balanced,contemporary
362,survival,FALSE,FALSE,TRUE,0.65,FALSE,linear,multiple,closed,high,balanced,future
363,love,FALSE,FALSE,TRUE,0.55,FALSE,linear,third_omniscient,closed,medium,balanced,contemporary
364,survival,FALSE,FALSE,TRUE,0.55,FALSE,linear,third_omniscient,closed,high,balanced,contemporary
365,revenge,TRUE,FALSE,TRUE,0.60,FALSE,linear,third_omniscient,closed,high,balanced,contemporary
366,faith,TRUE,FALSE,TRUE,0.70,FALSE,linear,third_omniscient,ambiguous,high,balanced,contemporary
367,power,FALSE,FALSE,TRUE,0.65,FALSE,linear,multiple,closed,high,balanced,historical
368,adventure,FALSE,FALSE,TRUE,0.55,FALSE,linear,third_omniscient,closed,medium,balanced,contemporary
369,power,FALSE,FALSE,TRUE,0.65,FALSE,linear,multiple,closed,high,balanced,future
370,revenge,FALSE,FALSE,TRUE,0.60,FALSE,linear,third_omniscient,closed,high,balanced,historical
371,justice,TRUE,FALSE,TRUE,0.65,FALSE,linear,third_omniscient,closed,high,balanced,contemporary
372,family,FALSE,FALSE,FALSE,0.45,FALSE,linear,third_omniscient,closed,medium,light,contemporary
373,friendship,FALSE,FALSE,FALSE,0.45,FALSE,linear,third_omniscient,closed,medium,light,contemporary
374,survival,TRUE,FALSE,TRUE,0.75,FALSE,linear,multiple,ambiguous,high,dark,future
375,love,FALSE,FALSE,TRUE,0.50,FALSE,linear,first_person,closed,medium,balanced,fantasy
376,friendship,FALSE,FALSE,FALSE,0.45,FALSE,linear,third_omniscient,closed,medium,light,contemporary
377,family,FALSE,FALSE,FALSE,0.40,FALSE,linear,third_omniscient,closed,medium,light,prehistoric
378,freedom,FALSE,FALSE,TRUE,0.65,FALSE,linear,third_omniscient,closed,high,balanced,future
379,sacrifice,FALSE,FALSE,TRUE,0.70,FALSE,linear,multiple,closed,high,balanced,contemporary
380,freedom,FALSE,FALSE,TRUE,0.60,FALSE,linear,third_omniscient,closed,medium,balanced,historical
381,justice,FALSE,FALSE,TRUE,0.55,FALSE,linear,multiple,closed,high,balanced,contemporary
382,freedom,FALSE,FALSE,TRUE,0.70,FALSE,linear,third_omniscient,closed,high,balanced,future
383,sacrifice,FALSE,FALSE,TRUE,0.70,FALSE,linear,multiple,closed,high,balanced,contemporary
384,survival,FALSE,FALSE,FALSE,0.55,FALSE,linear,third_omniscient,closed,high,balanced,contemporary
385,survival,FALSE,FALSE,TRUE,0.75,FALSE,linear,multiple,closed,high,balanced,future
386,love,FALSE,FALSE,TRUE,0.50,FALSE,nonlinear,third_omniscient,closed,medium,light,contemporary
387,freedom,TRUE,FALSE,TRUE,0.80,FALSE,linear,third_omniscient,closed,medium,balanced,fantasy
388,love,FALSE,FALSE,FALSE,0.45,FALSE,linear,third_omniscient,closed,medium,light,historical
389,power,FALSE,FALSE,TRUE,0.60,FALSE,linear,third_omniscient,closed,high,balanced,contemporary
390,freedom,FALSE,FALSE,TRUE,0.55,FALSE,linear,third_omniscient,closed,medium,balanced,historical
391,justice,FALSE,FALSE,TRUE,0.60,FALSE,linear,third_omniscient,closed,high,balanced,contemporary
392,love,FALSE,FALSE,TRUE,0.70,FALSE,linear,multiple,ambiguous,high,balanced,historical
393,justice,FALSE,FALSE,TRUE,0.60,FALSE,linear,third_omniscient,closed,high,balanced,historical
394,power,TRUE,FALSE,TRUE,0.85,TRUE,nonlinear,first_person,closed,high,dark,contemporary
395,freedom,TRUE,FALSE,TRUE,0.70,FALSE,nonlinear,multiple,closed,medium,light,mixed
396,war,FALSE,FALSE,TRUE,0.65,FALSE,linear,multiple,closed,high,balanced,future
397,freedom,FALSE,FALSE,TRUE,0.65,FALSE,linear,multiple,closed,high,balanced,future
398,family,FALSE,FALSE,FALSE,0.45,FALSE,linear,third_omniscient,closed,medium,light,prehistoric
399,friendship,FALSE,FALSE,TRUE,0.50,FALSE,linear,third_omniscient,closed,medium,light,future
400,freedom,FALSE,FALSE,TRUE,0.55,FALSE,linear,third_omniscient,closed,medium,light,historical
401,survival,FALSE,FALSE,TRUE,0.60,FALSE,linear,multiple,closed,high,balanced,future
402,legacy,FALSE,FALSE,TRUE,0.65,FALSE,linear,third_omniscient,closed,medium,balanced,historical
403,freedom,TRUE,FALSE,TRUE,0.75,TRUE,nonlinear,third_omniscient,closed,medium,balanced,contemporary
404,sacrifice,FALSE,FALSE,TRUE,0.80,TRUE,linear,multiple,closed,high,dark,historical
405,coming_of_age,FALSE,FALSE,TRUE,0.55,FALSE,linear,third_omniscient,closed,medium,light,contemporary
406,justice,FALSE,FALSE,TRUE,0.70,FALSE,linear,multiple,cliffhanger,high,balanced,contemporary
407,justice,FALSE,FALSE,TRUE,0.60,FALSE,linear,third_omniscient,closed,high,balanced,contemporary
408,friendship,FALSE,FALSE,FALSE,0.45,FALSE,linear,third_omniscient,closed,medium,light,future
409,love,FALSE,FALSE,TRUE,0.45,FALSE,linear,first_person,closed,medium,light,contemporary
410,survival,FALSE,FALSE,TRUE,0.80,FALSE,linear,third_omniscient,closed,high,dark,future
411,sacrifice,FALSE,FALSE,TRUE,0.65,FALSE,linear,third_omniscient,closed,high,balanced,contemporary
412,revenge,FALSE,FALSE,TRUE,0.60,FALSE,linear,third_omniscient,closed,high,balanced,contemporary
413,legacy,TRUE,FALSE,TRUE,0.75,FALSE,nonlinear,multiple,closed,medium,balanced,historical
414,family,FALSE,FALSE,FALSE,0.45,FALSE,linear,third_omniscient,closed,medium,light,contemporary
415,survival,FALSE,FALSE,TRUE,0.55,FALSE,linear,third_omniscient,closed,high,balanced,contemporary
416,justice,FALSE,FALSE,TRUE,0.55,FALSE,linear,multiple,closed,high,balanced,contemporary
417,friendship,FALSE,FALSE,TRUE,0.50,FALSE,linear,third_omniscient,closed,medium,light,contemporary
418,family,FALSE,FALSE,TRUE,0.45,TRUE,linear,third_omniscient,closed,medium,light,contemporary
419,revenge,FALSE,FALSE,TRUE,0.60,FALSE,linear,first_person,closed,high,balanced,contemporary
420,love,FALSE,FALSE,TRUE,0.45,FALSE,linear,third_omniscient,closed,medium,light,contemporary
421,adventure,FALSE,FALSE,TRUE,0.55,FALSE,linear,third_omniscient,closed,medium,light,historical
422,freedom,TRUE,TRUE,TRUE,0.85,FALSE,nonlinear,multiple,cliffhanger,high,balanced,future
423,sacrifice,FALSE,FALSE,TRUE,0.70,TRUE,linear,multiple,closed,high,balanced,contemporary
424,justice,TRUE,FALSE,TRUE,0.75,TRUE,nonlinear,first_person,ambiguous,high,dark,historical
425,survival,FALSE,FALSE,TRUE,0.60,FALSE,linear,multiple,closed,high,balanced,contemporary
426,love,FALSE,FALSE,TRUE,0.50,FALSE,linear,first_person,closed,medium,light,contemporary
427,friendship,FALSE,FALSE,FALSE,0.40,FALSE,linear,third_omniscient,closed,medium,light,contemporary
428,sacrifice,FALSE,FALSE,TRUE,0.65,FALSE,linear,third_omniscient,closed,high,balanced,historical
429,love,FALSE,FALSE,TRUE,0.45,FALSE,linear,third_omniscient,closed,medium,light,contemporary
430,adventure,FALSE,FALSE,TRUE,0.60,FALSE,linear,third_omniscient,closed,high,balanced,historical
431,freedom,FALSE,FALSE,TRUE,0.55,FALSE,linear,third_omniscient,closed,medium,balanced,fantasy
432,revenge,TRUE,TRUE,TRUE,0.90,FALSE,nonlinear,unreliable,ambiguous,high,dark,contemporary
433,survival,TRUE,FALSE,TRUE,0.80,FALSE,nonlinear,multiple,closed,high,balanced,future
434,friendship,FALSE,FALSE,FALSE,0.40,FALSE,linear,third_omniscient,closed,medium,light,contemporary
435,love,FALSE,FALSE,TRUE,0.45,FALSE,linear,third_omniscient,closed,medium,light,contemporary
436,justice,TRUE,TRUE,TRUE,0.80,TRUE,nonlinear,unreliable,ambiguous,high,dark,contemporary
437,freedom,TRUE,FALSE,TRUE,0.90,FALSE,nonlinear,multiple,ambiguous,high,balanced,future
438,justice,FALSE,FALSE,TRUE,0.55,FALSE,linear,third_omniscient,closed,high,balanced,contemporary
439,faith,FALSE,FALSE,TRUE,0.60,FALSE,linear,third_omniscient,closed,high,dark,historical
440,identity,FALSE,FALSE,TRUE,0.60,FALSE,linear,third_omniscient,closed,medium,light,contemporary
441,survival,FALSE,FALSE,TRUE,0.55,FALSE,linear,third_omniscient,closed,high,balanced,contemporary
442,war,FALSE,FALSE,TRUE,0.60,FALSE,linear,third_omniscient,closed,high,balanced,future
443,justice,FALSE,FALSE,TRUE,0.55,FALSE,linear,multiple,closed,high,balanced,contemporary
444,love,FALSE,FALSE,TRUE,0.50,FALSE,linear,first_person,closed,medium,light,contemporary
445,friendship,FALSE,FALSE,FALSE,0.40,FALSE,linear,third_omniscient,closed,medium,light,historical
446,revenge,TRUE,FALSE,TRUE,0.70,FALSE,nonlinear,multiple,open,medium,balanced,contemporary
447,family,FALSE,FALSE,FALSE,0.40,FALSE,linear,third_omniscient,closed,medium,light,contemporary
448,freedom,FALSE,FALSE,TRUE,0.65,FALSE,linear,third_omniscient,closed,high,balanced,future
449,friendship,FALSE,FALSE,TRUE,0.45,FALSE,linear,third_omniscient,closed,medium,light,contemporary
450,revenge,FALSE,FALSE,TRUE,0.60,FALSE,linear,third_omniscient,closed,high,balanced,contemporary
451,friendship,FALSE,FALSE,TRUE,0.55,FALSE,linear,third_omniscient,closed,medium,balanced,fantasy
452,family,FALSE,FALSE,TRUE,0.60,FALSE,linear,multiple,closed,high,balanced,contemporary
453,family,FALSE,FALSE,FALSE,0.40,FALSE,linear,third_omniscient,closed,medium,light,contemporary
454,justice,TRUE,FALSE,TRUE,0.80,FALSE,linear,third_omniscient,closed,high,balanced,future
455,friendship,FALSE,FALSE,FALSE,0.40,FALSE,linear,third_omniscient,closed,medium,light,historical
456,family,FALSE,FALSE,FALSE,0.40,FALSE,linear,third_omniscient,closed,medium,light,contemporary
457,coming_of_age,FALSE,FALSE,TRUE,0.55,FALSE,linear,third_omniscient,closed,high,balanced,historical
458,freedom,FALSE,FALSE,TRUE,0.60,FALSE,linear,third_omniscient,closed,high,balanced,historical
459,justice,FALSE,FALSE,TRUE,0.70,FALSE,linear,third_omniscient,closed,high,dark,contemporary
460,justice,FALSE,FALSE,TRUE,0.60,FALSE,linear,third_omniscient,closed,high,balanced,contemporary
461,identity,TRUE,TRUE,TRUE,0.85,FALSE,nonlinear,unreliable,ambiguous,medium,dark,contemporary
462,survival,FALSE,FALSE,FALSE,0.45,FALSE,linear,third_omniscient,closed,medium,balanced,prehistoric
463,family,FALSE,FALSE,TRUE,0.60,TRUE,linear,third_omniscient,closed,medium,balanced,contemporary
464,justice,FALSE,FALSE,TRUE,0.70,TRUE,linear,third_omniscient,closed,high,balanced,historical
465,war,FALSE,FALSE,TRUE,0.70,FALSE,linear,multiple,closed,high,balanced,historical
466,love,TRUE,FALSE,TRUE,0.75,FALSE,nonlinear,multiple,closed,medium,balanced,mixed
467,justice,FALSE,FALSE,TRUE,0.65,FALSE,linear,third_omniscient,closed,high,balanced,contemporary
468,family,FALSE,FALSE,FALSE,0.50,FALSE,linear,third_omniscient,closed,medium,light,contemporary
469,power,FALSE,FALSE,TRUE,0.70,FALSE,nonlinear,third_omniscient,closed,high,balanced,historical
470,family,FALSE,FALSE,TRUE,0.55,FALSE,linear,third_omniscient,closed,medium,balanced,historical
471,faith,FALSE,FALSE,TRUE,0.65,FALSE,linear,multiple,closed,high,dark,historical
472,love,TRUE,FALSE,TRUE,0.75,FALSE,linear,third_omniscient,closed,high,dark,contemporary
473,friendship,FALSE,FALSE,FALSE,0.45,FALSE,linear,third_omniscient,closed,medium,light,fantasy
474,identity,FALSE,FALSE,FALSE,0.55,FALSE,linear,third_omniscient,closed,medium,light,contemporary
475,coming_of_age,FALSE,FALSE,TRUE,0.60,FALSE,linear,third_omniscient,closed,medium,balanced,contemporary
476,justice,TRUE,FALSE,TRUE,0.70,FALSE,linear,multiple,closed,high,balanced,historical
477,justice,TRUE,FALSE,TRUE,0.70,FALSE,nonlinear,multiple,closed,high,balanced,historical
478,freedom,FALSE,FALSE,TRUE,0.50,FALSE,linear,third_omniscient,closed,medium,light,fantasy
479,survival,FALSE,FALSE,TRUE,0.80,FALSE,linear,multiple,cliffhanger,high,dark,future
480,revenge,FALSE,FALSE,TRUE,0.70,FALSE,linear,third_omniscient,closed,high,dark,contemporary
481,love,FALSE,FALSE,TRUE,0.60,TRUE,linear,first_person,closed,medium,balanced,contemporary
482,sacrifice,FALSE,FALSE,TRUE,0.65,FALSE,linear,multiple,closed,high,balanced,future
483,family,FALSE,FALSE,FALSE,0.40,FALSE,linear,third_omniscient,closed,medium,light,contemporary
484,freedom,FALSE,FALSE,TRUE,0.65,FALSE,linear,third_omniscient,closed,high,balanced,future
485,friendship,FALSE,FALSE,FALSE,0.40,FALSE,linear,third_omniscient,closed,medium,light,contemporary
486,survival,FALSE,FALSE,TRUE,0.70,FALSE,linear,third_omniscient,cliffhanger,high,balanced,future
487,freedom,FALSE,FALSE,TRUE,0.75,FALSE,linear,first_person,closed,high,dark,historical
488,love,FALSE,FALSE,TRUE,0.55,FALSE,linear,third_omniscient,closed,medium,light,fantasy
489,friendship,FALSE,FALSE,TRUE,0.50,FALSE,linear,multiple,closed,medium,balanced,contemporary
490,love,FALSE,FALSE,TRUE,0.55,TRUE,linear,third_omniscient,closed,medium,light,historical
491,family,FALSE,FALSE,TRUE,0.50,FALSE,linear,third_omniscient,closed,medium,light,historical
492,freedom,FALSE,FALSE,FALSE,0.55,FALSE,linear,third_omniscient,closed,high,balanced,contemporary
493,family,FALSE,FALSE,TRUE,0.45,FALSE,linear,third_omniscient,closed,medium,light,contemporary
494,friendship,FALSE,FALSE,FALSE,0.40,FALSE,linear,third_omniscient,closed,medium,light,fantasy
495,justice,TRUE,FALSE,TRUE,0.75,FALSE,nonlinear,multiple,closed,high,balanced,contemporary
496,revenge,TRUE,FALSE,TRUE,0.70,FALSE,linear,first_person,closed,high,balanced,contemporary
497,friendship,FALSE,FALSE,TRUE,0.55,FALSE,linear,third_omniscient,closed,medium,balanced,fantasy
498,faith,TRUE,FALSE,TRUE,0.70,FALSE,linear,multiple,ambiguous,high,balanced,contemporary
499,love,FALSE,FALSE,TRUE,0.50,FALSE,linear,third_omniscient,closed,medium,light,contemporary
500,justice,FALSE,FALSE,TRUE,0.60,FALSE,linear,third_omniscient,closed,high,balanced,contemporary
