film_id,animation_type,visual_style,frame_rate,render_technique,character_design_style,color_palette_type,animation_realism_level,hand_drawn_elements_present,motion_capture_used,stop_motion_used,ai_generated_elements_present,production_software,art_direction_tone,animation_award_won
203,3D,Stylized,24,Hybrid,Proportional,Vibrant,0.9,FALSE,TRUE,FALSE,FALSE,Unreal,Futuristic,TRUE
204,3D,Stylized,24,Rasterization,Exaggerated,Vibrant,0.85,FALSE,FALSE,FALSE,FALSE,RenderMan,Whimsical,TRUE
205,Hybrid,Stylized,24,Other,Proportional,Desaturated,0.85,FALSE,FALSE,FALSE,FALSE,Other,Naturalistic,TRUE
206,Hybrid,Realistic,24,Other,Proportional,Warm,0.9,FALSE,FALSE,FALSE,FALSE,Other,Whimsical,FALSE
207,Hybrid,Stylized,24,Other,Proportional,Vibrant,0.85,FALSE,TRUE,FALSE,FALSE,Maya,Whimsical,FALSE
208,3D,Stylized,24,Rasterization,Exaggerated,Vibrant,0.8,FALSE,FALSE,FALSE,FALSE,Maya,Whimsical,TRUE
209,3D,Realistic,24,Hybrid,Proportional,Vibrant,0.95,FALSE,TRUE,FALSE,FALSE,Houdini,Ep ic,FALSE
210,3D,Realistic,24,Hybrid,Proportional,Vibrant,0.9,FALSE,TRUE,FALSE,FALSE,Maya,Ep ic,FALSE
211,Hybrid,Realistic,24,Other,Proportional,Desaturated,0.9,FALSE,FALSE,FALSE,FALSE,Other,Dark,FALSE
212,Hybrid,Stylized,24,Other,Proportional,Vibrant,0.85,FALSE,FALSE,FALSE,FALSE,Other,Whimsical,TRUE
213,Hybrid,Stylized,24,Hybrid,Proportional,Vibrant,0.9,FALSE,TRUE,FALSE,FALSE,Unreal,Dreamlike,FALSE
214,3D,Realistic,24,Hybrid,Proportional,Cold,0.9,FALSE,TRUE,FALSE,FALSE,Houdini,Ep ic,TRUE
215,Hybrid,Cartoony,24,Rasterization,Exaggerated,Vibrant,0.8,FALSE,FALSE,FALSE,FALSE,Maya,Whimsical,TRUE
216,3D,Cartoony,24,Rasterization,Exaggerated,Vibrant,0.8,FALSE,FALSE,FALSE,FALSE,RenderMan,Whimsical,TRUE
217,3D,Cartoony,24,Rasterization,Exaggerated,Vibrant,0.8,FALSE,FALSE,FALSE,FALSE,RenderMan,Whimsical,TRUE
218,3D,Realistic,24,Hybrid,Proportional,Cold,0.95,FALSE,TRUE,FALSE,FALSE,Maya,Ep ic,TRUE
219,3D,Cartoony,24,Rasterization,Exaggerated,Vibrant,0.75,FALSE,FALSE,FALSE,FALSE,Maya,Whimsical,TRUE
220,3D,Stylized,24,Hybrid,Proportional,Vibrant,0.85,FALSE,TRUE,FALSE,FALSE,Maya,Whimsical,TRUE
221,3D,Realistic,24,Hybrid,Proportional,Cold,0.9,FALSE,FALSE,FALSE,FALSE,Houdini,Ep ic,FALSE
222,3D,Stylized,24,Rasterization,Exaggerated,Vibrant,0.8,FALSE,FALSE,FALSE,FALSE,Maya,Whimsical,TRUE
223,3D,Stylized,24,Rasterization,Exaggerated,Vibrant,0.8,FALSE,FALSE,FALSE,FALSE,RenderMan,Whimsical,TRUE
224,3D,Realistic,24,Other,Proportional,Desaturated,0.9,FALSE,FALSE,FALSE,FALSE,Other,Ep ic,TRUE
225,3D,Realistic,24,Other,Proportional,Vibrant,0.9,FALSE,TRUE,FALSE,FALSE,Maya,Ep ic,FALSE
226,3D,Realistic,24,Other,Proportional,Vibrant,0.9,FALSE,FALSE,FALSE,FALSE,Custom,Ep ic,TRUE
227,3D,Stylized,24,Rasterization,Exaggerated,Vibrant,0.85,FALSE,FALSE,FALSE,FALSE,Maya,Whimsical,FALSE
228,3D,Realistic,24,Hybrid,Proportional,Desaturated,0.9,FALSE,FALSE,FALSE,FALSE,Houdini,Naturalistic,TRUE
229,3D,Cartoony,24,Rasterization,Exaggerated,Vibrant,0.75,FALSE,FALSE,FALSE,FALSE,Blender,Whimsical,TRUE
230,Hybrid,Stylized,24,Other,Proportional,Vibrant,0.85,FALSE,FALSE,FALSE,FALSE,Other,Whimsical,TRUE
231,3D,Stylized,24,Hybrid,Proportional,Vibrant,0.9,FALSE,TRUE,FALSE,FALSE,Maya,Ep ic,FALSE
232,Hybrid,Stylized,24,Rasterization,Proportional,Warm,0.85,FALSE,FALSE,FALSE,FALSE,Maya,Whimsical,TRUE
233,3D,Realistic,24,Hybrid,Proportional,Desaturated,0.9,FALSE,TRUE,FALSE,FALSE,Maya,Dark,TRUE
234,3D,Realistic,24,PathTracing,Proportional,Desaturated,0.95,FALSE,TRUE,FALSE,FALSE,Houdini,Naturalistic,TRUE
235,3D,Stylized,24,Rasterization,Exaggerated,Vibrant,0.85,FALSE,FALSE,FALSE,FALSE,RenderMan,Whimsical,TRUE
236,3D,Realistic,24,Hybrid,Proportional,Cold,0.9,FALSE,TRUE,FALSE,FALSE,Houdini,Ep ic,TRUE
237,3D,Stylized,24,Rasterization,Exaggerated,Vibrant,0.8,FALSE,FALSE,FALSE,FALSE,RenderMan,Whimsical,TRUE
238,3D,Realistic,24,Hybrid,Proportional,Vibrant,0.9,FALSE,TRUE,FALSE,FALSE,Maya,Ep ic,FALSE
239,3D,Realistic,24,Hybrid,Proportional,Cold,0.9,FALSE,TRUE,FALSE,FALSE,Houdini,Dark,TRUE
240,3D,Realistic,24,Hybrid,Proportional,Desaturated,0.9,FALSE,TRUE,FALSE,FALSE,Houdini,Naturalistic,TRUE
241,3D,Cartoony,24,Rasterization,Exaggerated,Vibrant,0.8,FALSE,FALSE,FALSE,FALSE,Maya,Whimsical,TRUE
242,3D,Cartoony,24,Rasterization,Exaggerated,Vibrant,0.8,FALSE,FALSE,FALSE,FALSE,Maya,Whimsical,TRUE
243,2D,Cartoony,24,Rasterization,Exaggerated,Vibrant,0.7,TRUE,FALSE,FALSE,FALSE,Custom,Whimsical,TRUE
244,Hybrid,Stylized,24,Other,Proportional,Vibrant,0.85,FALSE,FALSE,FALSE,FALSE,Other,Whimsical,TRUE
245,3D,Stylized,24,Hybrid,Proportional,Vibrant,0.9,FALSE,TRUE,FALSE,TRUE,Maya,Futuristic,FALSE
246,3D,Stylized,24,Rasterization,Exaggerated,Vibrant,0.85,FALSE,FALSE,FALSE,FALSE,Maya,Whimsical,TRUE
247,3D,Stylized,24,Rasterization,Exaggerated,Vibrant,0.85,FALSE,FALSE,FALSE,FALSE,Maya,Whimsical,TRUE
248,3D,Stylized,24,Hybrid,Proportional,Vibrant,0.9,FALSE,TRUE,FALSE,FALSE,Maya,Whimsical,TRUE
249,Hybrid,Naturalistic,24,Other,Proportional,Warm,0.9,FALSE,FALSE,FALSE,FALSE,Other,Dreamlike,TRUE
250,3D,Realistic,24,Hybrid,Proportional,Cold,0.95,FALSE,TRUE,FALSE,FALSE,Houdini,Futuristic,TRUE
251,Hybrid,Naturalistic,24,Other,Proportional,Warm,0.85,FALSE,FALSE,FALSE,FALSE,Other,Naturalistic,FALSE
252,3D,Realistic,24,Hybrid,Proportional,Cold,0.9,FALSE,TRUE,FALSE,FALSE,Houdini,Ep ic,TRUE
253,3D,Realistic,24,Other,Proportional,Desaturated,0.9,FALSE,TRUE,FALSE,FALSE,Other,Futuristic,TRUE
254,3D,Cartoony,24,Rasterization,Exaggerated,Vibrant,0.8,FALSE,FALSE,FALSE,FALSE,Maya,Whimsical,TRUE
255,2D,Stylized,24,Rasterization,Exaggerated,Vibrant,0.8,TRUE,FALSE,FALSE,FALSE,Custom,Ep ic,TRUE
256,3D,Cartoony,24,Rasterization,Exaggerated,Vibrant,0.8,FALSE,FALSE,FALSE,FALSE,RenderMan,Whimsical,TRUE
257,Hybrid,Stylized,24,Other,Proportional,Desaturated,0.85,FALSE,FALSE,FALSE,FALSE,Other,Dark,TRUE
258,Hybrid,Stylized,24,Other,Proportional,Warm,0.85,FALSE,FALSE,FALSE,FALSE,Other,Dreamlike,TRUE
259,2D,Stylized,24,Rasterization,Exaggerated,Vibrant,0.75,TRUE,FALSE,FALSE,FALSE,Custom,Whimsical,TRUE
260,3D,Stylized,24,Hybrid,Proportional,Desaturated,0.9,FALSE,TRUE,FALSE,FALSE,Maya,Dark,FALSE
261,3D,Realistic,24,Other,Proportional,Vibrant,0.9,FALSE,FALSE,FALSE,FALSE,Other,Ep ic,TRUE
262,3D,Stylized,24,Hybrid,Proportional,Desaturated,0.9,FALSE,TRUE,FALSE,FALSE,Maya,Dark,TRUE
263,Hybrid,Naturalistic,24,Other,Proportional,Desaturated,0.9,FALSE,FALSE,FALSE,FALSE,Other,Naturalistic,TRUE
264,3D,Stylized,24,Rasterization,Exaggerated,Vibrant,0.8,FALSE,FALSE,FALSE,FALSE,RenderMan,Whimsical,TRUE
265,3D,Stylized,24,Rasterization,Exaggerated,Vibrant,0.85,FALSE,FALSE,FALSE,FALSE,Maya,Whimsical,TRUE
266,3D,Realistic,24,Hybrid,Proportional,Vibrant,0.9,FALSE,TRUE,FALSE,FALSE,Maya,Ep ic,FALSE
267,3D,Realistic,24,Hybrid,Proportional,Cold,0.9,FALSE,TRUE,FALSE,FALSE,Houdini,Ep ic,TRUE
268,3D,Cartoony,24,Rasterization,Exaggerated,Vibrant,0.8,FALSE,FALSE,FALSE,FALSE,Maya,Whimsical,TRUE
269,3D,Cartoony,24,Rasterization,Exaggerated,Vibrant,0.8,FALSE,FALSE,FALSE,FALSE,Maya,Whimsical,TRUE
270,3D,Stylized,24,Hybrid,Proportional,Desaturated,0.9,FALSE,TRUE,FALSE,FALSE,Maya,Dark,TRUE
271,3D,Stylized,24,Rasterization,Proportional,Vibrant,0.85,FALSE,FALSE,FALSE,FALSE,Maya,Dreamlike,TRUE
272,3D,Stylized,24,Rasterization,Exaggerated,Vibrant,0.85,FALSE,FALSE,FALSE,FALSE,Unreal,Whimsical,FALSE
273,3D,Realistic,24,Hybrid,Proportional,Cold,0.95,FALSE,TRUE,FALSE,FALSE,Houdini,Dark,TRUE
274,Hybrid,Stylized,24,Hybrid,Proportional,Vibrant,0.9,FALSE,TRUE,FALSE,FALSE,Maya,Dreamlike,TRUE
275,3D,Cartoony,24,Rasterization,Exaggerated,Vibrant,0.8,FALSE,FALSE,FALSE,FALSE,Maya,Whimsical,TRUE
276,Hybrid,Stylized,24,Other,Proportional,Vibrant,0.9,FALSE,TRUE,FALSE,FALSE,Maya,Naturalistic,TRUE
277,3D,Realistic,24,Other,Proportional,Desaturated,0.9,FALSE,FALSE,FALSE,FALSE,Other,Ep ic,TRUE
278,3D,Stylized,24,Hybrid,Proportional,Vibrant,0.9,FALSE,TRUE,FALSE,FALSE,Maya,Futuristic,FALSE
279,3D,Stylized,24,Rasterization,Exaggerated,Vibrant,0.8,FALSE,FALSE,FALSE,FALSE,RenderMan,Whimsical,TRUE
280,Hybrid,Naturalistic,24,Other,Proportional,Warm,0.85,FALSE,FALSE,FALSE,FALSE,Other,Naturalistic,TRUE
281,Hybrid,Stylized,24,Other,Proportional,Vibrant,0.85,FALSE,FALSE,FALSE,FALSE,Other,Whimsical,FALSE
282,3D,Stylized,24,Rasterization,Exaggerated,Vibrant,0.85,FALSE,FALSE,FALSE,FALSE,Maya,Whimsical,TRUE
283,3D,Realistic,24,Other,Proportional,Desaturated,0.9,FALSE,FALSE,FALSE,FALSE,Maya,Ep ic,TRUE
284,3D,Realistic,24,Other,Proportional,Vibrant,0.9,FALSE,FALSE,FALSE,FALSE,Custom,Ep ic,TRUE
285,Hybrid,Stylized,24,Other,Proportional,Warm,0.85,FALSE,FALSE,FALSE,FALSE,Other,Whimsical,TRUE
286,3D,Stylized,24,Hybrid,Proportional,Vibrant,0.9,FALSE,TRUE,FALSE,TRUE,Maya,Futuristic,FALSE
287,Hybrid,Stylized,24,Other,Proportional,Vibrant,0.85,FALSE,TRUE,FALSE,FALSE,Maya,Whimsical,TRUE
288,3D,Cartoony,24,Rasterization,Exaggerated,Vibrant,0.8,FALSE,FALSE,FALSE,FALSE,Maya,Whimsical,TRUE
289,3D,Realistic,24,Hybrid,Proportional,Vibrant,0.9,FALSE,TRUE,FALSE,FALSE,Houdini,Ep ic,FALSE
290,3D,Stylized,24,Hybrid,Proportional,Vibrant,0.9,FALSE,TRUE,FALSE,TRUE,Maya,Dark,FALSE
291,3D,Realistic,24,Other,Proportional,Warm,0.9,FALSE,FALSE,FALSE,FALSE,Maya,Ep ic,TRUE
292,Hybrid,Stylized,24,Other,Proportional,Desaturated,0.9,FALSE,TRUE,FALSE,TRUE,Other,Dark,FALSE
293,Hybrid,Stylized,24,Other,Proportional,Desaturated,0.9,FALSE,FALSE,FALSE,FALSE,Maya,Dark,TRUE
294,3D,Realistic,24,Hybrid,Proportional,Cold,0.9,FALSE,TRUE,FALSE,FALSE,Houdini,Naturalistic,TRUE
295,3D,Realistic,24,Hybrid,Proportional,Vibrant,0.95,FALSE,TRUE,FALSE,FALSE,Houdini,Ep ic,TRUE
296,3D,Stylized,24,Rasterization,Exaggerated,Vibrant,0.8,FALSE,FALSE,FALSE,FALSE,Blender,Whimsical,TRUE
297,3D,Realistic,24,Hybrid,Proportional,Cold,0.9,FALSE,TRUE,FALSE,FALSE,Maya,Futuristic,TRUE
298,3D,Stylized,24,Other,Proportional,Desaturated,0.9,FALSE,FALSE,FALSE,FALSE,Other,Futuristic,TRUE
299,Hybrid,Stylized,24,Other,Proportional,Warm,0.85,FALSE,FALSE,FALSE,FALSE,Other,Whimsical,TRUE
300,3D,Stylized,24,Hybrid,Proportional,Vibrant,0.9,FALSE,TRUE,FALSE,FALSE,Maya,Whimsical,TRUE
301,3D,Cartoony,24,Rasterization,Exaggerated,Vibrant,0.8,FALSE,FALSE,FALSE,FALSE,RenderMan,Whimsical,TRUE
302,3D,Realistic,24,Hybrid,Proportional,Desaturated,0.95,FALSE,TRUE,FALSE,FALSE,Houdini,Ep ic,FALSE
303,3D,Stylized,24,Rasterization,Proportional,Vibrant,0.9,FALSE,FALSE,FALSE,FALSE,Blender,Whimsical,TRUE
304,3D,Stylized,24,Hybrid,Proportional,Vibrant,0.9,FALSE,TRUE,FALSE,FALSE,Maya,Ep ic,FALSE
305,Hybrid,Realistic,24,Other,Proportional,Vibrant,0.9,FALSE,TRUE,FALSE,FALSE,Other,Ep ic,TRUE
306,3D,Stylized,24,Hybrid,Proportional,Desaturated,0.9,FALSE,TRUE,FALSE,FALSE,Maya,Futuristic,TRUE
307,3D,Realistic,24,Hybrid,Proportional,Desaturated,0.9,FALSE,TRUE,FALSE,FALSE,Maya,Naturalistic,TRUE
308,3D,Realistic,24,Other,Proportional,Warm,0.9,FALSE,FALSE,FALSE,FALSE,Maya,Ep ic,TRUE
309,Hybrid,Stylized,24,Other,Proportional,Vibrant,0.85,FALSE,FALSE,FALSE,TRUE,Other,Whimsical,FALSE
310,3D,Stylized,24,Rasterization,Proportional,Desaturated,0.9,FALSE,TRUE,FALSE,FALSE,Maya,Ep ic,TRUE
311,Hybrid,Stylized,24,Other,Proportional,Vibrant,0.85,FALSE,TRUE,FALSE,FALSE,Unreal,Whimsical,FALSE
312,3D,Realistic,24,Other,Proportional,Desaturated,0.9,FALSE,FALSE,FALSE,FALSE,Other,Ep ic,TRUE
313,Hybrid,Stylized,24,Other,Proportional,Desaturated,0.85,FALSE,FALSE,FALSE,FALSE,Other,Naturalistic,TRUE
314,Hybrid,Stylized,24,Other,Proportional,Warm,0.9,FALSE,FALSE,FALSE,FALSE,Other,Naturalistic,TRUE
315,Hybrid,Stylized,24,Other,Proportional,Warm,0.9,FALSE,FALSE,FALSE,FALSE,Other,Dark,TRUE
316,3D,Stylized,24,Hybrid,Proportional,Vibrant,0.9,FALSE,TRUE,FALSE,FALSE,Maya,Ep ic,TRUE
317,3D,Realistic,24,Other,Proportional,Warm,0.9,FALSE,TRUE,FALSE,FALSE,Maya,Ep ic,TRUE
318,2D,Stylized,24,Rasterization,Exaggerated,Vibrant,0.8,TRUE,FALSE,FALSE,FALSE,Custom,Whimsical,TRUE
319,3D,Stylized,24,Hybrid,Proportional,Desaturated,0.9,FALSE,TRUE,FALSE,FALSE,Houdini,Dark,TRUE
320,3D,Cartoony,24,Rasterization,Exaggerated,Vibrant,0.8,FALSE,FALSE,FALSE,FALSE,Blender,Whimsical,TRUE
321,Hybrid,Stylized,24,Other,Proportional,Warm,0.85,FALSE,FALSE,FALSE,FALSE,Other,Naturalistic,TRUE
322,Hybrid,Stylized,24,Other,Proportional,Desaturated,0.85,FALSE,FALSE,FALSE,FALSE,Other,Dark,TRUE
323,3D,Realistic,24,Hybrid,Proportional,Cold,0.9,FALSE,TRUE,FALSE,FALSE,Houdini,Naturalistic,TRUE
324,3D,Cartoony,24,Rasterization,Exaggerated,Vibrant,0.75,FALSE,FALSE,FALSE,FALSE,Maya,Whimsical,TRUE
325,3D,Stylized,24,Hybrid,Proportional,Vibrant,0.85,FALSE,TRUE,FALSE,FALSE,Maya,Whimsical,TRUE
326,Hybrid,Stylized,24,Other,Proportional,Warm,0.85,FALSE,FALSE,FALSE,FALSE,Other,Whimsical,TRUE
327,3D,Stylized,24,Hybrid,Proportional,Vibrant,0.9,FALSE,TRUE,FALSE,FALSE,Maya,Ep ic,FALSE
328,3D,Stylized,24,Hybrid,Proportional,Vibrant,0.9,FALSE,TRUE,FALSE,FALSE,Houdini,Futuristic,FALSE
329,3D,Realistic,24,Hybrid,Proportional,Vibrant,0.9,FALSE,TRUE,FALSE,FALSE,Unreal,Ep ic,TRUE
330,2D,Stylized,24,Rasterization,Exaggerated,Vibrant,0.75,TRUE,FALSE,FALSE,FALSE,Custom,Whimsical,TRUE
331,3D,Realistic,24,Hybrid,Proportional,Desaturated,0.9,FALSE,TRUE,FALSE,FALSE,Houdini,Naturalistic,TRUE
332,Hybrid,Stylized,24,Other,Proportional,Warm,0.9,FALSE,FALSE,FALSE,FALSE,Other,Naturalistic,TRUE
333,Hybrid,Realistic,24,Other,Proportional,Desaturated,0.9,FALSE,FALSE,FALSE,FALSE,Other,Naturalistic,TRUE
334,3D,Stylized,24,Hybrid,Proportional,Vibrant,0.9,FALSE,TRUE,FALSE,FALSE,Maya,Ep ic,TRUE
335,3D,Stylized,24,Hybrid,Proportional,Vibrant,0.9,FALSE,TRUE,FALSE,FALSE,Maya,Whimsical,TRUE
336,3D,Realistic,24,Hybrid,Proportional,Desaturated,0.9,FALSE,TRUE,FALSE,FALSE,Maya,Futuristic,FALSE
337,Hybrid,Naturalistic,24,Other,Proportional,Warm,0.85,FALSE,FALSE,FALSE,FALSE,Other,Naturalistic,TRUE
338,3D,Stylized,24,Hybrid,Proportional,Vibrant,0.9,FALSE,TRUE,FALSE,FALSE,Maya,Ep ic,TRUE
339,3D,Stylized,24,Hybrid,Proportional,Desaturated,0.9,FALSE,TRUE,FALSE,FALSE,Maya,Futuristic,FALSE
340,3D,Realistic,24,Other,Proportional,Cold,0.9,FALSE,TRUE,FALSE,FALSE,Maya,Ep ic,TRUE
341,Hybrid,Naturalistic,24,Other,Proportional,Warm,0.9,FALSE,FALSE,FALSE,FALSE,Other,Naturalistic,TRUE
342,Hybrid,Stylized,24,Other,Proportional,Vibrant,0.85,FALSE,FALSE,FALSE,FALSE,Other,Whimsical,TRUE
343,3D,Realistic,24,PathTracing,Proportional,Desaturated,0.95,FALSE,TRUE,FALSE,FALSE,Houdini,Ep ic,TRUE
344,Hybrid,Realistic,24,Other,Proportional,Desaturated,0.9,FALSE,FALSE,FALSE,FALSE,Other,Dark,TRUE
345,Hybrid,Stylized,24,Other,Proportional,Vibrant,0.85,FALSE,FALSE,FALSE,FALSE,Other,Whimsical,TRUE
346,3D,Realistic,24,Hybrid,Proportional,Vibrant,0.9,FALSE,TRUE,FALSE,FALSE,Houdini,Ep ic,FALSE
347,3D,Stylized,24,Other,Proportional,Desaturated,0.9,FALSE,FALSE,FALSE,FALSE,Other,Futuristic,FALSE
348,Hybrid,Naturalistic,24,Other,Proportional,Desaturated,0.9,FALSE,FALSE,FALSE,FALSE,Other,Naturalistic,TRUE
349,Hybrid,Stylized,24,Other,Proportional,Vibrant,0.85,FALSE,FALSE,FALSE,TRUE,Other,Whimsical,FALSE
350,3D,Realistic,24,Hybrid,Proportional,Vibrant,0.9,FALSE,TRUE,FALSE,FALSE,Maya,Ep ic,TRUE
351,Hybrid,Naturalistic,24,Other,Proportional,Warm,0.9,FALSE,FALSE,FALSE,FALSE,Other,Naturalistic,TRUE
352,Hybrid,Stylized,24,Other,Proportional,Vibrant,0.85,FALSE,FALSE,FALSE,FALSE,Other,Whimsical,TRUE
353,3D,Realistic,24,Other,Proportional,Vibrant,0.9,FALSE,TRUE,FALSE,FALSE,Maya,Ep ic,TRUE
354,3D,Realistic,24,Hybrid,Proportional,Vibrant,0.9,FALSE,TRUE,FALSE,FALSE,Maya,Ep ic,TRUE
355,3D,Realistic,24,Hybrid,Proportional,Cold,0.9,FALSE,TRUE,FALSE,FALSE,Maya,Ep ic,TRUE
356,3D,Stylized,24,Hybrid,Proportional,Vibrant,0.9,FALSE,TRUE,FALSE,FALSE,Maya,Dark,FALSE
357,3D,Realistic,24,Hybrid,Proportional,Cold,0.9,FALSE,TRUE,FALSE,FALSE,Houdini,Naturalistic,FALSE
358,Hybrid,Stylized,24,Other,Proportional,Warm,0.85,FALSE,FALSE,FALSE,FALSE,Other,Whimsical,TRUE
359,3D,Stylized,24,Hybrid,Proportional,Vibrant,0.9,FALSE,TRUE,FALSE,TRUE,Maya,Ep ic,FALSE
360,Hybrid,Stylized,24,Other,Proportional,Desaturated,0.85,FALSE,FALSE,FALSE,FALSE,Other,Dark,TRUE
361,Hybrid,Naturalistic,24,Other,Proportional,Warm,0.9,FALSE,FALSE,FALSE,FALSE,Other,Naturalistic,TRUE
362,3D,Stylized,24,Hybrid,Proportional,Cold,0.95,FALSE,TRUE,FALSE,FALSE,Houdini,Ep ic,TRUE
363,Hybrid,Stylized,24,Other,Proportional,Warm,0.85,FALSE,FALSE,FALSE,FALSE,Other,Naturalistic,TRUE
364,3D,Stylized,24,Hybrid,Proportional,Vibrant,0.9,FALSE,TRUE,FALSE,FALSE,Houdini,Dark,FALSE
365,3D,Stylized,24,Hybrid,Proportional,Vibrant,0.9,FALSE,TRUE,FALSE,FALSE,Maya,Whimsical,TRUE
366,Hybrid,Realistic,24,Other,Proportional,Desaturated,0.9,FALSE,FALSE,FALSE,FALSE,Other,Dark,TRUE
367,3D,Realistic,24,Hybrid,Proportional,Vibrant,0.9,FALSE,TRUE,FALSE,FALSE,Maya,Dreamlike,FALSE
368,3D,Stylized,24,Hybrid,Proportional,Vibrant,0.9,FALSE,TRUE,FALSE,FALSE,Unreal,Ep ic,FALSE
369,3D,Stylized,24,Hybrid,Proportional,Vibrant,0.9,FALSE,TRUE,FALSE,FALSE,Maya,Ep ic,TRUE
370,3D,Realistic,24,Hybrid,Proportional,Vibrant,0.9,FALSE,TRUE,FALSE,FALSE,Maya,Ep ic,FALSE
371,3D,Stylized,24,Hybrid,Proportional,Vibrant,0.9,FALSE,TRUE,FALSE,FALSE,Maya,Whimsical,TRUE
372,3D,Cartoony,24,Rasterization,Exaggerated,Vibrant,0.8,FALSE,FALSE,FALSE,FALSE,Maya,Whimsical,TRUE
373,3D,Stylized,24,Rasterization,Exaggerated,Vibrant,0.85,FALSE,FALSE,FALSE,FALSE,Unreal,Whimsical,TRUE
374,3D,Realistic,24,PathTracing,Proportional,Cold,0.95,FALSE,TRUE,FALSE,FALSE,Houdini,Futuristic,TRUE
375,3D,Stylized,24,Rasterization,Proportional,Desaturated,0.85,FALSE,FALSE,FALSE,FALSE,Maya,Dark,TRUE
376,Hybrid,Stylized,24,Other,Proportional,Vibrant,0.85,FALSE,TRUE,FALSE,FALSE,Maya,Whimsical,TRUE
377,3D,Cartoony,24,Rasterization,Exaggerated,Vibrant,0.75,FALSE,FALSE,FALSE,FALSE,Maya,Whimsical,TRUE
378,3D,Stylized,24,Hybrid,Proportional,Vibrant,0.95,FALSE,TRUE,FALSE,FALSE,Houdini,Futuristic,TRUE
379,3D,Stylized,24,Hybrid,Proportional,Vibrant,0.95,FALSE,TRUE,FALSE,FALSE,Houdini,Ep ic,TRUE
380,3D,Stylized,24,Hybrid,Proportional,Vibrant,0.9,FALSE,TRUE,FALSE,FALSE,Maya,Dark,TRUE
381,3D,Stylized,24,Hybrid,Proportional,Vibrant,0.9,FALSE,TRUE,FALSE,FALSE,Houdini,Whimsical,FALSE
382,3D,Futuristic,24,Hybrid,Proportional,Cold,0.95,FALSE,TRUE,FALSE,FALSE,Houdini,Futuristic,TRUE
383,3D,Realistic,24,Hybrid,Proportional,Desaturated,0.9,FALSE,TRUE,FALSE,FALSE,Maya,Ep ic,TRUE
384,3D,Realistic,24,Hybrid,Proportional,Vibrant,0.9,FALSE,TRUE,FALSE,FALSE,Houdini,Ep ic,FALSE
385,3D,Realistic,24,Hybrid,Proportional,Cold,0.95,FALSE,TRUE,FALSE,FALSE,Houdini,Dark,FALSE
386,Hybrid,Stylized,24,Other,Proportional,Warm,0.85,FALSE,FALSE,FALSE,FALSE,Other,Whimsical,TRUE
387,2D,Painterly,24,Rasterization,Exaggerated,Vibrant,0.8,TRUE,FALSE,FALSE,FALSE,Custom,Dreamlike,TRUE
388,Hybrid,Stylized,24,Other,Proportional,Warm,0.85,FALSE,FALSE,FALSE,FALSE,Other,Whimsical,TRUE
389,3D,Stylized,24,Hybrid,Proportional,Vibrant,0.95,FALSE,TRUE,FALSE,FALSE,Maya,Ep ic,FALSE
390,3D,Stylized,24,Hybrid,Proportional,Vibrant,0.9,FALSE,TRUE,FALSE,FALSE,Maya,Ep ic,TRUE
391,3D,Stylized,24,Hybrid,Proportional,Vibrant,0.9,FALSE,TRUE,FALSE,FALSE,Maya,Ep ic,TRUE
392,Hybrid,Naturalistic,24,Other,Proportional,Warm,0.9,FALSE,FALSE,FALSE,FALSE,Other,Naturalistic,TRUE
393,3D,Stylized,24,Other,Proportional,Warm,0.9,FALSE,FALSE,FALSE,FALSE,Maya,Ep ic,TRUE
394,Hybrid,Stylized,24,Other,Proportional,Vibrant,0.9,FALSE,FALSE,FALSE,FALSE,Other,Naturalistic,TRUE
395,3D,Stylized,24,Other,Proportional,Vibrant,0.9,FALSE,FALSE,FALSE,FALSE,Maya,Futuristic,TRUE
396,3D,Realistic,24,Hybrid,Proportional,Cold,0.95,FALSE,TRUE,FALSE,FALSE,Houdini,Ep ic,TRUE
397,3D,Stylized,24,Hybrid,Proportional,Cold,0.9,FALSE,TRUE,FALSE,FALSE,Maya,Futuristic,TRUE
398,3D,Cartoony,24,Rasterization,Exaggerated,Vibrant,0.75,FALSE,FALSE,FALSE,FALSE,Maya,Whimsical,TRUE
399,3D,Cartoony,24,Rasterization,Exaggerated,Vibrant,0.75,FALSE,FALSE,FALSE,FALSE,Maya,Whimsical,TRUE
400,3D,Stylized,24,Rasterization,Exaggerated,Vibrant,0.8,FALSE,TRUE,FALSE,FALSE,Maya,Whimsical,TRUE
401,3D,Realistic,24,Hybrid,Proportional,Vibrant,0.9,FALSE,TRUE,FALSE,FALSE,Houdini,Ep ic,FALSE
402,3D,Realistic,24,Hybrid,Proportional,Warm,0.9,FALSE,TRUE,FALSE,FALSE,Maya,Naturalistic,FALSE
403,Hybrid,Naturalistic,24,Other,Proportional,Warm,0.9,FALSE,FALSE,FALSE,FALSE,Other,Naturalistic,TRUE
404,3D,Realistic,24,Hybrid,Proportional,Desaturated,0.95,FALSE,TRUE,FALSE,FALSE,Houdini,Naturalistic,TRUE
405,3D,Cartoony,24,Rasterization,Exaggerated,Vibrant,0.8,FALSE,FALSE,FALSE,FALSE,RenderMan,Whimsical,TRUE
406,3D,Stylized,24,Hybrid,Proportional,Vibrant,0.9,FALSE,TRUE,FALSE,TRUE,Maya,Ep ic,FALSE
