soundtrack_id,film_id,track_title,composer_name,performer_name,is_main_theme,music_genres,vocal_presence,cultural_instrument_usage,diegetic,track_emotional_intensity,scene_usage_type,award_won
219,73,Finding Nemo,Thomas Newman,,FALSE,orchestral,FALSE,FALSE,FALSE,0.8,credits,FALSE
220,74,Accidentally in Love,Counting Crows,Counting Crows,TRUE,pop|rock,TRUE,FALSE,FALSE,0.95,intro,TRUE
221,74,Changes,David Bowie & Butterfly Boucher,Butterfly Boucher,FALSE,rock|pop,TRUE,FALSE,FALSE,0.85,transition,FALSE
222,74,Holding Out for a Hero,Jennifer Saunders,Jennifer Saunders,FALSE,pop|comedy,TRUE,FALSE,TRUE,0.9,battle,FALSE
223,75,Opening,Laurent Duval & Nicholas Hooper,,TRUE,orchestral,FALSE,FALSE,FALSE,0.9,intro,FALSE
224,75,In Noctem,Nicholas Hooper,Choir of Christ Church Cathedral,FALSE,choral|orchestral,TRUE,FALSE,FALSE,0.85,funeral,FALSE
225,75,The Weasley Stomp,Nicholas Hooper,,FALSE,orchestral|folk,FALSE,TRUE,TRUE,0.8,other,FALSE
226,76,The Riders of Rohan,Howard Shore,,TRUE,orchestral|ethnic,FALSE,TRUE,FALSE,0.9,intro,FALSE
227,76,Evenstar,Howard Shore,Isabel Bayrakdarian,FALSE,romantic|orchestral,TRUE,FALSE,FALSE,0.95,love,FALSE
228,76,Gollum’s Song,Howard Shore,Emilíana Torrini,FALSE,ambient|romantic,TRUE,FALSE,FALSE,0.9,credits,FALSE
229,77,Battle of the Heroes,John Williams,,TRUE,orchestral|choral,FALSE,FALSE,FALSE,0.95,battle,TRUE
230,77,Anakin vs. Obi-Wan,John Williams,,FALSE,orchestral,FALSE,FALSE,FALSE,0.9,battle,FALSE
231,77,Padmé’s Ruminations,John Williams,,FALSE,ambient|orchestral,FALSE,FALSE,FALSE,0.85,love,FALSE
232,78,Main Title,Christopher Young,,TRUE,orchestral|rock,FALSE,FALSE,FALSE,0.9,intro,FALSE
233,78,Signal Fire,Christopher Young,Snow Patrol,FALSE,rock|romantic,TRUE,FALSE,FALSE,0.95,love,FALSE
234,78,Venom’s Rampage,Christopher Young,,FALSE,orchestral|electronic,FALSE,FALSE,FALSE,0.9,battle,FALSE
235,79,The Breaking of the Fellowship,Howard Shore,,FALSE,orchestral,FALSE,TRUE,FALSE,0.9,funeral,FALSE
236,79,Concerning Hobbits,Howard Shore,,TRUE,folk|orchestral,FALSE,TRUE,FALSE,0.9,intro,FALSE
237,79,May It Be,Howard Shore,Enya,FALSE,romantic|pop,TRUE,FALSE,FALSE,0.95,credits,TRUE
238,80,Alone Again,John Powell,,FALSE,orchestral|comedy,FALSE,FALSE,FALSE,0.8,other,FALSE
239,80,Walk the Dinosaur,Don Was,Was (Not Was),TRUE,rock|pop,TRUE,FALSE,TRUE,0.9,credits,FALSE
240,80,The Meltdown,John Powell,,FALSE,orchestral,FALSE,FALSE,FALSE,0.85,transition,FALSE
241,81,Meet the Pets,Alexandre Desplat,,TRUE,orchestral|comedy,FALSE,FALSE,FALSE,0.9,intro,FALSE
242,81,We Go Together,Alexandre Desplat,,FALSE,orchestral,FALSE,FALSE,FALSE,0.85,transition,FALSE
243,81,Rescue Mission,Alexandre Desplat,,FALSE,orchestral,FALSE,FALSE,FALSE,0.85,battle,FALSE
244,82,The Quidditch World Cup,Patrick Doyle,,TRUE,orchestral,FALSE,FALSE,FALSE,0.9,intro,FALSE
245,82,Harry in Winter,Patrick Doyle,,FALSE,romantic|orchestral,FALSE,FALSE,FALSE,0.9,love,FALSE
246,82,Do the Hippogriff,Patrick Doyle,The Weird Sisters,FALSE,rock|comedy,TRUE,FALSE,TRUE,0.8,other,FALSE
247,83,We Are Family,Ice Age Cast,Ice Age Cast,FALSE,pop|comedy,TRUE,FALSE,TRUE,0.85,credits,FALSE
248,83,Drifting Continents,John Powell,,TRUE,orchestral|comedy,FALSE,FALSE,FALSE,0.9,intro,FALSE
249,83,Master of the Seas,John Powell,Jennifer Lopez & Nicki Minaj,FALSE,pop|comedy,TRUE,FALSE,FALSE,0.9,other,FALSE
250,84,Bohemian Rhapsody,Queen,Queen,TRUE,rock,TRUE,FALSE,TRUE,0.95,other,TRUE
251,84,We Will Rock You,Queen,Queen,FALSE,rock,TRUE,FALSE,TRUE,0.9,other,FALSE
252,84,Love of My Life,Queen,Queen,FALSE,romantic|rock,TRUE,FALSE,FALSE,0.9,love,FALSE
253,85,Writing’s on the Wall,Sam Smith,Sam Smith,TRUE,romantic|pop,TRUE,FALSE,FALSE,0.95,credits,TRUE
254,85,Spectre Theme,Thomas Newman,,FALSE,orchestral,FALSE,FALSE,FALSE,0.85,intro,FALSE
255,85,Day of the Dead,Thomas Newman,,FALSE,orchestral,FALSE,FALSE,FALSE,0.9,transition,FALSE
256,86,Spider-Man: Homecoming Suite,Michael Giacchino,,TRUE,orchestral|rock,FALSE,FALSE,FALSE,0.9,intro,FALSE
257,86,Blitzkrieg Bop,The Ramones,The Ramones,FALSE,rock,TRUE,FALSE,TRUE,0.85,other,FALSE
258,86,Academic Decommitment,Michael Giacchino,,FALSE,orchestral,FALSE,FALSE,FALSE,0.8,transition,FALSE
259,87,Chamber of Secrets Theme,John Williams,,TRUE,orchestral,FALSE,FALSE,FALSE,0.9,intro,FALSE
260,87,Fawkes the Phoenix,John Williams,,FALSE,orchestral|romantic,FALSE,FALSE,FALSE,0.9,love,FALSE
261,87,Dueling the Basilisk,John Williams,,FALSE,orchestral,FALSE,FALSE,FALSE,0.9,battle,FALSE
262,88,Beautiful Lie,Hans Zimmer & Junkie XL,,TRUE,orchestral|electronic,FALSE,FALSE,FALSE,0.9,intro,FALSE
263,88,Is She with You?,Hans Zimmer & Junkie XL,,FALSE,orchestral|rock,FALSE,FALSE,FALSE,0.9,battle,FALSE
264,88,Men Are Still Good,Hans Zimmer,,FALSE,orchestral,FALSE,FALSE,FALSE,0.85,credits,FALSE
265,89,Mr. Blue Sky,Electric Light Orchestra,Electric Light Orchestra,FALSE,rock,TRUE,FALSE,TRUE,0.9,intro,FALSE
266,89,The Chain,Fleetwood Mac,Fleetwood Mac,FALSE,rock,TRUE,FALSE,TRUE,0.9,other,FALSE
267,89,Guardians Inferno,Tyler Bates & The Sneepers,David Hasselhoff,TRUE,disco|pop,TRUE,FALSE,TRUE,0.95,credits,FALSE
268,90,New World Theme,Michael Giacchino,,TRUE,orchestral,FALSE,FALSE,FALSE,0.9,intro,FALSE
269,90,The Awakening,Michael Giacchino,,FALSE,orchestral|ambient,FALSE,FALSE,FALSE,0.85,transition,FALSE
270,90,The Lost Kingdom,Michael Giacchino,,FALSE,orchestral,FALSE,FALSE,FALSE,0.9,battle,FALSE
271,91,Atlas,Coldplay,Coldplay,TRUE,rock|romantic,TRUE,FALSE,FALSE,0.95,credits,FALSE
272,91,We Remain,Christina Aguilera,Christina Aguilera,FALSE,pop|romantic,TRUE,FALSE,FALSE,0.9,love,FALSE
273,91,Elastic Heart,Sia,Sia,FALSE,pop|electronic,TRUE,FALSE,FALSE,0.9,other,FALSE
274,92,Lift Me Up,Rihanna,Rihanna,TRUE,pop|romantic,TRUE,FALSE,FALSE,0.95,credits,TRUE
275,92,No Woman No Cry,Tems,Tems,FALSE,folk|pop,TRUE,TRUE,FALSE,0.9,other,FALSE
276,92,Con La Brisa,Ludwig Göransson,Foudeqush,FALSE,ethnic|pop,TRUE,TRUE,FALSE,0.9,love,FALSE
277,93,Venom Theme,Ludwig Göransson,,TRUE,orchestral|electronic,FALSE,FALSE,FALSE,0.9,intro,FALSE
278,93,Venom,Eminem,Eminem,FALSE,hiphop|rock,TRUE,FALSE,FALSE,0.95,credits,TRUE
279,93,Parasite,Ludwig Göransson,,FALSE,ambient|orchestral,FALSE,FALSE,FALSE,0.8,other,FALSE
280,94,Immigrant Song,Led Zeppelin,Led Zeppelin,FALSE,rock,TRUE,FALSE,TRUE,0.95,battle,FALSE
281,94,Planet Sakaar,Mark Mothersbaugh,,TRUE,orchestral|electronic,FALSE,FALSE,FALSE,0.9,intro,FALSE
282,94,What Heroes Do,Mark Mothersbaugh,,FALSE,orchestral,FALSE,FALSE,FALSE,0.85,other,FALSE
283,95,Bundle of Joy,Michael Giacchino,,FALSE,orchestral|romantic,FALSE,FALSE,FALSE,0.9,love,FALSE
284,95,Main Title,Michael Giacchino,,TRUE,orchestral|electronic,FALSE,FALSE,FALSE,0.9,intro,FALSE
285,95,Crazy Train,Ozzy Osbourne,Ozzy Osbourne,FALSE,rock,TRUE,FALSE,TRUE,0.85,other,FALSE
286,96,Creep (Acoustic),Radiohead,Radiohead,FALSE,rock,TRUE,FALSE,TRUE,0.9,intro,FALSE
287,96,Dog Days Are Over,Florence + The Machine,Florence Welch,TRUE,rock|pop,TRUE,FALSE,FALSE,0.95,credits,TRUE
288,96,Badlands,Bonnie Tyler,Bonnie Tyler,FALSE,rock,TRUE,FALSE,TRUE,0.9,other,FALSE
289,97,Mother’s Song,Tan Xuan,Zhang Xiaofei,TRUE,folk|romantic,TRUE,TRUE,FALSE,0.95,other,FALSE
290,97,Time Machine,Tan Xuan,,FALSE,orchestral,FALSE,FALSE,FALSE,0.85,transition,FALSE
291,97,Reunion,Tan Xuan,,FALSE,orchestral|romantic,FALSE,FALSE,FALSE,0.9,credits,FALSE
292,98,New Divide,Linkin Park,Linkin Park,TRUE,rock|electronic,TRUE,FALSE,FALSE,0.95,credits,TRUE
293,98,NEST,Hans Zimmer & Steve Jablonsky,,FALSE,orchestral|electronic,FALSE,FALSE,FALSE,0.9,intro,FALSE
294,98,The Fallen,Hans Zimmer & Steve Jablonsky,,FALSE,orchestral,FALSE,FALSE,FALSE,0.9,battle,FALSE
295,99,A Thousand Years,Christina Perri,Christina Perri,TRUE,romantic|pop,TRUE,FALSE,FALSE,0.95,love,FALSE
296,99,Love Death Birth,Carter Burwell,,FALSE,orchestral|romantic,FALSE,FALSE,FALSE,0.9,other,FALSE
297,99,Renesmee’s Lullaby,Carter Burwell,,FALSE,orchestral,FALSE,FALSE,FALSE,0.85,credits,FALSE
298,100,Time,Hans Zimmer,,TRUE,orchestral|ambient,FALSE,FALSE,FALSE,0.95,credits,TRUE
299,100,Dream Is Collapsing,Hans Zimmer,,FALSE,orchestral|electronic,FALSE,FALSE,FALSE,0.9,battle,FALSE
300,100,Mombasa,Hans Zimmer,,FALSE,orchestral|electronic,FALSE,FALSE,FALSE,0.9,transition,FALSE
301,101,Main Title,Danny Elfman,,TRUE,orchestral|rock,FALSE,FALSE,FALSE,0.9,intro,FALSE
302,101,Hero,Chad Kroeger & Josey Scott,Chad Kroeger & Josey Scott,FALSE,rock|pop,TRUE,FALSE,FALSE,0.95,credits,FALSE
303,101,Responsibility,Danny Elfman,,FALSE,orchestral,FALSE,FALSE,FALSE,0.85,other,FALSE
304,102,Wonder Woman’s Wrath,Rupert Gregson-Williams,,TRUE,orchestral|rock,FALSE,FALSE,FALSE,0.9,battle,FALSE
305,102,To Be Human,Rupert Gregson-Williams,Sia & Labrinth,FALSE,pop|romantic,TRUE,FALSE,FALSE,0.9,credits,FALSE
306,102,No Man’s Land,Rupert Gregson-Williams,,FALSE,orchestral,FALSE,FALSE,FALSE,0.95,battle,TRUE
307,103,Main Title,David Arnold,,TRUE,orchestral,FALSE,FALSE,FALSE,0.9,intro,FALSE
308,103,The Day We Fight Back,David Arnold,,FALSE,orchestral,FALSE,FALSE,FALSE,0.9,battle,FALSE
309,103,End Titles,David Arnold,,FALSE,orchestral,FALSE,FALSE,FALSE,0.85,credits,FALSE
310,104,Main Titles,James Newton Howard,,TRUE,orchestral|ambient,FALSE,FALSE,FALSE,0.9,intro,FALSE
311,104,Inside the Case,James Newton Howard,,FALSE,orchestral,FALSE,FALSE,FALSE,0.85,transition,FALSE
312,104,A Man and His Beasts,James Newton Howard,,FALSE,orchestral,FALSE,FALSE,FALSE,0.9,other,FALSE
313,105,Main Theme,Joseph Trapanese,,TRUE,orchestral|electronic,FALSE,TRUE,FALSE,0.9,intro,FALSE
314,105,Heroic Stand,Joseph Trapanese,,FALSE,orchestral|rock,FALSE,FALSE,FALSE,0.9,battle,FALSE
315,105,Return Home,Joseph Trapanese,,FALSE,orchestral,FALSE,TRUE,FALSE,0.85,credits,FALSE
316,106,Charging Forward,Shu Nan,,TRUE,orchestral|ethnic,FALSE,TRUE,FALSE,0.9,battle,FALSE
317,106,Brothers in Arms,Shu Nan,,FALSE,orchestral,FALSE,FALSE,FALSE,0.85,other,FALSE
318,106,Victory at Changjin,Shu Nan,,FALSE,orchestral,FALSE,TRUE,FALSE,0.9,credits,FALSE
319,107,Thank You (Falletin Me Be Mice Elf Again),Sly and the Family Stone,Sly and the Family Stone,FALSE,funk|pop,TRUE,FALSE,TRUE,0.85,other,FALSE
320,107,Live and Let Die,Paul McCartney & Wings,Paul McCartney & Wings,FALSE,rock,TRUE,FALSE,TRUE,0.9,other,FALSE
321,107,Final Showdown,Harry Gregson-Williams,,TRUE,orchestral|comedy,FALSE,FALSE,FALSE,0.9,intro,FALSE
322,108,Flying Theme,John Williams,,TRUE,orchestral,FALSE,FALSE,FALSE,0.95,intro,TRUE
323,108,E.T. and Me,John Williams,,FALSE,orchestral|romantic,FALSE,FALSE,FALSE,0.9,love,FALSE
324,108,End Credits,John Williams,,FALSE,orchestral,FALSE,FALSE,FALSE,0.9,credits,FALSE
325,109,Main Title,Danny Elfman,,TRUE,orchestral|rock,FALSE,FALSE,FALSE,0.9,intro,FALSE
326,109,Vindicated,Dashboard Confessional,Dashboard Confessional,FALSE,rock|pop,TRUE,FALSE,FALSE,0.95,credits,FALSE
327,109,Doc Ock Theme,Danny Elfman,,FALSE,orchestral|electronic,FALSE,FALSE,FALSE,0.9,battle,FALSE
328,110,Remember Me,Michael Giacchino,Benjamin Bratt,TRUE,folk|pop,TRUE,TRUE,TRUE,0.95,other,TRUE
329,110,Un Poco Loco,Michael Giacchino,Anthony Gonzalez & Gael García Bernal,FALSE,folk|pop,TRUE,TRUE,TRUE,0.9,other,FALSE
330,110,The World Es Mi Familia,Michael Giacchino,,FALSE,orchestral|ethnic,FALSE,TRUE,FALSE,0.9,credits,FALSE
331,111,Dead Men Tell No Tales,Geoff Zanelli,,TRUE,orchestral|ethnic,FALSE,TRUE,FALSE,0.9,intro,FALSE
332,111,Salazar,Geoff Zanelli,,FALSE,orchestral,FALSE,FALSE,FALSE,0.9,battle,FALSE
333,111,My Heart Will Still Belong,Geoff Zanelli,Zara Larsson,FALSE,romantic|pop,TRUE,FALSE,FALSE,0.9,credits,FALSE
334,112,Jumanji Suite,Henry Jackman,,TRUE,orchestral|rock,FALSE,FALSE,FALSE,0.9,intro,FALSE
335,112,The Next Level,Henry Jackman,,FALSE,orchestral,FALSE,FALSE,FALSE,0.85,transition,FALSE
336,112,Welcome to Jumanji,Henry Jackman,,FALSE,orchestral,FALSE,FALSE,FALSE,0.9,credits,FALSE
337,113,We Own It,2 Chainz & Wiz Khalifa,2 Chainz & Wiz Khalifa,TRUE,hiphop|rock,TRUE,FALSE,FALSE,0.95,credits,FALSE
338,113,Fast Lane,Brian Tyler,,FALSE,orchestral|electronic,FALSE,FALSE,FALSE,0.9,battle,FALSE
339,113,Reunion,Brian Tyler,,FALSE,orchestral,FALSE,FALSE,FALSE,0.85,other,FALSE
340,114,The Adventures of Mutt,John Williams,,TRUE,orchestral|rock,FALSE,FALSE,FALSE,0.9,intro,FALSE
341,114,Journey to Akator,John Williams,,FALSE,orchestral|ethnic,FALSE,TRUE,FALSE,0.85,transition,FALSE
342,114,End Credits,John Williams,,FALSE,orchestral,FALSE,FALSE,FALSE,0.9,credits,FALSE
343,115,Mission: Impossible Fallout Theme,Lorne Balfe,,TRUE,orchestral|electronic,FALSE,FALSE,FALSE,0.9,intro,FALSE
344,115,Free Fall,Lorne Balfe,,FALSE,orchestral,FALSE,FALSE,FALSE,0.9,battle,FALSE
345,115,Scalpel and Hammer,Lorne Balfe,,FALSE,orchestral|ambient,FALSE,FALSE,FALSE,0.85,transition,FALSE
346,116,Ashes,Tyler Bates,Celine Dion,TRUE,pop|romantic,TRUE,FALSE,FALSE,0.95,credits,FALSE
347,116,Deadpool Rap,X-Force,X-Force,FALSE,hiphop|comedy,TRUE,FALSE,TRUE,0.85,other,FALSE
348,116,Fight Dirty,Tyler Bates,,FALSE,orchestral|rock,FALSE,FALSE,FALSE,0.9,battle,FALSE
349,117,Double Trouble,John Williams,,FALSE,choral|orchestral,TRUE,FALSE,FALSE,0.85,intro,FALSE
350,117,Buckbeak’s Flight,John Williams,,TRUE,orchestral,FALSE,FALSE,FALSE,0.95,transition,FALSE
351,117,A Window to the Past,John Williams,,FALSE,orchestral|romantic,FALSE,FALSE,FALSE,0.9,other,FALSE
352,118,Angel of the Morning,Juice Newton,Juice Newton,FALSE,pop|rock,TRUE,FALSE,TRUE,0.85,other,FALSE
353,118,Deadpool Rap,TeamHeadKick,TeamHeadKick,TRUE,hiphop|rock,TRUE,FALSE,TRUE,0.9,intro,FALSE
354,118,X Gon’ Give It to Ya,DMX,DMX,FALSE,hiphop,TRUE,FALSE,TRUE,0.9,battle,FALSE
355,119,Main Title,John Williams,,TRUE,orchestral,FALSE,FALSE,FALSE,0.95,intro,TRUE
356,119,Binary Sunset,John Williams,,FALSE,orchestral|romantic,FALSE,FALSE,FALSE,0.9,other,FALSE
357,119,The Throne Room,John Williams,,FALSE,orchestral,FALSE,FALSE,FALSE,0.95,credits,FALSE
358,120,The Batman,Michael Giacchino,,TRUE,orchestral|ambient,FALSE,FALSE,FALSE,0.95,intro,FALSE
359,120,Something in the Way,Nirvana,Nirvana,FALSE,rock,TRUE,FALSE,TRUE,0.9,other,FALSE
360,120,Catwoman Theme,Michael Giacchino,,FALSE,orchestral|romantic,FALSE,FALSE,FALSE,0.9,love,FALSE
361,121,Hooked on a Feeling,Blue Swede,Blue Swede,FALSE,rock|pop,TRUE,FALSE,TRUE,0.9,intro,FALSE
362,121,Come and Get Your Love,Redbone,Redbone,TRUE,rock|pop,TRUE,FALSE,TRUE,0.95,credits,FALSE
363,121,Guardians Mix,Tyler Bates,,FALSE,orchestral,FALSE,FALSE,FALSE,0.85,other,FALSE
364,122,Chevaliers de Sangreal,Hans Zimmer,,TRUE,orchestral,FALSE,FALSE,FALSE,0.95,credits,FALSE
365,122,The Da Vinci Code Main Titles,Hans Zimmer,,FALSE,orchestral|ambient,FALSE,FALSE,FALSE,0.9,intro,FALSE
366,122,The Secret Ceremony,Hans Zimmer,,FALSE,orchestral,FALSE,FALSE,FALSE,0.85,other,FALSE
367,123,Yellow Flicker Beat,Lorde,Lorde,TRUE,pop|electronic,TRUE,FALSE,FALSE,0.95,credits,FALSE
368,123,The Hanging Tree,James Newton Howard,Jennifer Lawrence,FALSE,folk|pop,TRUE,TRUE,FALSE,0.9,other,FALSE
369,123,Mockingjay Theme,James Newton Howard,,FALSE,orchestral,FALSE,FALSE,FALSE,0.9,intro,FALSE
370,124,Sweet Child O’ Mine,Guns N’ Roses,Guns N’ Roses,TRUE,rock,TRUE,FALSE,TRUE,0.95,other,FALSE
371,124,Thor Love and Thunder,Michael Giacchino,,FALSE,orchestral|rock,FALSE,FALSE,FALSE,0.9,intro,FALSE
372,124,Only Time,Enya,Enya,FALSE,ambient|pop,TRUE,FALSE,FALSE,0.85,love,FALSE
373,125,Time in a Bottle,Jim Croce,Jim Croce,FALSE,folk|pop,TRUE,FALSE,TRUE,0.9,other,FALSE
374,125,Hobbs and Shaw Theme,Tyler Bates,,TRUE,orchestral|rock,FALSE,FALSE,FALSE,0.9,intro,FALSE
375,125,Getting Started,Tyler Bates,,FALSE,rock|electronic,FALSE,FALSE,FALSE,0.85,battle,FALSE
376,126,No Time to Die,Hans Zimmer,Billie Eilish,TRUE,romantic|pop,TRUE,FALSE,FALSE,0.95,credits,TRUE
377,126,Final Ascent,Hans Zimmer,,FALSE,orchestral,FALSE,FALSE,FALSE,0.9,funeral,FALSE
378,126,Back to MI6,Hans Zimmer,,FALSE,orchestral|ambient,FALSE,FALSE,FALSE,0.85,transition,FALSE
379,127,Main Title,James Horner,,TRUE,orchestral|electronic,FALSE,FALSE,FALSE,0.9,intro,FALSE
380,127,Promises/Spider-Man End Titles,James Horner,,FALSE,orchestral,FALSE,FALSE,FALSE,0.9,credits,FALSE
381,127,The Amazing Spider-Man (Suite),James Horner,,FALSE,orchestral,FALSE,FALSE,FALSE,0.85,other,FALSE
382,128,Maleficent Suite,James Newton Howard,,TRUE,orchestral|ambient,FALSE,FALSE,FALSE,0.9,intro,FALSE
383,128,Once Upon a Dream,James Newton Howard,Lana Del Rey,FALSE,romantic|pop,TRUE,FALSE,FALSE,0.95,credits,FALSE
384,128,The Curse of Maleficent,James Newton Howard,,FALSE,orchestral,FALSE,FALSE,FALSE,0.9,other,FALSE
385,129,Time for Earth to End,Harald Kloser,,TRUE,orchestral|ambient,FALSE,FALSE,FALSE,0.9,intro,FALSE
386,129,The End Is Near,Harald Kloser,,FALSE,orchestral,FALSE,FALSE,FALSE,0.9,battle,FALSE
387,129,Collision Course,Harald Kloser,,FALSE,orchestral|electronic,FALSE,FALSE,FALSE,0.85,transition,FALSE
388,130,Thank You,Harry Gregson-Williams,,TRUE,orchestral|comedy,FALSE,FALSE,FALSE,0.85,intro,FALSE
389,130,Rumpel’s World,Harry Gregson-Williams,,FALSE,orchestral,FALSE,FALSE,FALSE,0.8,transition,FALSE
390,130,For the First Time,Foo Fighters,Foo Fighters,FALSE,rock|pop,TRUE,FALSE,FALSE,0.9,credits,FALSE
391,131,Defying Gravity,Stephen Schwartz,Cynthia Erivo,TRUE,pop|musical,TRUE,FALSE,FALSE,0.95,other,TRUE
392,131,Popular,Stephen Schwartz,Ariana Grande,FALSE,pop|musical,TRUE,FALSE,FALSE,0.9,other,FALSE
393,131,For Good,Stephen Schwartz,Cynthia Erivo & Ariana Grande,FALSE,romantic|musical,TRUE,FALSE,FALSE,0.95,credits,FALSE
394,132,Sucker for Pain,Tyler Bates,Lil Wayne & Imagine Dragons,TRUE,rock|hiphop,TRUE,FALSE,FALSE,0.95,credits,FALSE
395,132,Heathens,Tyler Bates,Twenty One Pilots,FALSE,rock|electronic,TRUE,FALSE,FALSE,0.9,other,FALSE
396,132,Task Force X,Steven Price,,FALSE,orchestral|electronic,FALSE,FALSE,FALSE,0.85,intro,FALSE
397,133,Hope (X-Men Theme),John Ottman,,TRUE,orchestral,FALSE,FALSE,FALSE,0.9,intro,FALSE
398,133,Springing Erik,John Ottman,,FALSE,orchestral,FALSE,FALSE,FALSE,0.85,battle,FALSE
399,133,Welcome Back,John Ottman,,FALSE,orchestral,FALSE,FALSE,FALSE,0.9,credits,FALSE
400,134,Afro Circus/ I Like to Move It,Hans Zimmer,Chris Rock & LMFAO,TRUE,pop|comedy,TRUE,TRUE,TRUE,0.9,credits,FALSE
401,134,New York City Surprise,Hans Zimmer,,FALSE,orchestral|jazz,FALSE,FALSE,FALSE,0.85,intro,FALSE
402,134,Flying Trapeze,Hans Zimmer,,FALSE,orchestral,FALSE,FALSE,FALSE,0.85,transition,FALSE
403,135,Main Title,Randy Newman,,TRUE,orchestral|comedy,FALSE,FALSE,FALSE,0.9,intro,FALSE
404,135,Roar,Axwell & Sebastian Ingrosso,Axwell & Sebastian Ingrosso,FALSE,electronic|pop,TRUE,FALSE,FALSE,0.9,credits,FALSE
405,135,Goodbyes,Randy Newman,,FALSE,orchestral|romantic,FALSE,FALSE,FALSE,0.85,other,FALSE
406,136,Born Angry,Chang Cheng & Peng Fei,,TRUE,orchestral|ethnic,FALSE,TRUE,FALSE,0.9,intro,FALSE
407,136,The Legend of Ne Zha,Chang Cheng & Peng Fei,,FALSE,orchestral,FALSE,TRUE,FALSE,0.9,credits,FALSE
408,136,Fight of the Fire God,Chang Cheng & Peng Fei,,FALSE,orchestral|electronic,FALSE,FALSE,FALSE,0.9,battle,FALSE
409,137,Mona Lisa Overdrive,Don Davis & Juno Reactor,Juno Reactor,TRUE,electronic|rock,TRUE,FALSE,FALSE,0.95,battle,FALSE
410,137,Burly Brawl,Don Davis & Juno Reactor,Juno Reactor,FALSE,electronic|orchestral,TRUE,FALSE,FALSE,0.9,other,FALSE
411,137,Reloaded Suite,Don Davis,,FALSE,orchestral,FALSE,FALSE,FALSE,0.85,credits,FALSE
412,138,Married Life,Michael Giacchino,,TRUE,orchestral|romantic,FALSE,FALSE,FALSE,0.95,love,TRUE
413,138,Paradise Found,Michael Giacchino,,FALSE,orchestral,FALSE,FALSE,FALSE,0.9,transition,FALSE
414,138,Stuff We Did,Michael Giacchino,,FALSE,orchestral|romantic,FALSE,FALSE,FALSE,0.9,credits,FALSE
415,139,He Lives in You,Hans Zimmer,Lebo M,TRUE,ethnic|orchestral,TRUE,TRUE,FALSE,0.95,intro,FALSE
416,139,Call of the Kings,Hans Zimmer,,FALSE,orchestral,FALSE,FALSE,FALSE,0.9,battle,FALSE
417,139,Legacy of Mufasa,Hans Zimmer,,FALSE,orchestral|romantic,FALSE,FALSE,FALSE,0.9,credits,FALSE
418,140,The Battle,Harry Gregson-Williams,,TRUE,orchestral,FALSE,FALSE,FALSE,0.9,battle,FALSE
419,140,Only the Beginning of the Adventure,Harry Gregson-Williams,,FALSE,orchestral,FALSE,FALSE,FALSE,0.9,credits,FALSE
420,140,Evacuate the Children,Harry Gregson-Williams,,FALSE,orchestral,FALSE,FALSE,FALSE,0.85,transition,FALSE
421,141,I Will Return,Brian Tyler,,FALSE,orchestral,FALSE,FALSE,FALSE,0.9,credits,FALSE
422,141,Fast Family,Brian Tyler,,TRUE,orchestral|electronic,FALSE,FALSE,FALSE,0.9,intro,FALSE
423,141,The Fast Saga,Brian Tyler,,FALSE,orchestral,FALSE,FALSE,FALSE,0.85,other,FALSE
424,142,Prophecy Theme,Hans Zimmer,,TRUE,orchestral|ambient,FALSE,TRUE,FALSE,0.95,intro,TRUE
425,142,The Emperor’s Shadow,Hans Zimmer,,FALSE,orchestral,FALSE,FALSE,FALSE,0.9,battle,FALSE
426,142,Desert Power,Hans Zimmer,,FALSE,ethnic|orchestral,FALSE,TRUE,FALSE,0.9,credits,FALSE
427,143,The Winter Soldier,Henry Jackman,,TRUE,orchestral|electronic,FALSE,FALSE,FALSE,0.9,intro,FALSE
428,143,Frozen in Time,Henry Jackman,,FALSE,orchestral,FALSE,FALSE,FALSE,0.85,transition,FALSE
429,143,Fury Calls,Henry Jackman,,FALSE,orchestral,FALSE,FALSE,FALSE,0.9,battle,FALSE
430,144,Let’s Ride,Brian Tyler,,TRUE,orchestral|rock,FALSE,FALSE,FALSE,0.9,intro,FALSE
431,144,Family Legacy,Brian Tyler,,FALSE,orchestral,FALSE,FALSE,FALSE,0.9,credits,FALSE
432,144,Ambush,Brian Tyler,,FALSE,orchestral|electronic,FALSE,FALSE,FALSE,0.85,battle,FALSE
433,145,Planet of the Apes Theme,Michael Giacchino,,TRUE,orchestral|ambient,FALSE,FALSE,FALSE,0.9,intro,FALSE
434,145,The Great Ape Processional,Michael Giacchino,,FALSE,orchestral,FALSE,FALSE,FALSE,0.85,transition,FALSE
435,145,End Credits,Michael Giacchino,,FALSE,orchestral,FALSE,FALSE,FALSE,0.9,credits,FALSE
436,146,The Electro Suite,Hans Zimmer & Pharrell Williams,,TRUE,orchestral|electronic,FALSE,FALSE,FALSE,0.9,intro,FALSE
437,146,It’s On Again,Hans Zimmer,Alicia Keys & Kendrick Lamar,FALSE,pop|rock,TRUE,FALSE,FALSE,0.95,credits,FALSE
438,146,Harry’s Theme,Hans Zimmer,,FALSE,orchestral,FALSE,FALSE,FALSE,0.85,other,FALSE
