film_id,film_name,release_year,genre,film_duration,film_country,film_language,film_budget,film_box_office,film_votes_count,film_release_platform,film_name_word_count,film_age_rating,film_awards_count,studio_name
192,The Wandering Earth (流浪地球),2019,Action|Sci-Fi|Drama,125,China,zh,50000000,700000000,400000,Cinema,3,PG-13,4,China Film Group
193,War of the Worlds,2005,Action|Adventure|Sci-Fi,116,USA,en,132000000,603873119,12000000,Cinema,4,PG-13,2,Paramount Pictures
194,Transformers: The Last Knight,2017,Action|Adventure|Sci-Fi,154,USA,en,260000000,605425157,8500000,Cinema,5,PG-13,1,Paramount Pictures
195,Madagascar: Escape 2 Africa,2008,Animation|Adventure|Comedy,89,USA,en,150000000,603900354,9800000,Cinema,4,PG,1,DreamWorks Animation
196,Casino Royale,2006,Action|Adventure|Thriller,144,UK|USA,en,150000000,616501619,11000000,Cinema,2,PG-13,3,Eon Productions
197,Quantum of Solace,2008,Action|Adventure|Thriller,106,UK|USA,en,200000000,589580695,9500000,Cinema,3,PG-13,1,Eon Productions
198,Mission: Impossible—The Final Reckoning,2025,Action|Adventure|Thriller,165,USA,en,290000000,950000000,200000,Cinema,4,PG-13,0,Paramount Pictures
199,Men in Black,1997,Action|Adventure|Comedy,98,USA,en,90000000,589390539,15000000,Cinema,3,PG-13,3,Columbia Pictures
200,The Hangover Part II,2011,Comedy|Crime,102,USA,en,80000000,586764305,8900000,Cinema,4,R,1,Warner Bros.
201,I Am Legend,2007,Action|Drama|Sci-Fi,101,USA,en,150000000,585410052,14000000,Cinema,3,PG-13,2,Warner Bros.
202,Iron Man,2008,Action|Adventure|Sci-Fi,126,USA,en,140000000,585796247,18000000,Cinema,2,PG-13,4,Marvel Studios
203,Ready Player One,2018,Action|Adventure|Sci-Fi,140,USA,en,175000000,583000000,9600000,Cinema,3,PG-13,2,Warner Bros.
204,Tangled,2010,Animation|Adventure|Comedy,100,USA,en,260000000,592462816,9300000,Cinema,1,PG,3,Walt Disney Pictures
205,Full River Red (满江红),2023,Drama|Comedy|Mystery,159,China,zh,60000000,673000000,300000,Cinema,3,PG-13,4,Beijing Enlight Pictures
206,Mamma Mia!,2008,Comedy|Romance|Musical,108,USA|UK,en,52000000,609841637,12000000,Cinema,2,PG-13,2,Universal Pictures
207,Night at the Museum,2006,Adventure|Comedy|Family,108,USA,en,110000000,574480841,9500000,Cinema,4,PG,2,20th Century Fox
208,The Croods,2013,Animation|Adventure|Comedy,98,USA,en,135000000,587204668,9800000,Cinema,2,PG,2,DreamWorks Animation
209,Godzilla x Kong: The New Empire,2024,Action|Adventure|Sci-Fi,115,USA,en,200000000,567000000,400000,Cinema,5,PG-13,1,Legendary Pictures
210,Kong: Skull Island,2017,Action|Adventure|Fantasy,118,USA,en,185000000,566652812,9700000,Cinema,3,PG-13,2,Legendary Pictures
211,Fifty Shades of Grey,2015,Drama|Romance,125,USA,en,40000000,569651467,9000000,Cinema,4,R,1,Universal Pictures
212,Detective Chinatown 3 (唐人街探案3),2021,Action|Comedy|Mystery,136,China,zh,125000000,695000000,300000,Cinema,3,PG-13,2,Huayi Brothers
213,The Little Mermaid,2023,Adventure|Family|Fantasy,135,USA,en,250000000,569600000,500000,Cinema,3,PG,2,Walt Disney Pictures
214,Mission: Impossible – Dead Reckoning Part One,2023,Action|Adventure|Thriller,163,USA,en,290000000,568800000,450000,Cinema,6,PG-13,2,Paramount Pictures
215,The Smurfs,2011,Animation|Adventure|Comedy,103,USA,en,110000000,563749323,9400000,Cinema,2,PG,1,Columbia Pictures
216,"Monsters, Inc.",2001,Animation|Adventure|Comedy,92,USA,en,115000000,561000000,18000000,Cinema,2,G,4,Pixar Animation Studios
217,Cars 2,2011,Animation|Adventure|Comedy,106,USA,en,200000000,562110557,9600000,Cinema,2,G,2,Pixar Animation Studios
218,King Kong,2005,Action|Adventure|Drama,187,USA,en,207000000,562363449,13000000,Cinema,2,PG-13,3,Universal Pictures
219,Madagascar,2005,Animation|Adventure|Comedy,86,USA,en,75000000,556559994,14000000,Cinema,1,PG,2,DreamWorks Animation
220,Ted,2012,Comedy|Fantasy,106,USA,en,50000000,556962710,12500000,Cinema,1,R,1,Universal Pictures
221,The Day After Tomorrow,2004,Action|Adventure|Sci-Fi,124,USA,en,125000000,552639571,12000000,Cinema,4,PG-13,1,20th Century Fox
222,Puss in Boots,2011,Animation|Adventure|Comedy,90,USA,en,130000000,555000000,11000000,Cinema,3,PG,2,DreamWorks Animation
223,Brave,2012,Animation|Adventure|Family,93,USA,en,185000000,540437956,10000000,Cinema,1,PG,2,Pixar Animation Studios
224,Armageddon,1998,Action|Adventure|Sci-Fi,151,USA,en,140000000,553709788,14000000,Cinema,1,PG-13,4,Buena Vista Pictures
225,Mission: Impossible 2,2000,Action|Adventure|Thriller,123,USA,en,125000000,546388105,13000000,Cinema,3,PG-13,2,Paramount Pictures
226,Star Wars Ep. V: The Empire Strikes Back,1980,Action|Adventure|Sci-Fi,124,USA,en,18000000,538400000,15000000,Cinema,8,PG,2,Lucasfilm
227,Kung Fu Panda 4,2024,Animation|Action|Adventure,94,USA,en,85000000,545000000,400000,Cinema,3,PG,1,DreamWorks Animation
228,American Sniper,2014,Action|Biography|Drama,133,USA,en,59000000,547400157,11000000,Cinema,2,R,6,Warner Bros.
229,Despicable Me,2010,Animation|Adventure|Comedy,95,USA,en,69000000,543157985,12000000,Cinema,2,PG,1,Illumination Entertainment
230,Detective Chinatown 2 (唐人街探案2),2018,Action|Comedy|Mystery,121,China,zh,30000000,544000000,500000,Cinema,3,PG-13,2,Huayi Brothers
231,X-Men: Apocalypse,2016,Action|Adventure|Sci-Fi,144,USA,en,178000000,543934105,9000000,Cinema,3,PG-13,2,20th Century Fox
232,Cinderella,2015,Drama|Family|Fantasy,105,USA,en,95000000,542358331,10000000,Cinema,1,PG,2,Walt Disney Pictures
233,Sherlock Holmes: A Game of Shadows,2011,Action|Adventure|Mystery,129,USA|UK,en,125000000,543848418,9000000,Cinema,5,PG-13,2,Warner Bros.
234,The Revenant,2015,Adventure|Drama|Thriller,156,USA,en,135000000,533000000,9000000,Cinema,2,R,12,20th Century Fox
235,WALL-E,2008,Animation|Adventure|Family,98,USA,en,180000000,532508146,16000000,Cinema,1,G,6,Pixar Animation Studios
236,World War Z,2013,Action|Adventure|Horror,116,USA,en,190000000,540007876,11000000,Cinema,3,PG-13,2,Paramount Pictures
237,Ralph Breaks the Internet,2018,Animation|Adventure|Comedy,112,USA,en,175000000,529323962,7000000,Cinema,3,PG,2,Walt Disney Pictures
238,The Meg,2018,Action|Horror|Sci-Fi,113,USA|China,en,130000000,530200000,7000000,Cinema,2,PG-13,1,Warner Bros.
239,Godzilla,2014,Action|Adventure|Sci-Fi,123,USA,en,160000000,529076069,10000000,Cinema,1,PG-13,2,Legendary Pictures
240,Dunkirk,2017,Action|Drama|History,106,UK|USA,en,100000000,527016307,9500000,Cinema,1,PG-13,8,Warner Bros.
241,The Boss Baby,2017,Animation|Adventure|Comedy,97,USA,en,125000000,528000000,8000000,Cinema,3,PG,1,DreamWorks Animation
242,Hotel Transylvania 3: Summer Vacation,2018,Animation|Adventure|Comedy,97,USA,en,80000000,528583774,6000000,Cinema,6,PG,1,Columbia Pictures
243,The Simpsons Movie,2007,Animation|Adventure|Comedy,87,USA,en,75000000,536414293,14000000,Cinema,3,PG-13,1,20th Century Fox
244,The Mermaid (美人鱼),2016,Comedy|Fantasy|Romance,94,China,zh,60000000,553810228,400000,Cinema,3,PG,4,China Film Group
245,The Fantastic Four: First Steps,2025,Action|Adventure|Sci-Fi,138,USA,en,220000000,800000000,250000,Cinema,5,PG-13,0,Marvel Studios
246,How to Train Your Dragon: The Hidden World,2019,Animation|Action|Adventure,104,USA,en,129000000,525000000,6500000,Cinema,6,PG,2,DreamWorks Animation
247,Kung Fu Panda 3,2016,Animation|Action|Adventure,95,USA|China,en,145000000,521200000,8700000,Cinema,3,PG,2,DreamWorks Animation
248,Ant-Man,2015,Action|Adventure|Comedy,117,USA,en,130000000,519311965,9500000,Cinema,1,PG-13,2,Marvel Studios
249,Ghost,1990,Drama|Fantasy|Romance,127,USA,en,22000000,517600000,20000000,Cinema,1,PG-13,2,Paramount Pictures
250,The Wandering Earth 2 (流浪地球2),2023,Action|Sci-Fi|Drama,173,China,zh,70000000,605000000,300000,Cinema,4,PG-13,3,China Film Group
251,Meet the Fockers,2004,Comedy|Romance,115,USA,en,80000000,516600000,13000000,Cinema,3,PG-13,1,Universal Pictures
252,Water Gate Bridge (长津湖之水门桥),2022,Action|Drama|War,159,China,zh,200000000,626000000,300000,Cinema,4,NR,3,China Film Group
253,Terminator 2: Judgment Day,1991,Action|Sci-Fi|Thriller,137,USA,en,100000000,520881154,19000000,Cinema,4,R,6,TriStar Pictures
254,Dr. Seuss’ The Grinch,2018,Animation|Comedy|Family,86,USA,en,75000000,526700000,6000000,Cinema,4,PG,2,Illumination Entertainment
255,Demon Slayer: Kimetsu no Yaiba – The Movie: Mugen Train,2020,Animation|Action|Fantasy,117,Japan,ja,15000000,507100000,500000,Cinema,7,R,6,Toho
256,Toy Story 2,1999,Animation|Adventure|Comedy,92,USA,en,90000000,511358276,18000000,Cinema,3,G,2,Pixar Animation Studios
257,No More Bets (孤注一掷),2023,Crime|Thriller,130,China,zh,30000000,540000000,250000,Cinema,3,PG-13,2,Alibaba Pictures
258,La La Land,2016,Comedy|Drama|Music,128,USA,en,30000000,472700000,11000000,Cinema,3,PG-13,14,Lionsgate
259,Aladdin,1992,Animation|Adventure|Family,90,USA,en,28000000,504050219,20000000,Cinema,1,G,2,Walt Disney Pictures
260,Venom: Let There Be Carnage,2021,Action|Adventure|Sci-Fi,97,USA,en,110000000,506863592,6500000,Cinema,5,PG-13,1,Columbia Pictures
261,Twister,1996,Action|Adventure|Thriller,113,USA,en,92000000,495700000,11000000,Cinema,1,PG-13,2,Warner Bros.
262,Sherlock Holmes,2009,Action|Adventure|Mystery,128,USA|UK,en,90000000,524028679,12000000,Cinema,2,PG-13,2,Warner Bros.
263,Jaws,1975,Adventure|Thriller,124,USA,en,9000000,476500000,20000000,Cinema,1,PG,3,Universal Pictures
264,Wreck-It Ralph,2012,Animation|Adventure|Comedy,101,USA,en,165000000,496500000,9500000,Cinema,3,PG,3,Walt Disney Pictures
265,How to Train Your Dragon,2010,Animation|Action|Adventure,98,USA,en,165000000,494878759,11000000,Cinema,5,PG,2,DreamWorks Animation
266,Clash of the Titans,2010,Action|Adventure|Fantasy,106,USA,en,125000000,493214993,9500000,Cinema,4,PG-13,1,Warner Bros.
267,Operation Red Sea (红海行动),2018,Action|War|Drama,142,China,zh,70000000,579000000,300000,Cinema,3,NR,3,Bona Film Group
268,Rio 2,2014,Animation|Adventure|Comedy,101,USA,en,103000000,498818936,9000000,Cinema,2,G,2,20th Century Fox
269,Shrek,2001,Animation|Adventure|Comedy,90,USA,en,60000000,491812794,17000000,Cinema,1,PG,4,DreamWorks Animation
270,Angels & Demons,2009,Mystery|Thriller,138,USA,en,150000000,485930816,10000000,Cinema,3,PG-13,2,Columbia Pictures
271,Oz the Great and Powerful,2013,Adventure|Family|Fantasy,130,USA,en,215000000,493310825,9500000,Cinema,4,PG,1,Walt Disney Pictures
272,Sonic the Hedgehog 3,2024,Action|Adventure|Comedy,120,USA,en,120000000,600000000,400000,Cinema,4,PG,0,Paramount Pictures
273,War for the Planet of the Apes,2017,Action|Adventure|Drama,140,USA,en,150000000,490719763,8500000,Cinema,5,PG-13,4,20th Century Fox
274,Maleficent: Mistress of Evil,2019,Adventure|Family|Fantasy,119,USA,en,185000000,491730089,6700000,Cinema,3,PG,1,Walt Disney Pictures
275,Rio,2011,Animation|Adventure|Comedy,96,USA,en,90000000,484635760,11000000,Cinema,1,G,2,20th Century Fox
276,Mr. & Mrs. Smith,2005,Action|Comedy|Romance,120,USA,en,110000000,487287646,13000000,Cinema,3,PG-13,2,20th Century Fox
277,Saving Private Ryan,1998,Drama|War,169,USA,en,70000000,482349603,16000000,Cinema,3,R,9,DreamWorks Pictures
278,Teenage Mutant Ninja Turtles,2014,Action|Adventure|Comedy,101,USA,en,125000000,485004754,8000000,Cinema,4,PG-13,1,Paramount Pictures
279,Elemental,2023,Animation|Adventure|Comedy,102,USA,en,200000000,496500000,500000,Cinema,1,PG,2,Pixar Animation Studios
280,Les Intouchables,2011,Biography|Comedy|Drama,112,France,fr,9500000,426588510,6000000,Cinema,2,R,5,Gaumont
281,Bruce Almighty,2003,Comedy|Fantasy,101,USA,en,81000000,484592874,16000000,Cinema,2,PG-13,1,Universal Pictures
282,Puss in Boots: The Last Wish,2022,Animation|Adventure|Comedy,102,USA,en,90000000,484500000,5500000,Cinema,5,PG,3,DreamWorks Animation
283,Troy,2004,Action|Adventure|Drama,163,USA,en,175000000,497409852,11000000,Cinema,1,R,1,Warner Bros.
284,Star Wars Ep. VI: Return of the Jedi,1983,Action|Adventure|Sci-Fi,131,USA,en,32500000,475100000,16000000,Cinema,8,PG,2,Lucasfilm
285,Home Alone,1990,Comedy|Family,103,USA,en,18000000,476700000,22000000,Cinema,2,PG,3,20th Century Fox
286,Ant-Man and the Wasp: Quantumania,2023,Action|Adventure|Comedy,124,USA,en,200000000,476100000,600000,Cinema,5,PG-13,1,Marvel Studios
287,Charlie and the Chocolate Factory,2005,Adventure|Comedy|Family,115,USA|UK,en,150000000,475000000,13000000,Cinema,5,PG,3,Warner Bros.
288,Hotel Transylvania 2,2015,Animation|Adventure|Comedy,89,USA,en,80000000,474800000,9000000,Cinema,3,PG,1,Columbia Pictures
289,San Andreas,2015,Action|Adventure|Thriller,114,USA,en,110000000,474009150,8500000,Cinema,2,PG-13,1,Warner Bros.
290,Venom: The Last Dance,2024,Action|Adventure|Sci-Fi,112,USA,en,120000000,600000000,400000,Cinema,4,PG-13,0,Columbia Pictures
291,Indiana Jones and the Last Crusade,1989,Action|Adventure,127,USA,en,48000000,474171806,20000000,Cinema,5,PG-13,3,Paramount Pictures
292,The Conjuring: Last Rites,2025,Horror|Thriller|Mystery,125,USA,en,60000000,500000000,200000,Cinema,4,R,0,Warner Bros.
293,It: Chapter Two,2019,Horror|Thriller,169,USA,en,79000000,473000000,6700000,Cinema,3,R,2,Warner Bros.
294,Rise of the Planet of the Apes,2011,Action|Drama|Sci-Fi,105,USA,en,93000000,481800873,9700000,Cinema,6,PG-13,3,20th Century Fox
295,Godzilla vs. Kong,2021,Action|Adventure|Sci-Fi,113,USA,en,155000000,470100000,5000000,Cinema,3,PG-13,2,Legendary Pictures
296,The Lego Movie,2014,Animation|Action|Adventure,100,USA,en,60000000,471900000,10000000,Cinema,3,PG,2,Warner Bros.
297,Star Trek Into Darkness,2013,Action|Adventure|Sci-Fi,132,USA,en,190000000,467400000,9500000,Cinema,4,PG-13,1,Paramount Pictures
298,The Matrix,1999,Action|Sci-Fi,136,USA,en,63000000,467222728,19000000,Cinema,2,R,4,Warner Bros.
299,The Hangover,2009,Comedy,100,USA,en,35000000,469300000,15000000,Cinema,2,R,2,Warner Bros.
300,Bumblebee,2018,Action|Adventure|Sci-Fi,114,USA,en,135000000,468000000,8000000,Cinema,1,PG-13,2,Paramount Pictures
301,Cars,2006,Animation|Adventure|Comedy,117,USA,en,120000000,462000000,15000000,Cinema,1,G,2,Pixar Animation Studios
302,Gladiator II,2024,Action|Adventure|Drama,155,USA|UK,en,250000000,700000000,300000,Cinema,2,R,0,Paramount Pictures
303,Moon Man (独行月球),2022,Comedy|Sci-Fi|Adventure,122,China,zh,62000000,460000000,250000,Cinema,2,PG-13,2,Alibaba Pictures
304,X-Men: The Last Stand,2006,Action|Adventure|Sci-Fi,104,USA,en,210000000,459359555,11000000,Cinema,5,PG-13,1,20th Century Fox
305,Mission: Impossible,1996,Action|Adventure|Thriller,110,USA,en,80000000,457696359,14000000,Cinema,2,PG-13,3,Paramount Pictures
306,Lucy,2014,Action|Sci-Fi|Thriller,89,France|USA,en,40000000,463380000,11000000,Cinema,1,R,1,Universal Pictures
307,National Treasure: Book of Secrets,2007,Action|Adventure|Mystery,124,USA,en,130000000,459247078,12000000,Cinema,5,PG,2,Walt Disney Pictures
308,The Last Samurai,2003,Action|Drama|War,154,USA|Japan,en,140000000,456800000,16000000,Cinema,3,R,4,Warner Bros.
309,Detective Chinatown 1900 (唐人街探案1900),2025,Action|Comedy|Mystery,140,China,zh,90000000,520000000,150000,Cinema,3,PG-13,0,Huayi Brothers
310,300,2007,Action|Drama|War,117,USA,en,65000000,456082343,18000000,Cinema,1,R,2,Warner Bros.
311,Beetlejuice Beetlejuice,2024,Comedy|Fantasy|Horror,120,USA,en,100000000,500000000,250000,Cinema,2,PG-13,0,Warner Bros.
312,Gladiator,2000,Action|Adventure|Drama,155,USA|UK,en,103000000,460583960,16000000,Cinema,1,R,5,DreamWorks Pictures
313,Wo Bi Shi Yao Shen,2018,Comedy|Drama,117,China,zh,13000000,453000000,300000,Cinema,4,PG-13,5,Beijing Enlight Pictures
314,Ocean’s Eleven,2001,Crime|Thriller,116,USA,en,85000000,450728529,16000000,Cinema,2,PG-13,2,Warner Bros.
315,Django Unchained,2012,Drama|Western,165,USA,en,100000000,449800000,17000000,Cinema,2,R,8,The Weinstein Company
316,Thor,2011,Action|Adventure|Fantasy,115,USA,en,150000000,449326618,12000000,Cinema,1,PG-13,2,Marvel Studios
317,Pearl Harbor,2001,Action|Drama|Romance,183,USA,en,140000000,449220945,14000000,Cinema,2,PG-13,4,Buena Vista Pictures
318,Tarzan,1999,Animation|Adventure|Family,88,USA,en,130000000,448200000,18000000,Cinema,1,G,2,Walt Disney Pictures
319,John Wick: Chapter 4,2023,Action|Thriller|Crime,169,USA,en,100000000,440100000,450000,Cinema,4,R,4,Lionsgate
320,The Secret Life of Pets 2,2019,Animation|Adventure|Comedy,86,USA,en,80000000,444100000,6000000,Cinema,5,PG,1,Illumination Entertainment
321,"My People, My Country (我和我的祖国)",2019,Drama|History,158,China,zh,50000000,475000000,250000,Cinema,4,PG,4,China Film Group
322,Lost in the Stars (消失的她),2023,Crime|Thriller,121,China,zh,35000000,500000000,200000,Cinema,4,PG-13,2,Alibaba Pictures
323,The Bourne Ultimatum,2007,Action|Thriller,115,USA,en,110000000,444100000,13000000,Cinema,3,PG-13,3,Universal Pictures
324,Alvin and the Chipmunks: The Squeakquel,2009,Animation|Comedy|Family,88,USA,en,75000000,443140005,9000000,Cinema,5,PG,1,20th Century Fox
325,Men in Black 2,2002,Action|Adventure|Comedy,88,USA,en,140000000,441818803,13000000,Cinema,4,PG-13,1,Columbia Pictures
326,Mrs. Doubtfire,1993,Comedy|Drama|Family,125,USA,en,25000000,441286195,21000000,Cinema,2,PG-13,2,20th Century Fox
327,Aquaman and the Lost Kingdom,2023,Action|Adventure|Fantasy,124,USA,en,205000000,434000000,450000,Cinema,5,PG-13,1,Warner Bros.
328,Transformers: Rise of the Beasts,2023,Action|Adventure|Sci-Fi,127,USA,en,200000000,439000000,600000,Cinema,4,PG-13,1,Paramount Pictures
329,Warcraft,2016,Action|Adventure|Fantasy,123,USA|China,en,160000000,439048914,8500000,Cinema,1,PG-13,1,Legendary Pictures
330,Beauty and the Beast,1991,Animation|Family|Fantasy,84,USA,en,25000000,440100000,22000000,Cinema,4,G,2,Walt Disney Pictures
331,The Eight Hundred (八佰),2020,Action|Drama|War,147,China,zh,80000000,461000000,300000,Cinema,3,PG-13,4,Huayi Brothers
332,A Star Is Born,2018,Drama|Music|Romance,136,USA,en,36000000,436200000,9700000,Cinema,4,R,8,Warner Bros.
333,Les Misérables,2012,Drama|Musical|Romance,158,UK|USA,en,61000000,442300000,10000000,Cinema,2,PG-13,3,Universal Pictures
334,The Mummy Returns,2001,Action|Adventure|Fantasy,130,USA,en,98000000,443000000,13000000,Cinema,3,PG-13,2,Universal Pictures
335,Pokémon: Detective Pikachu,2019,Action|Adventure|Comedy,104,USA|Japan,en,150000000,433000000,6500000,Cinema,3,PG,2,Warner Bros.
336,Terminator 3: Rise of the Machines,2003,Action|Sci-Fi,109,USA,en,187000000,433371112,12000000,Cinema,5,R,2,Warner Bros.
337,Pretty Woman,1990,Comedy|Romance,119,USA,en,14000000,432600000,19000000,Cinema,2,R,1,Buena Vista Pictures
338,Shang-Chi and the Legend of the Ten Rings,2021,Action|Adventure|Fantasy,132,USA,en,150000000,432200000,5500000,Cinema,6,PG-13,2,Marvel Studios
339,Terminator: Genisys,2015,Action|Adventure|Sci-Fi,126,USA,en,155000000,440603537,9000000,Cinema,3,PG-13,1,Paramount Pictures
340,Die Another Day,2002,Action|Adventure|Thriller,133,UK|USA,en,142000000,431971116,14000000,Cinema,3,PG-13,2,Eon Productions
341,The King’s Speech,2010,Biography|Drama|History,118,UK|Australia,en,15000000,427400000,11000000,Cinema,3,R,12,The Weinstein Company
342,YOLO (热辣滚烫),2024,Comedy|Drama|Sport,120,China,zh,30000000,475000000,200000,Cinema,2,PG,2,Alibaba Pictures
343,Dune,2021,Action|Adventure|Sci-Fi,155,USA,en,165000000,434800000,5200000,Cinema,1,PG-13,6,Warner Bros.
344,The Exorcist,1973,Horror|Thriller,122,USA,en,12000000,441300000,17000000,Cinema,2,R,10,Warner Bros.
345,The Greatest Showman,2017,Biography|Drama|Musical,105,USA,en,84000000,435000000,9700000,Cinema,3,PG,3,20th Century Fox
346,Rampage,2018,Action|Adventure|Sci-Fi,107,USA,en,120000000,428000000,8500000,Cinema,1,PG-13,1,Warner Bros.
347,The Matrix Revolutions,2003,Action|Sci-Fi,129,USA,en,150000000,427343298,14000000,Cinema,3,R,1,Warner Bros.
348,Cast Away,2000,Adventure|Drama,143,USA,en,90000000,429632142,19000000,Cinema,2,PG-13,4,20th Century Fox
349,Successor (抓娃娃),2024,Comedy|Drama,118,China,zh,25000000,300000000,150000,Cinema,1,PG,1,Alibaba Pictures
350,Bad Boys for Life,2020,Action|Comedy|Crime,124,USA,en,90000000,426505244,4700000,Cinema,4,R,2,Columbia Pictures
351,Dances with Wolves,1990,Adventure|Drama|Western,181,USA,en,22000000,424200000,13000000,Cinema,3,PG-13,7,Orion Pictures
352,Pegasus 2 (飞驰人生2),2024,Comedy|Drama|Sport,121,China,zh,40000000,450000000,200000,Cinema,3,PG,1,Alibaba Pictures
353,The Mummy,1999,Action|Adventure|Fantasy,124,USA,en,80000000,416400000,19000000,Cinema,2,PG-13,3,Universal Pictures
354,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,Adventure|Family|Fantasy,113,UK|USA,en,155000000,415700000,10000000,Cinema,7,PG,2,20th Century Fox
355,The Chronicles of Narnia: Prince Caspian,2008,Adventure|Family|Fantasy,150,UK|USA,en,225000000,419700000,12000000,Cinema,5,PG,1,Walden Media
356,The Wolverine,2013,Action|Adventure|Sci-Fi,126,USA,en,120000000,414828246,9600000,Cinema,2,PG-13,2,20th Century Fox
357,Jason Bourne,2016,Action|Thriller,123,USA,en,120000000,415500000,9000000,Cinema,2,PG-13,2,Universal Pictures
358,Sex and the City,2008,Comedy|Drama|Romance,145,USA,en,65000000,415200000,10000000,Cinema,4,R,1,New Line Cinema
359,Captain America: Brave New World,2025,Action|Adventure|Sci-Fi,150,USA,en,225000000,950000000,200000,Cinema,4,PG-13,0,Marvel Studios
360,Batman,1989,Action|Adventure,126,USA,en,35000000,411600000,20000000,Cinema,1,PG-13,1,Warner Bros.
361,Rain Man,1988,Drama,133,USA,en,25000000,412800000,16000000,Cinema,2,R,4,United Artists
362,Pacific Rim,2013,Action|Adventure|Sci-Fi,131,USA|China,en,190000000,411000000,9800000,Cinema,2,PG-13,2,Warner Bros.
363,The Bodyguard,1992,Drama|Romance|Thriller,129,USA,en,25000000,411000000,15000000,Cinema,2,R,1,Warner Bros.
364,The Mummy,2017,Action|Adventure|Fantasy,110,USA,en,125000000,410000000,8500000,Cinema,2,PG-13,1,Universal Pictures
365,Kingsman: The Golden Circle,2017,Action|Adventure|Comedy,141,UK|USA,en,104000000,410900000,9000000,Cinema,4,R,2,20th Century Fox
366,Signs,2002,Drama|Mystery|Sci-Fi,106,USA,en,72000000,408247917,16000000,Cinema,1,PG-13,2,Buena Vista Pictures
367,Fantastic Beasts: The Secrets of Dumbledore,2022,Adventure|Family|Fantasy,142,UK|USA,en,200000000,407200000,5000000,Cinema,6,PG-13,1,Warner Bros.
368,Uncharted,2022,Action|Adventure,116,USA,en,120000000,407100000,4200000,Cinema,1,PG-13,2,Columbia Pictures
369,X-Men 2,2003,Action|Adventure|Sci-Fi,134,USA,en,110000000,407711549,13000000,Cinema,2,PG-13,2,20th Century Fox
370,The Mummy: Tomb of the Dragon Emperor,2008,Action|Adventure|Fantasy,112,USA|China,en,145000000,403449830,10000000,Cinema,5,PG-13,1,Universal Pictures
371,Kingsman: The Secret Service,2015,Action|Adventure|Comedy,129,UK|USA,en,94000000,414351546,9500000,Cinema,4,R,2,20th Century Fox
372,Sing 2,2021,Animation|Adventure|Comedy,110,USA,en,85000000,408400000,5000000,Cinema,2,PG,2,Illumination Entertainment
373,Sonic the Hedgehog 2,2022,Action|Adventure|Comedy,122,USA,en,110000000,405400000,4500000,Cinema,4,PG,2,Paramount Pictures
374,Prometheus,2012,Adventure|Mystery|Sci-Fi,124,USA|UK,en,130000000,403354469,9500000,Cinema,1,R,3,20th Century Fox
375,Twilight,2008,Drama|Fantasy|Romance,122,USA,en,37000000,408400000,11000000,Cinema,1,PG-13,3,Summit Entertainment
376,Night at the Museum: Battle of the Smithsonian,2009,Adventure|Comedy|Family,105,USA,en,150000000,413100000,9500000,Cinema,5,PG,1,20th Century Fox
377,Ice Age: Collision Course,2016,Animation|Adventure|Comedy,94,USA,en,105000000,408579278,8000000,Cinema,4,PG,1,Blue Sky Studios
378,Alita: Battle Angel,2019,Action|Adventure|Sci-Fi,122,USA,en,170000000,405000000,7000000,Cinema,3,PG-13,3,20th Century Fox
379,Eternals,2021,Action|Adventure|Fantasy,156,USA,en,200000000,402000000,4200000,Cinema,1,PG-13,1,Marvel Studios
380,Snow White and the Huntsman,2012,Action|Adventure|Drama,127,USA|UK,en,170000000,396600000,9700000,Cinema,5,PG-13,2,Universal Pictures
381,Bad Boys: Ride or Die,2024,Action|Comedy|Crime,115,USA,en,100000000,426000000,300000,Cinema,4,R,1,Columbia Pictures
382,Tron: Legacy,2010,Action|Adventure|Sci-Fi,125,USA,en,170000000,400062763,9500000,Cinema,2,PG,2,Walt Disney Pictures
383,Mission: Impossible III,2006,Action|Adventure|Thriller,126,USA,en,150000000,398479497,11000000,Cinema,3,PG-13,2,Paramount Pictures
384,Meg 2: The Trench,2023,Action|Adventure|Sci-Fi,116,USA|China,en,129000000,397000000,400000,Cinema,5,PG-13,1,Warner Bros.
385,Kingdom of the Planet of the Apes,2024,Action|Adventure|Sci-Fi,145,USA,en,160000000,390000000,250000,Cinema,5,PG-13,0,20th Century Studios
386,Mamma Mia! Here We Go Again,2018,Comedy|Musical|Romance,114,USA|UK,en,75000000,402000000,7000000,Cinema,5,PG-13,1,Universal Pictures
387,Spirited Away (千と千尋の神隠し),2001,Animation|Adventure|Fantasy,125,Japan,ja,19000000,395580000,16000000,Cinema,3,PG,6,Studio Ghibli
388,Grease,1978,Comedy|Musical|Romance,110,USA,en,6000000,396271103,18000000,Cinema,1,PG,2,Paramount Pictures
389,Black Adam,2022,Action|Adventure|Fantasy,125,USA,en,195000000,393200000,4000000,Cinema,2,PG-13,1,Warner Bros.
390,Solo: A Star Wars Story,2018,Action|Adventure|Sci-Fi,135,USA,en,275000000,392900000,8800000,Cinema,5,PG-13,1,Lucasfilm
391,Superman Returns,2006,Action|Adventure|Sci-Fi,154,USA,en,204000000,391081192,12000000,Cinema,2,PG-13,1,Warner Bros.
