char_id,film_id,billing_order,char_name,actor_name,char_gender,char_fate,hero_or_villain,personality_traits,is_protagonist,screen_time_ratio,role_type,performance_type
496,89,3,Drax the Destroyer,Dave Bautista,M,alive,hero|neutral,brash|loyal|literal,FALSE,0.12,supporting,LiveAction
497,89,4,Rocket,Bradley Cooper,M,alive,hero|neutral,sarcastic|smart|gruff,FALSE,0.12,supporting,Voice
498,89,5,Baby Groot,Vin Diesel,M,alive,hero|neutral,innocent|curious|cute,FALSE,0.10,supporting,Voice
499,89,6,Ego,Kurt Russell,M,dead,villain,manipulative|powerful|selfish,FALSE,0.15,villain,LiveAction
500,90,1,Owen Grady,Chris Pratt,M,alive,hero,brave|protective|strategic,TRUE,0.22,lead,LiveAction
501,90,2,Claire Dearing,Bryce Dallas Howard,F,alive,hero|neutral,determined|caring|smart,FALSE,0.18,lead,LiveAction
502,90,3,Maisie Lockwood,Isabella Sermon,F,alive,hero|neutral,curious|empathetic|strong,FALSE,0.12,supporting,LiveAction
503,90,4,Dr. Alan Grant,Sam Neill,M,alive,hero|neutral,wise|experienced|calm,FALSE,0.12,supporting,LiveAction
504,90,5,new hybrid dinosaur,,unknown,dead,villain,ferocious|unstable|predatory,FALSE,0.15,villain,MotionCapture
505,91,1,Katniss Everdeen,Jennifer Lawrence,F,alive,hero,brave|selfless|determined,TRUE,0.25,lead,LiveAction
506,91,2,Peeta Mellark,Josh Hutcherson,M,alive,hero|neutral,kind|loyal|resourceful,FALSE,0.18,lead,LiveAction
507,91,3,Gale Hawthorne,Liam Hemsworth,M,alive,hero|neutral,brave|devoted|stubborn,FALSE,0.12,supporting,LiveAction
508,91,4,President Snow,Donald Sutherland,M,alive,villain,manipulative|cold|power-hungry,FALSE,0.15,villain,LiveAction
509,91,5,Haymitch Abernathy,Woody Harrelson,M,alive,hero|neutral,sarcastic|intelligent|cynical,FALSE,0.10,supporting,LiveAction
510,92,1,Shuri,Letitia Wright,F,alive,hero,intelligent|grieving|brave,TRUE,0.22,lead,LiveAction
511,92,2,Nakia,Lupita Nyong’o,F,alive,hero|neutral,compassionate|independent|loyal,FALSE,0.15,supporting,LiveAction
512,92,3,Okoye,Danai Gurira,F,alive,hero|neutral,strong|disciplined|loyal,FALSE,0.12,supporting,LiveAction
513,92,4,Queen Ramonda,Angela Bassett,F,dead,hero|neutral,wise|regal|protective,FALSE,0.10,supporting,LiveAction
514,92,5,Namor,Tenoch Huerta,M,alive,villain|neutral,proud|powerful|vengeful,FALSE,0.18,villain,LiveAction
515,93,1,Eddie Brock / Venom,Tom Hardy,M,alive,hero|antihero,brash|conflicted|sarcastic,TRUE,0.30,lead,LiveAction
516,93,2,Anne Weying,Michelle Williams,F,alive,hero|neutral,intelligent|caring|pragmatic,FALSE,0.12,supporting,LiveAction
517,93,3,Carlton Drake / Riot,Riz Ahmed,M,dead,villain,ambitious|ruthless|power-hungry,FALSE,0.18,villain,LiveAction
518,93,4,Dan Lewis,Reid Scott,M,alive,hero|neutral,helpful|supportive|rational,FALSE,0.08,supporting,LiveAction
519,94,1,Thor,Chris Hemsworth,M,alive,hero,brave|humorous|determined,TRUE,0.25,lead,LiveAction
520,94,2,Loki,Tom Hiddleston,M,alive,hero|neutral,cunning|sarcastic|redeemed,FALSE,0.15,supporting,LiveAction
521,94,3,Hela,Cate Blanchett,F,dead,villain,arrogant|powerful|vengeful,FALSE,0.18,villain,LiveAction
522,94,4,Valkyrie,Tessa Thompson,F,alive,hero|neutral,strong|witty|independent,FALSE,0.10,supporting,LiveAction
523,94,5,Bruce Banner / Hulk,Mark Ruffalo,M,alive,hero,intelligent|awkward|powerful,FALSE,0.12,supporting,MotionCapture
524,95,1,Riley,Kaitlyn Dias,F,alive,hero,curious|sensitive|imaginative,TRUE,0.18,lead,Voice
525,95,2,Joy,Amy Poehler,F,alive,hero,optimistic|energetic|compassionate,FALSE,0.22,lead,Voice
526,95,3,Sadness,Phyllis Smith,F,alive,hero|neutral,empathetic|gentle|thoughtful,FALSE,0.15,supporting,Voice
527,95,4,Anger,Lewis Black,M,alive,hero|neutral,short-tempered|honest|passionate,FALSE,0.10,supporting,Voice
528,95,5,Fear,Bill Hader,M,alive,hero|neutral,anxious|alert|cautious,FALSE,0.08,supporting,Voice
529,95,6,Disgust,Mindy Kaling,F,alive,hero|neutral,sassy|cautious|observant,FALSE,0.08,supporting,Voice
530,96,1,Peter Quill / Star-Lord,Chris Pratt,M,alive,hero,brave|funny|emotional,TRUE,0.22,lead,LiveAction
531,96,2,Rocket,Bradley Cooper,M,alive,hero|neutral,cynical|smart|gruff,FALSE,0.15,supporting,Voice
532,96,3,Gamora,Zoe Saldaña,F,alive,hero|neutral,strong|caring|conflicted,FALSE,0.15,supporting,LiveAction
533,96,4,Drax the Destroyer,Dave Bautista,M,alive,hero|neutral,brash|loyal|literal,FALSE,0.12,supporting,LiveAction
534,96,5,Groot,Vin Diesel,M,alive,hero|neutral,innocent|loyal|gentle,FALSE,0.10,supporting,Voice
535,96,6,Adam Warlock,Will Poulter,M,alive,villain|neutral,naive|powerful|proud,FALSE,0.10,villain,LiveAction
536,97,1,Jia Xiaoling,Jia Ling,F,alive,hero,funny|emotional|devoted,TRUE,0.25,lead,LiveAction
537,97,2,Li Huanying,Zhang Xiaofei,F,dead,hero|neutral,kind|selfless|warm,FALSE,0.20,lead,LiveAction
538,97,3,Shen Guanglin,Shen Teng,M,alive,hero|neutral,charming|optimistic|loyal,FALSE,0.15,supporting,LiveAction
539,97,4,Young Jia Xiaoling,Liu Jia,M,alive,hero|neutral,naive|innocent|joyful,FALSE,0.10,supporting,LiveAction
540,98,1,Sam Witwicky,Shia LaBeouf,M,alive,hero,brave|loyal|resourceful,TRUE,0.22,lead,LiveAction
541,98,2,Mikaela Banes,Megan Fox,F,alive,hero|neutral,intelligent|confident|supportive,FALSE,0.15,supporting,LiveAction
542,98,3,Optimus Prime,Peter Cullen,M,alive,hero,wise|honorable|powerful,FALSE,0.15,lead,Voice
543,98,4,Megatron,Hugo Weaving,M,dead,villain,ruthless|dominant|power-hungry,FALSE,0.15,villain,Voice
544,98,5,Jetfire,Mark Ryan,M,dead,hero|neutral,wise|sarcastic|aged,FALSE,0.10,supporting,Voice
545,99,1,Bella Swan,Kristen Stewart,F,alive,hero,loyal|brave|protective,TRUE,0.22,lead,LiveAction
546,99,2,Edward Cullen,Robert Pattinson,M,alive,hero|neutral,romantic|caring|reserved,FALSE,0.20,lead,LiveAction
547,99,3,Jacob Black,Taylor Lautner,M,alive,hero|neutral,strong|emotional|protective,FALSE,0.18,lead,LiveAction
548,99,4,Aro,Michael Sheen,M,alive,villain,manipulative|charismatic|cruel,FALSE,0.15,villain,LiveAction
549,99,5,Renesmee Cullen,Mackenzie Foy,F,alive,hero|neutral,innocent|curious|unique,FALSE,0.10,supporting,LiveAction
550,100,1,Dominick Cobb,Leonardo DiCaprio,M,alive,hero,intelligent|guilty|driven,TRUE,0.25,lead,LiveAction
551,100,2,Arthur,Joseph Gordon-Levitt,M,alive,hero|neutral,logical|precise|loyal,FALSE,0.15,supporting,LiveAction
552,100,3,Ariadne,Elliot Page,F,alive,hero|neutral,intelligent|curious|bold,FALSE,0.12,supporting,LiveAction
553,100,4,Mal Cobb,Marion Cotillard,F,dead,villain|neutral,tragic|haunting|emotional,FALSE,0.15,villain,LiveAction
554,100,5,Eames,Tom Hardy,M,alive,hero|neutral,charming|witty|confident,FALSE,0.10,supporting,LiveAction
555,100,6,Yusuf,Dileep Rao,M,alive,hero|neutral,calm|resourceful|focused,FALSE,0.08,supporting,LiveAction
556,101,1,Peter Parker / Spider-Man,Tobey Maguire,M,alive,hero,brave|responsible|loyal,TRUE,0.25,lead,LiveAction
557,101,2,Mary Jane Watson,Kirsten Dunst,F,alive,hero|neutral,kind|supportive|romantic,FALSE,0.15,supporting,LiveAction
558,101,3,Norman Osborn / Green Goblin,Willem Dafoe,M,dead,villain,intelligent|insane|power-hungry,FALSE,0.18,villain,LiveAction
559,101,4,Harry Osborn,James Franco,M,alive,hero|neutral,loyal|jealous|conflicted,FALSE,0.12,supporting,LiveAction
560,101,5,Aunt May,Rosemary Harris,F,alive,hero|neutral,wise|caring|gentle,FALSE,0.08,supporting,LiveAction
561,102,1,Diana Prince / Wonder Woman,Gal Gadot,F,alive,hero,brave|compassionate|strong,TRUE,0.25,lead,LiveAction
562,102,2,Steve Trevor,Chris Pine,M,dead,hero|neutral,loyal|brave|selfless,FALSE,0.18,supporting,LiveAction
563,102,3,Ares,David Thewlis,M,dead,villain,manipulative|powerful|vengeful,FALSE,0.18,villain,LiveAction
564,102,4,Antiope,Robin Wright,F,dead,hero|neutral,strong|wise|disciplined,FALSE,0.10,supporting,LiveAction
565,102,5,Hippolyta,Connie Nielsen,F,alive,hero|neutral,regal|caring|wise,FALSE,0.10,supporting,LiveAction
566,103,1,Steven Hiller,Will Smith,M,alive,hero,brave|witty|confident,TRUE,0.25,lead,LiveAction
567,103,2,David Levinson,Jeff Goldblum,M,alive,hero,intelligent|cautious|sarcastic,FALSE,0.20,lead,LiveAction
568,103,3,Thomas J. Whitmore,Bill Pullman,M,alive,hero,patriotic|brave|inspiring,FALSE,0.15,lead,LiveAction
569,103,4,Jasmine Dubrow,Will Smith,F,alive,hero|neutral,kind|protective|loyal,FALSE,0.10,supporting,LiveAction
570,103,5,Alien Leader,,unknown,dead,villain,aggressive|dominating|merciless,FALSE,0.15,villain,MotionCapture
571,104,1,Newt Scamander,Eddie Redmayne,M,alive,hero,kind|awkward|curious,TRUE,0.25,lead,LiveAction
572,104,2,Tina Goldstein,Katherine Waterston,F,alive,hero|neutral,determined|brave|honest,FALSE,0.15,supporting,LiveAction
573,104,3,Jacob Kowalski,Dan Fogler,M,alive,hero|neutral,funny|loyal|warm,FALSE,0.12,supporting,LiveAction
574,104,4,Queenie Goldstein,Alison Sudol,F,alive,hero|neutral,charming|caring|emotional,FALSE,0.10,supporting,LiveAction
575,104,5,Gellert Grindelwald,Colin Farrell / Johnny Depp,M,alive,villain,charismatic|manipulative|powerful,FALSE,0.18,villain,LiveAction
576,105,1,Leng Feng,Jacky Wu,M,alive,hero,brave|patriotic|skilled,TRUE,0.30,lead,LiveAction
577,105,2,Rachel,Celina Jade,F,alive,hero|neutral,kind|strong|supportive,FALSE,0.15,supporting,LiveAction
578,105,3,Big Daddy,Frank Grillo,M,dead,villain,ruthless|strategic|cold,FALSE,0.18,villain,LiveAction
579,105,4,He Jianguo,Zhang Han,M,alive,hero|neutral,loyal|courageous|young,FALSE,0.10,supporting,LiveAction
580,106,1,Wu Qianli,吴京 (Wu Jing),M,dead,hero,brave|disciplined|selfless,TRUE,0.25,lead,LiveAction
581,106,2,Lei Suisheng,易烊千玺 (Jackson Yee),M,dead,hero|neutral,patriotic|young|courageous,FALSE,0.18,lead,LiveAction
582,106,3,Mei Sheng,朱亚文 (Zhu Yawen),M,dead,hero|neutral,loyal|strong|fearless,FALSE,0.15,supporting,LiveAction
583,106,4,Enemy Commander,,M,dead,villain,arrogant|strategic|aggressive,FALSE,0.15,villain,LiveAction
584,107,1,Shrek,Mike Myers,M,alive,hero,grumpy|loyal|brave,TRUE,0.25,lead,Voice
585,107,2,Fiona,Cameron Diaz,F,alive,hero|neutral,strong|loving|determined,FALSE,0.20,lead,Voice
586,107,3,Donkey,Eddie Murphy,M,alive,hero|neutral,funny|talkative|loyal,FALSE,0.18,lead,Voice
587,107,4,Puss in Boots,Antonio Banderas,M,alive,hero|neutral,charming|brave|clever,FALSE,0.12,supporting,Voice
588,107,5,Prince Charming,Rupert Everett,M,alive,villain,arrogant|jealous|vain,FALSE,0.15,villain,Voice
589,108,1,Elliott,Henry Thomas,M,alive,hero,curious|kind|brave,TRUE,0.25,lead,LiveAction
590,108,2,E.T.,Pat Welsh (voice),X,alive,hero|neutral,innocent|gentle|friendly,FALSE,0.22,lead,MotionCapture
591,108,3,Mary,Dee Wallace,F,alive,hero|neutral,caring|protective|loving,FALSE,0.12,supporting,LiveAction
592,108,4,Michael,Robert MacNaughton,M,alive,hero|neutral,loyal|supportive|curious,FALSE,0.10,supporting,LiveAction
593,108,5,Keys,Peter Coyote,M,alive,hero|neutral,sympathetic|determined|calm,FALSE,0.10,supporting,LiveAction
594,109,1,Peter Parker / Spider-Man,Tobey Maguire,M,alive,hero,brave|loyal|conflicted,TRUE,0.25,lead,LiveAction
595,109,2,Mary Jane Watson,Kirsten Dunst,F,alive,hero|neutral,kind|romantic|supportive,FALSE,0.15,supporting,LiveAction
596,109,3,Doctor Otto Octavius / Doc Ock,Alfred Molina,M,dead,villain,intelligent|tragic|obsessive,FALSE,0.18,villain,LiveAction
597,109,4,Harry Osborn,James Franco,M,alive,hero|neutral,jealous|loyal|conflicted,FALSE,0.12,supporting,LiveAction
598,109,5,Aunt May,Rosemary Harris,F,alive,hero|neutral,wise|caring|forgiving,FALSE,0.10,supporting,LiveAction
599,110,1,Miguel Rivera,Anthony Gonzalez,M,alive,hero,curious|musical|determined,TRUE,0.25,lead,Voice
600,110,2,Hector,Gael García Bernal,M,dead,hero|neutral,funny|kind|misunderstood,FALSE,0.18,lead,Voice
601,110,3,Mama Imelda,Alanna Ubach,F,dead,hero|neutral,strong|strict|loving,FALSE,0.12,supporting,Voice
602,110,4,Ernesto de la Cruz,Benjamin Bratt,M,dead,villain,charming|selfish|deceptive,FALSE,0.18,villain,Voice
603,110,5,Mama Coco,Ana Ofelia Murguía,F,alive,hero|neutral,loving|gentle|nostalgic,FALSE,0.10,supporting,Voice
604,111,1,Captain Jack Sparrow,Johnny Depp,M,alive,hero|neutral,witty|reckless|cunning,TRUE,0.25,lead,LiveAction
605,111,2,Henry Turner,Brenton Thwaites,M,alive,hero|neutral,brave|loyal|determined,FALSE,0.18,lead,LiveAction
606,111,3,Carina Smyth,Kaya Scodelario,F,alive,hero|neutral,intelligent|brave|independent,FALSE,0.15,lead,LiveAction
607,111,4,Captain Salazar,Javier Bardem,M,dead,villain,vengeful|ruthless|cursed,FALSE,0.18,villain,LiveAction
608,111,5,Hector Barbossa,Geoffrey Rush,M,dead,hero|neutral,greedy|bold|sacrificial,FALSE,0.12,supporting,LiveAction
609,112,1,Spencer Gilpin / Dr. Smolder Bravestone,Dwayne Johnson,M,alive,hero,brave|leader|confident,TRUE,0.22,lead,LiveAction
610,112,2,Martha Kaply / Ruby Roundhouse,Karen Gillan,F,alive,hero|neutral,strong|intelligent|independent,FALSE,0.18,lead,LiveAction
611,112,3,Fridge Johnson / Franklin Finbar,Kevin Hart,M,alive,hero|neutral,funny|loyal|insecure,FALSE,0.15,lead,LiveAction
612,112,4,Bethany Walker / Professor Shelly Oberon,Jack Black,F,alive,hero|neutral,adaptable|funny|kind,FALSE,0.15,lead,LiveAction
613,112,5,Eddie / Ming Fleetfoot,Danny DeVito / Awkwafina,M,alive,hero|neutral,grumpy|humorous|brave,FALSE,0.10,supporting,LiveAction
614,113,1,Dominic Toretto,Vin Diesel,M,alive,hero,strong|loyal|leader,TRUE,0.25,lead,LiveAction
615,113,2,Brian O’Conner,Paul Walker,M,alive,hero|neutral,brave|calm|loyal,FALSE,0.18,lead,LiveAction
616,113,3,Letty Ortiz,Michelle Rodriguez,F,alive,hero|neutral,strong|brave|devoted,FALSE,0.12,supporting,LiveAction
617,113,4,Luke Hobbs,Dwayne Johnson,M,alive,hero|neutral,tough|disciplined|strategic,FALSE,0.12,supporting,LiveAction
618,113,5,Owen Slaw,Luke Evans,M,alive,villain,intelligent|ruthless|calculating,FALSE,0.15,villain,LiveAction
619,114,1,Indiana Jones,Harrison Ford,M,alive,hero,brave|curious|sarcastic,TRUE,0.25,lead,LiveAction
620,114,2,Marion Ravenwood,Karen Allen,F,alive,hero|neutral,independent|brave|outspoken,FALSE,0.15,supporting,LiveAction
621,114,3,Mutt Williams,Shia LaBeouf,M,alive,hero|neutral,rebel|brave|loyal,FALSE,0.15,supporting,LiveAction
622,114,4,Irina Spalko,Kate Blanchett,F,dead,villain,intelligent|ambitious|cold,FALSE,0.18,villain,LiveAction
623,114,5,Mac George McHale,Ray Winstone,M,dead,villain|neutral,deceptive|greedy|cunning,FALSE,0.10,villain,LiveAction
624,115,1,Ethan Hunt,Tom Cruise,M,alive,hero,brave|determined|selfless,TRUE,0.25,lead,LiveAction
625,115,2,August Walker / John Lark,Henry Cavill,M,dead,villain,strong|ruthless|calculating,FALSE,0.18,villain,LiveAction
626,115,3,Ilsa Faust,Rebecca Ferguson,F,alive,hero|neutral,skilled|brave|intelligent,FALSE,0.15,supporting,LiveAction
627,115,4,Benji Dunn,Simon Pegg,M,alive,hero|neutral,clever|loyal|witty,FALSE,0.10,supporting,LiveAction
628,115,5,Luther Stickell,Ving Rhames,M,alive,hero|neutral,experienced|calm|loyal,FALSE,0.08,supporting,LiveAction
629,116,1,Wade Wilson / Deadpool,Ryan Reynolds,M,alive,hero|antihero,sarcastic|brave|chaotic,TRUE,0.25,lead,LiveAction
630,116,2,Cable,Josh Brolin,M,alive,hero|neutral,stern|strategic|disciplined,FALSE,0.18,lead,LiveAction
631,116,3,Domino,Zazie Beetz,F,alive,hero|neutral,confident|lucky|chill,FALSE,0.15,supporting,LiveAction
632,116,4,Russell Collins / Firefist,Julian Dennison,M,alive,hero|neutral,angry|impulsive|young,FALSE,0.12,supporting,LiveAction
633,116,5,Juggernaut,Ryan Reynolds (voice),M,alive,villain,strong|destructive|arrogant,FALSE,0.12,villain,MotionCapture
634,117,1,Harry Potter,Daniel Radcliffe,M,alive,hero,brave|curious|determined,TRUE,0.25,lead,LiveAction
635,117,2,Hermione Granger,Emma Watson,F,alive,hero,intelligent|loyal|brave,FALSE,0.18,lead,LiveAction
636,117,3,Ron Weasley,Rupert Grint,M,alive,hero|neutral,funny|loyal|courageous,FALSE,0.15,lead,LiveAction
637,117,4,Sirius Black,Gary Oldman,M,alive,hero|neutral,protective|rebellious|caring,FALSE,0.12,supporting,LiveAction
638,117,5,Remus Lupin,David Thewlis,M,alive,hero|neutral,kind|wise|reserved,FALSE,0.10,supporting,LiveAction
639,117,6,Peter Pettigrew,Timothy Spall,M,alive,villain,cowardly|deceptive|fearful,FALSE,0.10,villain,LiveAction
640,118,1,Wade Wilson / Deadpool,Ryan Reynolds,M,alive,hero|antihero,sarcastic|violent|witty,TRUE,0.25,lead,LiveAction
641,118,2,Vanessa Carlysle,Morena Baccarin,F,dead,hero|neutral,kind|loving|supportive,FALSE,0.15,supporting,LiveAction
642,118,3,Ajax / Francis Freeman,Ed Skrein,M,dead,villain,cruel|sadistic|arrogant,FALSE,0.18,villain,LiveAction
643,118,4,Colossus,Stefan Kapicic,M,alive,hero|neutral,honorable|strong|gentle,FALSE,0.10,supporting,MotionCapture
644,118,5,Negasonic Teenage Warhead,Brianna Hildebrand,F,alive,hero|neutral,sarcastic|confident|young,FALSE,0.10,supporting,LiveAction
645,119,1,Luke Skywalker,Mark Hamill,M,alive,hero,brave|idealistic|determined,TRUE,0.25,lead,LiveAction
646,119,2,Princess Leia, Carrie Fisher,F,alive,hero|neutral,strong|wise|compassionate,FALSE,0.18,lead,LiveAction
647,119,3,Han Solo,Harrison Ford,M,alive,hero|neutral,charming|rebellious|loyal,FALSE,0.18,lead,LiveAction
648,119,4,Darth Vader,David Prowse / James Earl Jones,M,alive,villain,menacing|ruthless|conflicted,FALSE,0.18,villain,LiveAction
649,119,5,Obi-Wan Kenobi,Alec Guinness,M,dead,hero|neutral,wise|noble|mentor,FALSE,0.10,supporting,LiveAction
650,119,6,Chewbacca,Peter Mayhew,M,alive,hero|neutral,loyal|brave|strong,FALSE,0.10,supporting,LiveAction
651,120,1,Bruce Wayne / Batman,Robert Pattinson,M,alive,hero,brooding|intelligent|determined,TRUE,0.25,lead,LiveAction
652,120,2,Selina Kyle / Catwoman,Zoë Kravitz,F,alive,hero|neutral,independent|clever|bold,FALSE,0.18,lead,LiveAction
653,120,3,Edward Nashton / The Riddler,Paul Dano,M,alive,villain,intelligent|obsessive|vengeful,FALSE,0.18,villain,LiveAction
654,120,4,James Gordon,Jeffrey Wright,M,alive,hero|neutral,loyal|honest|brave,FALSE,0.10,supporting,LiveAction
655,120,5,Carmine Falcone,John Turturro,M,dead,villain,corrupt|cunning|ruthless,FALSE,0.10,villain,LiveAction
656,120,6,Penguin,Colin Farrell,M,alive,villain|neutral,ambitious|greedy|scheming,FALSE,0.10,supporting,LiveAction
657,121,1,Peter Quill / Star-Lord,Chris Pratt,M,alive,hero,funny|brave|sarcastic,TRUE,0.25,lead,LiveAction
658,121,2,Gamora,Zoe Saldaña,F,alive,hero|neutral,strong|loyal|determined,FALSE,0.18,lead,LiveAction
659,121,3,Drax the Destroyer,Dave Bautista,M,alive,hero|neutral,brash|loyal|literal,FALSE,0.15,lead,LiveAction
660,121,4,Rocket,Bradley Cooper,M,alive,hero|neutral,sarcastic|smart|cynical,FALSE,0.12,supporting,Voice
661,121,5,Groot,Vin Diesel,M,alive,hero|neutral,kind|loyal|simple,FALSE,0.10,supporting,Voice
662,121,6,Ronan the Accuser,Lee Pace,M,dead,villain,fanatic|ruthless|power-hungry,FALSE,0.15,villain,LiveAction
663,122,1,Robert Langdon,Tom Hanks,M,alive,hero,intelligent|curious|analytical,TRUE,0.25,lead,LiveAction
664,122,2,Sophie Neveu,Audrey Tautou,F,alive,hero|neutral,resourceful|brave|compassionate,FALSE,0.18,lead,LiveAction
665,122,3,Silas,Paul Bettany,M,dead,villain,fanatic|loyal|conflicted,FALSE,0.18,villain,LiveAction
666,122,4,Leigh Teabing,Ian McKellen,M,alive,villain,intelligent|manipulative|proud,FALSE,0.15,villain,LiveAction
667,122,5,Bezu Fache,Jean Reno,M,alive,hero|neutral,stern|dutiful|moral,FALSE,0.10,supporting,LiveAction
668,123,1,Katniss Everdeen,Jennifer Lawrence,F,alive,hero,brave|determined|protective,TRUE,0.25,lead,LiveAction
669,123,2,Peeta Mellark,Josh Hutcherson,M,alive,hero|neutral,kind|loyal|gentle,FALSE,0.18,lead,LiveAction
670,123,3,Gale Hawthorne,Liam Hemsworth,M,alive,hero|neutral,brave|passionate|angry,FALSE,0.12,supporting,LiveAction
671,123,4,President Coin,Julianne Moore,F,alive,villain|neutral,ambitious|cold|strategic,FALSE,0.15,villain,LiveAction
672,123,5,President Snow,Donald Sutherland,M,alive,villain,manipulative|ruthless|cunning,FALSE,0.15,villain,LiveAction
673,124,1,Thor,Chris Hemsworth,M,alive,hero,brave|funny|conflicted,TRUE,0.25,lead,LiveAction
674,124,2,Jane Foster / Mighty Thor,Natalie Portman,F,dead,hero|neutral,intelligent|brave|selfless,FALSE,0.20,lead,LiveAction
675,124,3,Valkyrie,Tessa Thompson,F,alive,hero|neutral,strong|independent|sarcastic,FALSE,0.15,supporting,LiveAction
676,124,4,Gorr the God Butcher,Christian Bale,M,dead,villain,vengeful|tragic|fanatic,FALSE,0.18,villain,LiveAction
677,124,5,Korg,Taika Waititi,M,alive,hero|neutral,funny|friendly|loyal,FALSE,0.10,supporting,Voice
678,125,1,Luke Hobbs,Dwayne Johnson,M,alive,hero,strong|determined|honorable,TRUE,0.25,lead,LiveAction
679,125,2,Deckard Shaw,Jason Statham,M,alive,hero|neutral,skilled|sarcastic|tough,FALSE,0.22,lead,LiveAction
680,125,3,Hattie Shaw,Vanessa Kirby,F,alive,hero|neutral,intelligent|brave|loyal,FALSE,0.15,supporting,LiveAction
681,125,4,Brixton Lore,Idris Elba,M,dead,villain,arrogant|powerful|ruthless,FALSE,0.18,villain,LiveAction
682,126,1,James Bond,Daniel Craig,M,dead,hero,brave|loyal|resilient,TRUE,0.25,lead,LiveAction
683,126,2,Madeleine Swann,Léa Seydoux,F,alive,hero|neutral,intelligent|loving|strong,FALSE,0.15,supporting,LiveAction
684,126,3,Safin,Rami Malek,M,dead,villain,calm|vengeful|intelligent,FALSE,0.18,villain,LiveAction
685,126,4,Nomi,Lashana Lynch,F,alive,hero|neutral,confident|disciplined|capable,FALSE,0.12,supporting,LiveAction
686,126,5,M,Ralph Fiennes,M,alive,hero|neutral,strategic|calm|authoritative,FALSE,0.10,supporting,LiveAction
687,127,1,Peter Parker / Spider-Man,Andrew Garfield,M,alive,hero,brave|intelligent|kind,TRUE,0.25,lead,LiveAction
688,127,2,Gwen Stacy,Emma Stone,F,dead,hero|neutral,intelligent|loving|brave,FALSE,0.15,lead,LiveAction
689,127,3,Dr. Curt Connors / Lizard,Rhys Ifans,M,alive,villain,intelligent|tragic|obsessive,FALSE,0.18,villain,LiveAction
690,127,4,Uncle Ben,Martin Sheen,M,dead,hero|neutral,wise|moral|caring,FALSE,0.10,supporting,LiveAction
691,127,5,Aunt May,Sally Field,F,alive,hero|neutral,kind|strong|supportive,FALSE,0.10,supporting,LiveAction
692,128,1,Maleficent,Angelina Jolie,F,alive,hero|neutral,powerful|protective|misunderstood,TRUE,0.25,lead,LiveAction
693,128,2,Aurora,Elle Fanning,F,alive,hero|neutral,kind|innocent|gentle,FALSE,0.20,lead,LiveAction
694,128,3,King Stefan,Sharlto Copley,M,dead,villain,greedy|paranoid|cruel,FALSE,0.18,villain,LiveAction
695,128,4,Diaval,Sam Riley,M,alive,hero|neutral,loyal|clever|devoted,FALSE,0.12,supporting,LiveAction
696,129,1,Jackson Curtis,John Cusack,M,alive,hero,resourceful|brave|determined,TRUE,0.25,lead,LiveAction
697,129,2,Adrian Helmsley,Chiwetel Ejiofor,M,alive,hero|neutral,intelligent|honorable|calm,FALSE,0.18,lead,LiveAction
698,129,3,Kate Curtis,Amanda Peet,F,alive,hero|neutral,protective|loving|strong,FALSE,0.12,supporting,LiveAction
699,129,4,Charlie Frost,Woody Harrelson,M,dead,hero|neutral,crazy|eccentric|optimistic,FALSE,0.10,supporting,LiveAction
700,129,5,President Thomas Wilson,Danny Glover,M,dead,hero|neutral,noble|brave|selfless,FALSE,0.10,supporting,LiveAction
701,130,1,Shrek,Mike Myers,M,alive,hero,grumpy|loyal|brave,TRUE,0.25,lead,Voice
702,130,2,Fiona,Cameron Diaz,F,alive,hero|neutral,strong|loving|brave,FALSE,0.20,lead,Voice
703,130,3,Donkey,Eddie Murphy,M,alive,hero|neutral,funny|talkative|loyal,FALSE,0.18,lead,Voice
704,130,4,Rumpelstiltskin,Walt Dohrn,M,alive,villain,deceptive|manipulative|greedy,FALSE,0.18,villain,Voice
705,130,5,Puss in Boots,Antonio Banderas,M,alive,hero|neutral,charming|brave|witty,FALSE,0.12,supporting,Voice
706,131,1,Elphaba,Cynthia Erivo,F,alive,hero|neutral,brave|misunderstood|powerful,TRUE,0.25,lead,LiveAction
707,131,2,Glinda,Ariana Grande,F,alive,hero|neutral,optimistic|kind|ambitious,FALSE,0.20,lead,LiveAction
708,131,3,Fiyero,Jonathan Bailey,M,alive,hero|neutral,charming|conflicted|loyal,FALSE,0.15,supporting,LiveAction
709,131,4,The Wizard,Jeff Goldblum,M,alive,villain,manipulative|selfish|deceptive,FALSE,0.15,villain,LiveAction
710,131,5,Madame Morrible,Michelle Yeoh,F,alive,villain,scheming|arrogant|calculating,FALSE,0.12,villain,LiveAction
711,132,1,Deadshot,Will Smith,M,alive,hero|neutral,skilled|loyal|protective,TRUE,0.20,lead,LiveAction
712,132,2,Harley Quinn,Margot Robbie,F,alive,hero|neutral,chaotic|funny|unpredictable,FALSE,0.18,lead,LiveAction
713,132,3,Rick Flag,Joel Kinnaman,M,alive,hero|neutral,disciplined|loyal|brave,FALSE,0.12,supporting,LiveAction
714,132,4,The Joker,Jared Leto,M,alive,villain,crazy|cruel|manipulative,FALSE,0.15,villain,LiveAction
715,132,5,Enchantress,Cara Delevingne,F,dead,villain,mystical|ruthless|possessive,FALSE,0.18,villain,LiveAction
