crew_id,film_id,person_name,job_title,department,award_won_for_film
940,118,Julian Clarke,Editor,Editing,FALSE
941,118,David Scheunemann,Production Designer,Art,FALSE

942,119,George Lucas,Director,Directing,TRUE
943,119,George Lucas,Writer,Writing,TRUE
944,119,Gary Kurtz,Producer,Production,TRUE
945,119,John Williams,Composer,Sound,TRUE
946,119,Gilbert Taylor,Cinematographer,Camera,TRUE
947,119,Paul Hirsch,Editor,Editing,TRUE
948,119,John Barry,Production Designer,Art,TRUE
949,119,John Dykstra,Visual Effects Supervisor,VisualEffects,TRUE

950,120,Matt Reeves,Director,Directing,FALSE
951,120,Matt Reeves,Writer,Writing,FALSE
952,120,Dylan Clark,Producer,Production,FALSE
953,120,Michael Giacchino,Composer,Sound,FALSE
954,120,Greig Fraser,Cinematographer,Camera,TRUE
955,120,William Hoy,Editor,Editing,FALSE
956,120,James Chinlund,Production Designer,Art,FALSE
957,120,Dan Lemmon,Visual Effects Supervisor,VisualEffects,FALSE

958,121,James Gunn,Director,Directing,TRUE
959,121,James Gunn,Writer,Writing,TRUE
960,121,Kevin Feige,Producer,Production,TRUE
961,121,Tyler Bates,Composer,Sound,TRUE
962,121,Ben Davis,Cinematographer,Camera,TRUE
963,121,Fred Raskin,Editor,Editing,TRUE
964,121,Charles Wood,Production Designer,Art,TRUE
965,121,Stephane Ceretti,Visual Effects Supervisor,VisualEffects,TRUE

966,122,Ron Howard,Director,Directing,FALSE
967,122,Akiva Goldsman,Writer,Writing,FALSE
968,122,Brian Grazer,Producer,Production,FALSE
969,122,Hans Zimmer,Composer,Sound,FALSE
970,122,Salvatore Totino,Cinematographer,Camera,FALSE
971,122,Daniel P. Hanley,Editor,Editing,FALSE
972,122,Allan Cameron,Production Designer,Art,FALSE
973,122,Angus Bickerton,Visual Effects Supervisor,VisualEffects,FALSE

974,123,Francis Lawrence,Director,Directing,FALSE
975,123,Peter Craig,Writer,Writing,FALSE
976,123,Danny Strong,Writer,Writing,FALSE
977,123,Nina Jacobson,Producer,Production,FALSE
978,123,James Newton Howard,Composer,Sound,FALSE
979,123,Jo Willems,Cinematographer,Camera,FALSE
980,123,Alan Edward Bell,Editor,Editing,FALSE
981,123,Philip Messina,Production Designer,Art,FALSE

982,124,Taika Waititi,Director,Directing,FALSE
983,124,Jennifer Kaytin Robinson,Writer,Writing,FALSE
984,124,Kevin Feige,Producer,Production,FALSE
985,124,Michael Giacchino,Composer,Sound,FALSE
986,124,Barry Idoine,Cinematographer,Camera,FALSE
987,124,Matthew Schmidt,Editor,Editing,FALSE
988,124,Nigel Phelps,Production Designer,Art,FALSE
989,124,Jake Morrison,Visual Effects Supervisor,VisualEffects,FALSE

990,125,David Leitch,Director,Directing,FALSE
991,125,Chris Morgan,Writer,Writing,FALSE
992,125,Drew Pearce,Writer,Writing,FALSE
993,125,Hiram Garcia,Producer,Production,FALSE
994,125,Tyler Bates,Composer,Sound,FALSE
995,125,Jonathan Sela,Cinematographer,Camera,FALSE
996,125,Christopher Rouse,Editor,Editing,FALSE
997,125,David Scheunemann,Production Designer,Art,FALSE

998,126,Cary Joji Fukunaga,Director,Directing,FALSE
999,126,Neal Purvis,Writer,Writing,FALSE
1000,126,Robert Wade,Writer,Writing,FALSE
1001,126,Barbara Broccoli,Producer,Production,FALSE
1002,126,Hans Zimmer,Composer,Sound,FALSE
1003,126,Linus Sandgren,Cinematographer,Camera,TRUE
1004,126,Tom Cross,Editor,Editing,TRUE
1005,126,Mark Tildesley,Production Designer,Art,FALSE

1006,127,Marc Webb,Director,Directing,FALSE
1007,127,James Vanderbilt,Writer,Writing,FALSE
1008,127,Avi Arad,Producer,Production,FALSE
1009,127,James Horner,Composer,Sound,FALSE
1010,127,John Schwartzman,Cinematographer,Camera,FALSE
1011,127,Alan Edward Bell,Editor,Editing,FALSE
1012,127,Kirk M. Petruccelli,Production Designer,Art,FALSE
1013,127,Jerome Chen,Visual Effects Supervisor,VisualEffects,FALSE

1014,128,Robert Stromberg,Director,Directing,FALSE
1015,128,Linda Woolverton,Writer,Writing,FALSE
1016,128,Joe Roth,Producer,Production,FALSE
1017,128,James Newton Howard,Composer,Sound,FALSE
1018,128,Dean Semler,Cinematographer,Camera,FALSE
1019,128,Chris Lebenzon,Editor,Editing,FALSE
1020,128,Gary Freeman,Production Designer,Art,FALSE
1021,128,Angus Bickerton,Visual Effects Supervisor,VisualEffects,FALSE

1022,129,Roland Emmerich,Director,Directing,FALSE
1023,129,Harald Kloser,Writer,Writing,FALSE
1024,129,Mark Gordon,Producer,Production,FALSE
1025,129,Harald Kloser,Composer,Sound,FALSE
1026,129,Dean Semler,Cinematographer,Camera,FALSE
1027,129,David Brenner,Editor,Editing,FALSE
1028,129,Barry Chusid,Production Designer,Art,FALSE
1029,129,Volker Engel,Visual Effects Supervisor,VisualEffects,TRUE

1030,130,Mike Mitchell,Director,Directing,FALSE
1031,130,Josh Klausner,Writer,Writing,FALSE
1032,130,Aron Warner,Producer,Production,FALSE
1033,130,Harry Gregson-Williams,Composer,Sound,FALSE
1034,130,Yong Duk Jhun,Cinematographer,Camera,FALSE
1035,130,Nick Fletcher,Editor,Editing,FALSE
1036,130,Peter Zaslav,Production Designer,Art,FALSE
1037,130,Kim White,Visual Effects Supervisor,VisualEffects,FALSE
1038,131,Jon M. Chu,Director,Directing,FALSE
1039,131,Winnie Holzman,Writer,Writing,FALSE
1040,131,Marc Platt,Producer,Production,FALSE
1041,131,Stephen Schwartz,Composer,Sound,FALSE
1042,131,Alice Brooks,Cinematographer,Camera,FALSE
1043,131,Myron Kerstein,Editor,Editing,FALSE
1044,131,Nathan Crowley,Production Designer,Art,FALSE
1045,131,Paul Lambert,Visual Effects Supervisor,VisualEffects,FALSE

1046,132,David Ayer,Director,Directing,FALSE
1047,132,David Ayer,Writer,Writing,FALSE
1048,132,Charles Roven,Producer,Production,FALSE
1049,132,Steven Price,Composer,Sound,FALSE
1050,132,Roman Vasyanov,Cinematographer,Camera,FALSE
1051,132,John Gilroy,Editor,Editing,FALSE
1052,132,Oliver Scholl,Production Designer,Art,FALSE
1053,132,Jerome Chen,Visual Effects Supervisor,VisualEffects,TRUE

1054,133,Bryan Singer,Director,Directing,FALSE
1055,133,Simon Kinberg,Writer,Writing,FALSE
1056,133,Lauren Shuler Donner,Producer,Production,FALSE
1057,133,John Ottman,Composer,Sound,FALSE
1058,133,Newton Thomas Sigel,Cinematographer,Camera,FALSE
1059,133,John Ottman,Editor,Editing,FALSE
1060,133,John Myhre,Production Designer,Art,FALSE
1061,133,Richard Stammers,Visual Effects Supervisor,VisualEffects,FALSE

1062,134,Eric Darnell,Director,Directing,FALSE
1063,134,Conrad Vernon,Director,Directing,FALSE
1064,134,Tom McGrath,Writer,Writing,FALSE
1065,134,Mireille Soria,Producer,Production,FALSE
1066,134,Hans Zimmer,Composer,Sound,FALSE
1067,134,Yannick Dusseault,Cinematographer,Camera,FALSE
1068,134,Nick Kenway,Editor,Editing,FALSE
1069,134,Kristopher Vernon,Production Designer,Art,FALSE

1070,135,Dan Scanlon,Director,Directing,FALSE
1071,135,Daniel Gerson,Writer,Writing,FALSE
1072,135,Kori Rae,Producer,Production,FALSE
1073,135,Randy Newman,Composer,Sound,FALSE
1074,135,Jean-Claude Kalache,Cinematographer,Camera,FALSE
1075,135,Greg Snyder,Editor,Editing,FALSE
1076,135,Ricky Nierva,Production Designer,Art,FALSE
1077,135,Danielle Feinberg,Visual Effects Supervisor,VisualEffects,FALSE

1078,136,Yang Yu (Jiaozi),Director,Directing,TRUE
1079,136,Yang Yu (Jiaozi),Writer,Writing,TRUE
1080,136,Light Chaser Animation Studios,Producer,Production,TRUE
1081,136,Peng Fei,Composer,Sound,FALSE
1082,136,Li Xi,Cinematographer,Camera,FALSE
1083,136,Qu Yang,Editor,Editing,FALSE
1084,136,Sun Nan,Production Designer,Art,FALSE
1085,136,Zhang Lei,Visual Effects Supervisor,VisualEffects,TRUE

1086,137,Lana Wachowski,Director,Directing,FALSE
1087,137,Lilly Wachowski,Director,Directing,FALSE
1088,137,Lana Wachowski,Writer,Writing,FALSE
1089,137,Joel Silver,Producer,Production,FALSE
1090,137,Don Davis,Composer,Sound,FALSE
1091,137,Bill Pope,Cinematographer,Camera,FALSE
1092,137,Zach Staenberg,Editor,Editing,FALSE
1093,137,Owen Paterson,Production Designer,Art,FALSE

1094,138,Pete Docter,Director,Directing,TRUE
1095,138,Bob Peterson,Writer,Writing,TRUE
1096,138,Jonas Rivera,Producer,Production,TRUE
1097,138,Michael Giacchino,Composer,Sound,TRUE
1098,138,Patrick Lin,Cinematographer,Camera,FALSE
1099,138,Kevin Nolting,Editor,Editing,TRUE
1100,138,Rick Nierva,Production Designer,Art,TRUE
1101,138,Mark Nielsen,Visual Effects Supervisor,VisualEffects,FALSE

1102,139,Barry Jenkins,Director,Directing,FALSE
1103,139,Jeff Nathanson,Writer,Writing,FALSE
1104,139,Jon Favreau,Producer,Production,FALSE
1105,139,Hans Zimmer,Composer,Sound,FALSE
1106,139,Caleb Deschanel,Cinematographer,Camera,FALSE
1107,139,Mark Livolsi,Editor,Editing,FALSE
1108,139,James Chinlund,Production Designer,Art,FALSE
1109,139,Robert Legato,Visual Effects Supervisor,VisualEffects,FALSE

1110,140,Andrew Adamson,Director,Directing,TRUE
1111,140,Ann Peacock,Writer,Writing,TRUE
1112,140,Mark Johnson,Producer,Production,TRUE
1113,140,Harry Gregson-Williams,Composer,Sound,TRUE
1114,140,Donald McAlpine,Cinematographer,Camera,TRUE
1115,140,Sim Evan-Jones,Editor,Editing,FALSE
1116,140,Roger Ford,Production Designer,Art,TRUE
1117,140,Dean Wright,Visual Effects Supervisor,VisualEffects,TRUE

1118,141,Justin Lin,Director,Directing,FALSE
1119,141,Daniel Casey,Writer,Writing,FALSE
1120,141,Neal H. Moritz,Producer,Production,FALSE
1121,141,Brian Tyler,Composer,Sound,FALSE
1122,141,Stephen F. Windon,Cinematographer,Camera,FALSE
1123,141,Dylan Highsmith,Editor,Editing,FALSE
1124,141,Jan Roelfs,Production Designer,Art,FALSE
1125,141,Dan Sudick,Visual Effects Supervisor,VisualEffects,FALSE

1126,142,Denis Villeneuve,Director,Directing,TRUE
1127,142,Jon Spaihts,Writer,Writing,TRUE
1128,142,Mary Parent,Producer,Production,TRUE
1129,142,Hans Zimmer,Composer,Sound,TRUE
1130,142,Greig Fraser,Cinematographer,Camera,TRUE
1131,142,Joe Walker,Editor,Editing,TRUE
1132,142,Patrice Vermette,Production Designer,Art,TRUE
1133,142,Paul Lambert,Visual Effects Supervisor,VisualEffects,TRUE

1134,143,Anthony Russo,Director,Directing,TRUE
1135,143,Joe Russo,Director,Directing,TRUE
1136,143,Christopher Markus,Writer,Writing,TRUE
1137,143,Stephen McFeely,Writer,Writing,TRUE
1138,143,Kevin Feige,Producer,Production,TRUE
1139,143,Henry Jackman,Composer,Sound,TRUE
1140,143,Trent Opaloch,Cinematographer,Camera,TRUE
1141,143,Jeffrey Ford,Editor,Editing,TRUE

1142,144,Louis Leterrier,Director,Directing,FALSE
1143,144,Dan Mazeau,Writer,Writing,FALSE
1144,144,Justin Lin,Writer,Writing,FALSE
1145,144,Vin Diesel,Producer,Production,FALSE
1146,144,Brian Tyler,Composer,Sound,FALSE
1147,144,Stephen F. Windon,Cinematographer,Camera,FALSE
1148,144,Dylan Highsmith,Editor,Editing,FALSE
1149,144,Jan Roelfs,Production Designer,Art,FALSE

1150,145,Matt Reeves,Director,Directing,TRUE
1151,145,Mark Bomback,Writer,Writing,TRUE
1152,145,Peter Chernin,Producer,Production,TRUE
1153,145,Michael Giacchino,Composer,Sound,TRUE
1154,145,Michael Seresin,Cinematographer,Camera,TRUE
1155,145,William Hoy,Editor,Editing,TRUE
1156,145,James Chinlund,Production Designer,Art,TRUE
1157,145,Dan Lemmon,Visual Effects Supervisor,VisualEffects,TRUE

1158,146,Marc Webb,Director,Directing,FALSE
1159,146,Alex Kurtzman,Writer,Writing,FALSE
1160,146,Roberto Orci,Writer,Writing,FALSE
1161,146,Avi Arad,Producer,Production,FALSE
1162,146,Hans Zimmer,Composer,Sound,FALSE
1163,146,Daniel Mindel,Cinematographer,Camera,FALSE
1164,146,Pietro Scalia,Editor,Editing,FALSE
1165,146,Mark Friedberg,Production Designer,Art,FALSE

1166,147,Michael Bay,Director,Directing,FALSE
1167,147,Roberto Orci,Writer,Writing,FALSE
1168,147,Alex Kurtzman,Writer,Writing,FALSE
1169,147,Lorenzo di Bonaventura,Producer,Production,FALSE
1170,147,Steve Jablonsky,Composer,Sound,FALSE
1171,147,Mitch Amundsen,Cinematographer,Camera,FALSE
1172,147,Roger Barton,Editor,Editing,FALSE
1173,147,Jeff Mann,Production Designer,Art,FALSE

1174,148,David Slade,Director,Directing,FALSE
1175,148,Melissa Rosenberg,Writer,Writing,FALSE
1176,148,Wyck Godfrey,Producer,Production,FALSE
1177,148,Howard Shore,Composer,Sound,FALSE
1178,148,Javier Aguirresarobe,Cinematographer,Camera,FALSE
1179,148,Art Jones,Editor,Editing,FALSE
1180,148,Paul D. Austerberry,Production Designer,Art,FALSE
1181,148,Phil Tippett,Visual Effects Supervisor,VisualEffects,FALSE

1182,149,Andy Muschietti,Director,Directing,TRUE
1183,149,Chase Palmer,Writer,Writing,FALSE
1184,149,Cary Fukunaga,Writer,Writing,FALSE
1185,149,Barbara Muschietti,Producer,Production,TRUE
1186,149,Benjamin Wallfisch,Composer,Sound,FALSE
1187,149,Chung-hoon Chung,Cinematographer,Camera,FALSE
1188,149,Jason Ballantine,Editor,Editing,FALSE
1189,149,Paul D. Austerberry,Production Designer,Art,TRUE

1190,150,Brad Bird,Director,Directing,FALSE
1191,150,Josh Appelbaum,Writer,Writing,FALSE
1192,150,André Nemec,Writer,Writing,FALSE
1193,150,Tom Cruise,Producer,Production,FALSE
1194,150,Michael Giacchino,Composer,Sound,FALSE
1195,150,Robert Elswit,Cinematographer,Camera,FALSE
1196,150,Paul Hirsch,Editor,Editing,FALSE
1197,150,James D. Bissell,Production Designer,Art,FALSE
1198,151,Joaquim Dos Santos,Director,Directing,TRUE
1199,151,Kemp Powers,Director,Directing,TRUE
1200,151,Justin K. Thompson,Director,Directing,TRUE
1201,151,Phil Lord,Writer,Writing,TRUE
1202,151,Christopher Miller,Writer,Writing,TRUE
1203,151,Amy Pascal,Producer,Production,TRUE
1204,151,Daniel Pemberton,Composer,Sound,TRUE
1205,151,Mike Lasker,Visual Effects Supervisor,VisualEffects,TRUE

1206,152,Christopher McQuarrie,Director,Directing,FALSE
1207,152,Drew Pearce,Writer,Writing,FALSE
1208,152,Tom Cruise,Producer,Production,FALSE
1209,152,Joe Kraemer,Composer,Sound,FALSE
1210,152,Robert Elswit,Cinematographer,Camera,FALSE
1211,152,Eddie Hamilton,Editor,Editing,FALSE
1212,152,James D. Bissell,Production Designer,Art,FALSE

1213,153,Chris Weitz,Director,Directing,FALSE
1214,153,Melissa Rosenberg,Writer,Writing,FALSE
1215,153,Wyck Godfrey,Producer,Production,FALSE
1216,153,Alexandre Desplat,Composer,Sound,FALSE
1217,153,Javier Aguirresarobe,Cinematographer,Camera,FALSE
1218,153,Peter Lambert,Editor,Editing,FALSE
1219,153,David Brisbin,Production Designer,Art,FALSE

1220,154,Alfonso Cuarón,Director,Directing,TRUE
1221,154,Alfonso Cuarón,Writer,Writing,TRUE
1222,154,David Heyman,Producer,Production,TRUE
1223,154,Steven Price,Composer,Sound,TRUE
1224,154,Emmanuel Lubezki,Cinematographer,Camera,TRUE
1225,154,Mark Sanger,Editor,Editing,TRUE
1226,154,Andy Nicholson,Production Designer,Art,TRUE
1227,154,Tim Webber,Visual Effects Supervisor,VisualEffects,TRUE

1228,155,Ron Clements,Director,Directing,TRUE
1229,155,John Musker,Director,Directing,TRUE
1230,155,Jared Bush,Writer,Writing,TRUE
1231,155,Osnat Shurer,Producer,Production,TRUE
1232,155,Lin-Manuel Miranda,Composer,Sound,TRUE
1233,155,Adolph Lusinsky,Cinematographer,Camera,FALSE
1234,155,Jeff Draheim,Editor,Editing,FALSE
1235,155,Ian Gooding,Production Designer,Art,TRUE

1236,156,Bill Condon,Director,Directing,FALSE
1237,156,Melissa Rosenberg,Writer,Writing,FALSE
1238,156,Wyck Godfrey,Producer,Production,FALSE
1239,156,Carter Burwell,Composer,Sound,FALSE
1240,156,Guillermo Navarro,Cinematographer,Camera,FALSE
1241,156,Virginia Katz,Editor,Editing,FALSE
1242,156,Richard Sherman,Production Designer,Art,FALSE

1243,157,Robert Zemeckis,Director,Directing,TRUE
1244,157,Eric Roth,Writer,Writing,TRUE
1245,157,Wendy Finerman,Producer,Production,TRUE
1246,157,Alan Silvestri,Composer,Sound,TRUE
1247,157,Don Burgess,Cinematographer,Camera,TRUE
1248,157,Arthur Schmidt,Editor,Editing,TRUE
1249,157,Rick Carter,Production Designer,Art,TRUE

1250,158,Gary Ross,Director,Directing,FALSE
1251,158,Suzanne Collins,Writer,Writing,FALSE
1252,158,Billy Ray,Writer,Writing,FALSE
1253,158,Nina Jacobson,Producer,Production,FALSE
1254,158,James Newton Howard,Composer,Sound,FALSE
1255,158,Tom Stern,Cinematographer,Camera,FALSE
1256,158,Stephen Mirrione,Editor,Editing,FALSE
1257,158,Philip Messina,Production Designer,Art,FALSE

1258,159,Scott Derrickson,Director,Directing,FALSE
1259,159,Jon Spaihts,Writer,Writing,FALSE
1260,159,Kevin Feige,Producer,Production,FALSE
1261,159,Michael Giacchino,Composer,Sound,FALSE
1262,159,Benjamin Davis,Cinematographer,Camera,FALSE
1263,159,Wyatt Smith,Editor,Editing,FALSE
1264,159,Charles Wood,Production Designer,Art,FALSE
1265,159,Stephane Ceretti,Visual Effects Supervisor,VisualEffects,FALSE

1266,160,M. Night Shyamalan,Director,Directing,TRUE
1267,160,M. Night Shyamalan,Writer,Writing,TRUE
1268,160,Frank Marshall,Producer,Production,FALSE
1269,160,James Newton Howard,Composer,Sound,TRUE
1270,160,Tak Fujimoto,Cinematographer,Camera,FALSE
1271,160,Andrew Mondshein,Editor,Editing,FALSE
1272,160,Larry Fulton,Production Designer,Art,FALSE

1273,161,Zack Snyder,Director,Directing,FALSE
1274,161,David S. Goyer,Writer,Writing,FALSE
1275,161,Charles Roven,Producer,Production,FALSE
1276,161,Hans Zimmer,Composer,Sound,FALSE
1277,161,Amir Mokri,Cinematographer,Camera,FALSE
1278,161,David Brenner,Editor,Editing,FALSE
1279,161,Alex McDowell,Production Designer,Art,FALSE
1280,161,John DesJardin,Visual Effects Supervisor,VisualEffects,FALSE

1281,162,Jennifer Yuh Nelson,Director,Directing,FALSE
1282,162,Jonathan Aibel,Writer,Writing,FALSE
1283,162,Glenn Berger,Writer,Writing,FALSE
1284,162,Melissa Cobb,Producer,Production,FALSE
1285,162,Hans Zimmer,Composer,Sound,FALSE
1286,162,Yong Duk Jhun,Cinematographer,Camera,FALSE
1287,162,Clare Knight,Editor,Editing,FALSE
1288,162,Rick Heinrichs,Production Designer,Art,FALSE

1289,163,Zack Snyder,Director,Directing,FALSE
1290,163,Chris Terrio,Writer,Writing,FALSE
1291,163,Charles Roven,Producer,Production,FALSE
1292,163,Danny Elfman,Composer,Sound,FALSE
1293,163,Fabian Wagner,Cinematographer,Camera,FALSE
1294,163,David Brenner,Editor,Editing,FALSE
1295,163,Patrick Tatopoulos,Production Designer,Art,FALSE
1296,163,John DesJardin,Visual Effects Supervisor,VisualEffects,FALSE

1297,164,George Lucas,Director,Directing,FALSE
1298,164,George Lucas,Writer,Writing,FALSE
1299,164,Rick McCallum,Producer,Production,FALSE
1300,164,John Williams,Composer,Sound,FALSE
1301,164,David Tattersall,Cinematographer,Camera,FALSE
1302,164,Ben Burtt,Editor,Editing,FALSE
1303,164,Gavin Bocquet,Production Designer,Art,FALSE
1304,164,John Knoll,Visual Effects Supervisor,VisualEffects,FALSE

1305,165,David Yates,Director,Directing,FALSE
1306,165,J.K. Rowling,Writer,Writing,FALSE
1307,165,David Heyman,Producer,Production,FALSE
1308,165,James Newton Howard,Composer,Sound,FALSE
1309,165,Philippe Rousselot,Cinematographer,Camera,FALSE
1310,165,Mark Day,Editor,Editing,FALSE
1311,165,Stuart Craig,Production Designer,Art,FALSE
1312,165,Christian Manz,Visual Effects Supervisor,VisualEffects,FALSE

1313,166,Gore Verbinski,Director,Directing,TRUE
1314,166,Ted Elliott,Writer,Writing,FALSE
1315,166,Terry Rossio,Writer,Writing,FALSE
1316,166,Jerry Bruckheimer,Producer,Production,TRUE
1317,166,Klaus Badelt,Composer,Sound,FALSE
1318,166,Dariusz Wolski,Cinematographer,Camera,FALSE
1319,166,Stephen Rivkin,Editor,Editing,FALSE
1320,166,Brian Morris,Production Designer,Art,TRUE

1321,167,Barry Sonnenfeld,Director,Directing,FALSE
1322,167,Ethan Cohen,Writer,Writing,FALSE
1323,167,Walter F. Parkes,Producer,Production,FALSE
1324,167,Danny Elfman,Composer,Sound,FALSE
1325,167,Bill Pope,Cinematographer,Camera,FALSE
1326,167,Don Zimmerman,Editor,Editing,FALSE
1327,167,Bo Welch,Production Designer,Art,FALSE
1328,167,Ken Ralston,Visual Effects Supervisor,VisualEffects,FALSE

1329,168,Ridley Scott,Director,Directing,TRUE
1330,168,Drew Goddard,Writer,Writing,TRUE
1331,168,Simon Kinberg,Producer,Production,TRUE
1332,168,Harry Gregson-Williams,Composer,Sound,FALSE
1333,168,Dariusz Wolski,Cinematographer,Camera,FALSE
1334,168,Pietro Scalia,Editor,Editing,TRUE
1335,168,Arthur Max,Production Designer,Art,TRUE

1336,169,Carlos Saldanha,Director,Directing,FALSE
1337,169,Peter Ackerman,Writer,Writing,FALSE
1338,169,Lori Forte,Producer,Production,FALSE
1339,169,John Powell,Composer,Sound,FALSE
1340,169,Craig Grasso,Cinematographer,Camera,FALSE
1341,169,Harry Hitner,Editor,Editing,FALSE
1342,169,Thomas Cardone,Production Designer,Art,FALSE

1343,170,Don Hall,Director,Directing,TRUE
1344,170,Chris Williams,Director,Directing,TRUE
1345,170,Jordan Roberts,Writer,Writing,TRUE
1346,170,Roy Conli,Producer,Production,TRUE
1347,170,Henry Jackman,Composer,Sound,TRUE
1348,170,Adolph Lusinsky,Cinematographer,Camera,FALSE
1349,170,Tim Mertens,Editor,Editing,FALSE
1350,170,Paul Felix,Production Designer,Art,TRUE
1351,171,Francis Lawrence,Director,Directing,FALSE
1352,171,Peter Craig,Writer,Writing,FALSE
1353,171,Danny Strong,Writer,Writing,FALSE
1354,171,Nina Jacobson,Producer,Production,FALSE
1355,171,James Newton Howard,Composer,Sound,FALSE
1356,171,Jo Willems,Cinematographer,Camera,FALSE
1357,171,Alan Edward Bell,Editor,Editing,FALSE
1358,171,Philip Messina,Production Designer,Art,FALSE

1359,172,Alan Taylor,Director,Directing,FALSE
1360,172,Christopher Yost,Writer,Writing,FALSE
1361,172,Kevin Feige,Producer,Production,FALSE
1362,172,Brian Tyler,Composer,Sound,FALSE
1363,172,Kramer Morgenthau,Cinematographer,Camera,FALSE
1364,172,Dan Lebental,Editor,Editing,FALSE
1365,172,Charles Wood,Production Designer,Art,FALSE
1366,172,Jake Morrison,Visual Effects Supervisor,VisualEffects,FALSE

1367,173,Christopher Nolan,Director,Directing,TRUE
1368,173,Jonathan Nolan,Writer,Writing,TRUE
1369,173,Emma Thomas,Producer,Production,TRUE
1370,173,Hans Zimmer,Composer,Sound,TRUE
1371,173,Hoyte van Hoytema,Cinematographer,Camera,TRUE
1372,173,Lee Smith,Editor,Editing,TRUE
1373,173,Nathan Crowley,Production Designer,Art,TRUE
1374,173,Paul Franklin,Visual Effects Supervisor,VisualEffects,TRUE

1375,174,Haruo Sotozaki,Director,Directing,FALSE
1376,174,Koyoharu Gotouge,Writer,Writing,FALSE
1377,174,Akifumi Fujio,Producer,Production,FALSE
1378,174,Yuki Kajiura,Composer,Sound,FALSE
1379,174,Ufotable,Visual Effects Supervisor,VisualEffects,FALSE

1380,175,Dean DeBlois,Director,Directing,FALSE
1381,175,Dean DeBlois,Writer,Writing,FALSE
1382,175,Bonnie Arnold,Producer,Production,FALSE
1383,175,John Powell,Composer,Sound,FALSE
1384,175,Gil Zimmerman,Cinematographer,Camera,FALSE
1385,175,John K. Carr,Editor,Editing,FALSE
1386,175,Pierre-Olivier Vincent,Production Designer,Art,FALSE

1387,176,Paul King,Director,Directing,FALSE
1388,176,Simon Farnaby,Writer,Writing,FALSE
1389,176,David Heyman,Producer,Production,FALSE
1390,176,Joby Talbot,Composer,Sound,FALSE
1391,176,Seamus McGarvey,Cinematographer,Camera,FALSE
1392,176,Mark Everson,Editor,Editing,FALSE
1393,176,Nathan Crowley,Production Designer,Art,FALSE
1394,176,Tom Proctor,Visual Effects Supervisor,VisualEffects,FALSE

1395,177,Mark Osborne,Director,Directing,TRUE
1396,177,John Stevenson,Director,Directing,TRUE
1397,177,Jonathan Aibel,Writer,Writing,TRUE
1398,177,Glenn Berger,Writer,Writing,TRUE
1399,177,Melissa Cobb,Producer,Production,TRUE
1400,177,Hans Zimmer,Composer,Sound,TRUE
1401,177,Yong Duk Jhun,Cinematographer,Camera,FALSE
1402,177,Clare Knight,Editor,Editing,FALSE

1403,178,Brad Bird,Director,Directing,TRUE
1404,178,Brad Bird,Writer,Writing,TRUE
1405,178,John Walker,Producer,Production,TRUE
1406,178,Michael Giacchino,Composer,Sound,TRUE
1407,178,Andrew Jimenez,Cinematographer,Camera,FALSE
1408,178,Stephen Schaffer,Editor,Editing,TRUE
1409,178,Lou Romano,Production Designer,Art,TRUE
1410,178,Ralph Eggleston,Visual Effects Supervisor,VisualEffects,TRUE

1411,179,Garth Jennings,Director,Directing,FALSE
1412,179,Garth Jennings,Writer,Writing,FALSE
1413,179,Chris Meledandri,Producer,Production,FALSE
1414,179,Joby Talbot,Composer,Sound,FALSE
1415,179,Thomas E. Ackerman,Cinematographer,Camera,FALSE
1416,179,Greg Perler,Editor,Editing,FALSE
1417,179,Eric Guillon,Production Designer,Art,FALSE

1418,180,Justin Lin,Director,Directing,FALSE
1419,180,Chris Morgan,Writer,Writing,FALSE
1420,180,Neal H. Moritz,Producer,Production,FALSE
1421,180,Brian Tyler,Composer,Sound,FALSE
1422,180,Stephen F. Windon,Cinematographer,Camera,FALSE
1423,180,Christian Wagner,Editor,Editing,FALSE
1424,180,Peter Wenham,Production Designer,Art,FALSE

1425,181,Joseph Kosinski,Director,Directing,FALSE
1426,181,Ehren Kruger,Writer,Writing,FALSE
1427,181,Jerry Bruckheimer,Producer,Production,FALSE
1428,181,Hans Zimmer,Composer,Sound,FALSE
1429,181,Claudio Miranda,Cinematographer,Camera,FALSE
1430,181,Eddie Hamilton,Editor,Editing,FALSE
1431,181,Jeremy Hindle,Production Designer,Art,FALSE

1432,182,Brad Bird,Director,Directing,TRUE
1433,182,Jan Pinkava,Writer,Writing,TRUE
1434,182,Brad Lewis,Producer,Production,TRUE
1435,182,Michael Giacchino,Composer,Sound,TRUE
1436,182,Sharon Calahan,Cinematographer,Camera,TRUE
1437,182,Darren Holmes,Editor,Editing,TRUE
1438,182,Harley Jessup,Production Designer,Art,TRUE

1439,183,Peter Berg,Director,Directing,FALSE
1440,183,Vincent Ngo,Writer,Writing,FALSE
1441,183,Akiva Goldsman,Producer,Production,FALSE
1442,183,John Powell,Composer,Sound,FALSE
1443,183,Dion Beebe,Cinematographer,Camera,FALSE
1444,183,Colby Parker Jr.,Editor,Editing,FALSE
1445,183,Neil Spisak,Production Designer,Art,FALSE

1446,184,Peyton Reed,Director,Directing,FALSE
1447,184,Chris McKenna,Writer,Writing,FALSE
