film_id,political_content_present,political_alignment,social_issue_focus,lgbt_representation_present,minority_representation_strength,gender_equality_focus,war_or_conflict_related,environmental_theme_present,activism_message_strength,controversy_level,propaganda_tone
279,TRUE,progressive,race,TRUE,0.8,FALSE,FALSE,FALSE,0.6,0.3,FALSE
280,TRUE,progressive,class,FALSE,0.8,FALSE,FALSE,FALSE,0.4,0.3,FALSE
281,FALSE,neutral,other,FALSE,0.3,FALSE,FALSE,FALSE,0.2,0.3,FALSE
282,FALSE,neutral,other,FALSE,0.3,FALSE,FALSE,FALSE,0.2,0.1,FALSE
283,TRUE,neutral,war,FALSE,0.2,FALSE,TRUE,FALSE,0.2,0.2,FALSE
284,TRUE,anti_establishment,war,FALSE,0.3,FALSE,TRUE,FALSE,0.6,0.1,FALSE
285,FALSE,neutral,other,FALSE,0.2,FALSE,FALSE,FALSE,0.1,0.1,FALSE
286,TRUE,neutral,other,FALSE,0.5,FALSE,FALSE,FALSE,0.3,0.2,FALSE
287,TRUE,neutral,class,FALSE,0.3,FALSE,FALSE,FALSE,0.3,0.1,FALSE
288,TRUE,progressive,race,FALSE,0.3,TRUE,FALSE,FALSE,0.3,0.1,FALSE
289,TRUE,neutral,environment,FALSE,0.2,FALSE,FALSE,TRUE,0.2,0.1,FALSE
290,,,,,,,,,,,
291,TRUE,anti_establishment,war,FALSE,0.2,FALSE,TRUE,FALSE,0.3,0.1,FALSE
292,,,,,,,,,,,
293,FALSE,neutral,other,TRUE,0.4,FALSE,FALSE,FALSE,0.2,0.2,FALSE
294,TRUE,progressive,environment,FALSE,0.3,FALSE,TRUE,TRUE,0.6,0.2,FALSE
295,TRUE,neutral,war,FALSE,0.3,FALSE,TRUE,TRUE,0.2,0.1,FALSE
296,TRUE,anti_establishment,other,FALSE,0.4,FALSE,FALSE,FALSE,0.6,0.2,FALSE
297,TRUE,anti_establishment,war,FALSE,0.4,FALSE,TRUE,FALSE,0.4,0.3,FALSE
298,TRUE,anti_establishment,other,TRUE,0.4,FALSE,FALSE,FALSE,0.8,0.3,FALSE
299,FALSE,neutral,other,FALSE,0.3,FALSE,FALSE,FALSE,0.1,0.3,FALSE
300,FALSE,neutral,other,FALSE,0.3,FALSE,TRUE,FALSE,0.2,0.1,FALSE
301,FALSE,neutral,other,FALSE,0.2,FALSE,FALSE,FALSE,0.1,0.1,FALSE
302,TRUE,neutral,war,FALSE,0.3,FALSE,TRUE,FALSE,0.3,0.3,FALSE
303,TRUE,neutral,environment,FALSE,0.2,FALSE,FALSE,TRUE,0.2,0.1,FALSE
304,TRUE,progressive,lgbt,FALSE,0.6,TRUE,TRUE,FALSE,0.6,0.4,FALSE
305,TRUE,neutral,war,FALSE,0.2,FALSE,TRUE,FALSE,0.2,0.1,FALSE
306,TRUE,neutral,other,FALSE,0.3,FALSE,FALSE,FALSE,0.2,0.2,FALSE
307,TRUE,anti_establishment,other,FALSE,0.3,FALSE,FALSE,FALSE,0.3,0.2,FALSE
308,TRUE,conservative,other,FALSE,0.3,FALSE,TRUE,FALSE,0.4,0.4,FALSE
309,,,,,,,,,,,
310,TRUE,conservative,war,FALSE,0.2,FALSE,TRUE,FALSE,0.5,0.4,FALSE
311,FALSE,neutral,other,FALSE,0.3,FALSE,FALSE,FALSE,0.1,0.1,FALSE
312,TRUE,anti_establishment,class,FALSE,0.3,FALSE,TRUE,FALSE,0.4,0.2,FALSE
313,TRUE,anti_establishment,class,FALSE,0.5,FALSE,FALSE,FALSE,0.8,0.5,FALSE
314,FALSE,neutral,other,FALSE,0.3,FALSE,FALSE,FALSE,0.1,0.1,FALSE
315,TRUE,anti_establishment,race,FALSE,0.5,TRUE,TRUE,FALSE,0.7,0.6,FALSE
316,TRUE,neutral,war,FALSE,0.2,FALSE,TRUE,FALSE,0.2,0.1,FALSE
317,TRUE,conservative,war,FALSE,0.2,FALSE,TRUE,FALSE,0.3,0.3,FALSE
318,TRUE,neutral,environment,FALSE,0.3,FALSE,FALSE,TRUE,0.4,0.3,FALSE
319,FALSE,neutral,other,FALSE,0.4,FALSE,FALSE,FALSE,0.2,0.2,FALSE
320,FALSE,neutral,other,FALSE,0.2,FALSE,FALSE,FALSE,0.1,0.1,FALSE
321,TRUE,authoritarian,other,FALSE,0.2,FALSE,TRUE,FALSE,0.4,0.4,TRUE
322,TRUE,neutral,gender,FALSE,0.2,FALSE,FALSE,FALSE,0.2,0.3,FALSE
323,TRUE,anti_establishment,other,FALSE,0.3,FALSE,TRUE,FALSE,0.5,0.2,FALSE
324,FALSE,neutral,other,FALSE,0.2,FALSE,FALSE,FALSE,0.1,0.1,FALSE
325,FALSE,neutral,other,FALSE,0.3,FALSE,FALSE,FALSE,0.1,0.1,FALSE
326,TRUE,progressive,gender,FALSE,0.2,TRUE,FALSE,FALSE,0.3,0.3,FALSE
327,TRUE,neutral,environment,FALSE,0.4,FALSE,TRUE,TRUE,0.4,0.2,FALSE
328,TRUE,neutral,war,FALSE,0.6,FALSE,TRUE,FALSE,0.3,0.2,FALSE
329,TRUE,neutral,war,FALSE,0.3,FALSE,TRUE,FALSE,0.2,0.1,FALSE
330,FALSE,neutral,other,FALSE,0.2,FALSE,FALSE,FALSE,0.1,0.1,FALSE
331,TRUE,authoritarian,war,FALSE,0.1,FALSE,TRUE,FALSE,0.4,0.5,TRUE
332,FALSE,neutral,other,FALSE,0.3,FALSE,FALSE,FALSE,0.2,0.2,FALSE
333,TRUE,anti_establishment,class,FALSE,0.5,TRUE,TRUE,FALSE,0.9,0.3,FALSE
334,TRUE,neutral,other,FALSE,0.2,FALSE,TRUE,FALSE,0.2,0.2,FALSE
335,FALSE,neutral,other,FALSE,0.3,FALSE,FALSE,FALSE,0.1,0.1,FALSE
336,TRUE,neutral,war,FALSE,0.2,FALSE,TRUE,FALSE,0.3,0.2,FALSE
337,TRUE,neutral,class,FALSE,0.3,FALSE,FALSE,FALSE,0.3,0.2,FALSE
338,TRUE,progressive,race,TRUE,0.9,TRUE,TRUE,FALSE,0.6,0.3,FALSE
339,TRUE,neutral,war,FALSE,0.2,FALSE,TRUE,FALSE,0.2,0.2,FALSE
340,TRUE,conservative,war,FALSE,0.2,FALSE,TRUE,FALSE,0.3,0.2,FALSE
341,TRUE,conservative,class,FALSE,0.2,FALSE,FALSE,FALSE,0.2,0.2,FALSE
342,TRUE,progressive,gender,FALSE,0.5,TRUE,FALSE,FALSE,0.4,0.2,FALSE
343,TRUE,anti_establishment,war,FALSE,0.4,FALSE,TRUE,TRUE,0.8,0.4,FALSE
344,TRUE,conservative,other,FALSE,0.1,FALSE,FALSE,FALSE,0.5,0.6,FALSE
345,TRUE,progressive,class,FALSE,0.6,TRUE,FALSE,FALSE,0.4,0.2,FALSE
346,FALSE,neutral,other,FALSE,0.3,FALSE,FALSE,FALSE,0.1,0.1,FALSE
347,TRUE,anti_establishment,other,FALSE,0.4,FALSE,TRUE,FALSE,0.6,0.3,FALSE
348,FALSE,neutral,other,FALSE,0.1,FALSE,FALSE,FALSE,0.1,0.1,FALSE
349,,,,,,,,,,,
350,FALSE,neutral,other,FALSE,0.7,FALSE,FALSE,FALSE,0.2,0.2,FALSE
351,TRUE,progressive,race,FALSE,0.8,FALSE,TRUE,TRUE,0.6,0.3,FALSE
352,FALSE,neutral,other,FALSE,0.2,FALSE,FALSE,FALSE,0.1,0.1,FALSE
353,FALSE,neutral,other,FALSE,0.2,FALSE,TRUE,FALSE,0.2,0.2,FALSE
354,TRUE,conservative,other,FALSE,0.2,FALSE,TRUE,FALSE,0.2,0.2,FALSE
355,TRUE,conservative,other,FALSE,0.2,FALSE,TRUE,FALSE,0.3,0.3,FALSE
356,TRUE,neutral,other,FALSE,0.6,FALSE,TRUE,FALSE,0.3,0.2,FALSE
357,TRUE,anti_establishment,other,FALSE,0.3,FALSE,TRUE,FALSE,0.5,0.2,FALSE
358,TRUE,progressive,gender,TRUE,0.3,TRUE,FALSE,FALSE,0.3,0.3,FALSE
359,,,,,,,,,,,
360,FALSE,neutral,other,FALSE,0.2,FALSE,TRUE,FALSE,0.2,0.2,FALSE
361,TRUE,neutral,other,FALSE,0.1,FALSE,FALSE,FALSE,0.2,0.2,FALSE
362,TRUE,neutral,war,FALSE,0.5,FALSE,TRUE,FALSE,0.3,0.2,FALSE
363,FALSE,neutral,other,FALSE,0.6,FALSE,FALSE,FALSE,0.2,0.2,FALSE
364,FALSE,neutral,other,FALSE,0.3,FALSE,TRUE,FALSE,0.2,0.2,FALSE
365,TRUE,anti_establishment,other,FALSE,0.4,FALSE,TRUE,FALSE,0.3,0.2,FALSE
366,FALSE,neutral,other,FALSE,0.1,FALSE,FALSE,FALSE,0.1,0.1,FALSE
367,TRUE,anti_establishment,lgbt,TRUE,0.5,FALSE,TRUE,FALSE,0.4,0.4,FALSE
368,FALSE,neutral,other,FALSE,0.3,FALSE,FALSE,FALSE,0.1,0.1,FALSE
369,TRUE,progressive,race,FALSE,0.6,FALSE,TRUE,FALSE,0.5,0.2,FALSE
370,FALSE,neutral,other,FALSE,0.3,FALSE,TRUE,FALSE,0.2,0.2,FALSE
371,TRUE,anti_establishment,other,FALSE,0.3,FALSE,TRUE,FALSE,0.4,0.2,FALSE
372,FALSE,neutral,other,FALSE,0.5,FALSE,FALSE,FALSE,0.1,0.1,FALSE
373,FALSE,neutral,other,FALSE,0.4,FALSE,FALSE,FALSE,0.1,0.1,FALSE
374,TRUE,anti_establishment,other,FALSE,0.3,FALSE,TRUE,FALSE,0.3,0.2,FALSE
375,FALSE,neutral,other,FALSE,0.2,FALSE,FALSE,FALSE,0.1,0.2,FALSE
376,FALSE,neutral,other,FALSE,0.3,FALSE,FALSE,FALSE,0.1,0.1,FALSE
377,TRUE,progressive,environment,FALSE,0.3,FALSE,FALSE,TRUE,0.3,0.1,FALSE
378,TRUE,anti_establishment,class,FALSE,0.4,FALSE,TRUE,FALSE,0.5,0.2,FALSE
379,TRUE,progressive,race,TRUE,0.9,TRUE,TRUE,FALSE,0.5,0.4,FALSE
380,TRUE,progressive,gender,FALSE,0.3,TRUE,TRUE,FALSE,0.3,0.2,FALSE
381,FALSE,neutral,other,FALSE,0.7,FALSE,FALSE,FALSE,0.2,0.2,FALSE
382,FALSE,neutral,other,FALSE,0.3,FALSE,FALSE,FALSE,0.2,0.1,FALSE
383,TRUE,neutral,war,FALSE,0.3,FALSE,TRUE,FALSE,0.2,0.2,FALSE
384,FALSE,neutral,other,FALSE,0.4,FALSE,FALSE,FALSE,0.1,0.1,FALSE
385,TRUE,anti_establishment,class,FALSE,0.4,FALSE,TRUE,TRUE,0.6,0.2,FALSE
386,FALSE,neutral,other,FALSE,0.4,FALSE,FALSE,FALSE,0.1,0.1,FALSE
387,TRUE,progressive,environment,FALSE,0.2,FALSE,FALSE,TRUE,0.4,0.1,FALSE
388,FALSE,neutral,gender,FALSE,0.1,FALSE,FALSE,FALSE,0.2,0.3,FALSE
389,TRUE,neutral,other,FALSE,0.4,FALSE,TRUE,FALSE,0.3,0.3,FALSE
390,TRUE,neutral,war,FALSE,0.3,FALSE,TRUE,FALSE,0.3,0.2,FALSE
391,TRUE,neutral,other,FALSE,0.2,FALSE,TRUE,FALSE,0.2,0.1,FALSE
392,TRUE,conservative,race,FALSE,0.1,FALSE,FALSE,FALSE,0.7,0.0,FALSE
393,TRUE,anti_establishment,class,FALSE,0.2,FALSE,TRUE,FALSE,0.5,0.2,FALSE
394,TRUE,anti_establishment,class,FALSE,0.4,FALSE,FALSE,FALSE,0.7,0.6,FALSE
395,FALSE,neutral,other,FALSE,0.2,FALSE,FALSE,FALSE,0.1,0.1,FALSE
396,TRUE,neutral,environment,FALSE,0.3,FALSE,TRUE,TRUE,0.4,0.2,FALSE
397,TRUE,progressive,race,FALSE,0.5,FALSE,TRUE,FALSE,0.3,0.2,FALSE
398,TRUE,neutral,environment,FALSE,0.2,FALSE,FALSE,TRUE,0.3,0.1,FALSE
399,TRUE,progressive,race,TRUE,0.7,TRUE,FALSE,FALSE,0.4,0.1,FALSE
400,TRUE,progressive,environment,FALSE,0.3,TRUE,FALSE,TRUE,0.8,0.3,FALSE
401,TRUE,neutral,war,FALSE,0.2,FALSE,TRUE,FALSE,0.2,0.1,FALSE
402,TRUE,anti_establishment,war,FALSE,0.2,FALSE,TRUE,FALSE,0.3,0.2,FALSE
403,TRUE,progressive,class,FALSE,0.9,FALSE,FALSE,FALSE,0.5,0.3,FALSE
404,TRUE,neutral,war,FALSE,0.1,FALSE,TRUE,FALSE,0.2,0.2,FALSE
405,FALSE,neutral,other,FALSE,0.2,FALSE,FALSE,FALSE,0.1,0.1,FALSE
406,,,,,,,,,,,
407,TRUE,anti_establishment,other,FALSE,0.3,FALSE,FALSE,FALSE,0.3,0.2,FALSE
408,TRUE,neutral,other,FALSE,0.3,FALSE,TRUE,FALSE,0.2,0.1,FALSE
409,FALSE,neutral,gender,FALSE,0.2,FALSE,FALSE,FALSE,0.1,0.6,FALSE
410,TRUE,progressive,gender,FALSE,0.5,TRUE,TRUE,TRUE,0.8,0.4,FALSE
411,TRUE,progressive,gender,FALSE,0.5,TRUE,TRUE,FALSE,0.5,0.3,FALSE
412,TRUE,conservative,other,FALSE,0.2,FALSE,FALSE,FALSE,0.2,0.2,FALSE
413,TRUE,neutral,other,FALSE,0.3,FALSE,FALSE,FALSE,0.1,0.3,FALSE
414,FALSE,neutral,other,FALSE,0.2,FALSE,FALSE,FALSE,0.1,0.1,FALSE
415,TRUE,neutral,environment,FALSE,0.2,FALSE,TRUE,TRUE,0.3,0.2,FALSE
416,TRUE,conservative,war,FALSE,0.2,FALSE,TRUE,FALSE,0.2,0.2,FALSE
417,FALSE,neutral,other,FALSE,0.2,FALSE,FALSE,FALSE,0.1,0.1,FALSE
418,TRUE,progressive,race,FALSE,0.6,FALSE,FALSE,FALSE,0.2,0.1,FALSE
419,TRUE,anti_establishment,war,FALSE,0.4,FALSE,TRUE,FALSE,0.3,0.2,FALSE
420,TRUE,progressive,gender,FALSE,0.3,TRUE,FALSE,FALSE,0.2,0.2,FALSE
421,FALSE,neutral,other,FALSE,0.2,FALSE,FALSE,FALSE,0.1,0.1,FALSE
422,TRUE,progressive,race,FALSE,0.9,TRUE,FALSE,FALSE,0.6,0.2,FALSE
423,TRUE,authoritarian,other,FALSE,0.1,FALSE,FALSE,FALSE,0.3,0.3,TRUE
424,,,,,,,,,,,
425,TRUE,progressive,environment,FALSE,0.3,FALSE,FALSE,TRUE,0.4,0.2,FALSE
426,FALSE,neutral,gender,FALSE,0.2,FALSE,FALSE,FALSE,0.1,0.6,FALSE
427,FALSE,neutral,other,FALSE,0.3,FALSE,FALSE,FALSE,0.1,0.1,FALSE
428,TRUE,conservative,war,FALSE,0.2,FALSE,TRUE,FALSE,0.3,0.2,FALSE
429,FALSE,neutral,other,FALSE,0.2,FALSE,FALSE,FALSE,0.1,0.3,FALSE
430,TRUE,anti_establishment,war,FALSE,0.2,FALSE,TRUE,FALSE,0.3,0.1,FALSE
431,TRUE,anti_establishment,other,FALSE,0.2,FALSE,FALSE,FALSE,0.3,0.6,FALSE
432,TRUE,neutral,gender,FALSE,0.3,TRUE,FALSE,FALSE,0.4,0.3,FALSE
433,TRUE,neutral,war,FALSE,0.2,FALSE,TRUE,FALSE,0.2,0.2,FALSE
434,FALSE,neutral,other,FALSE,0.3,FALSE,FALSE,FALSE,0.1,0.1,FALSE
435,FALSE,neutral,gender,FALSE,0.6,FALSE,FALSE,FALSE,0.1,0.2,FALSE
436,,,,,,,,,,,
437,TRUE,neutral,war,FALSE,0.3,FALSE,TRUE,FALSE,0.2,0.3,FALSE
438,FALSE,neutral,other,FALSE,0.3,FALSE,FALSE,FALSE,0.1,0.1,FALSE
439,FALSE,neutral,other,FALSE,0.2,FALSE,FALSE,FALSE,0.1,0.3,FALSE
440,FALSE,neutral,other,FALSE,0.6,FALSE,FALSE,FALSE,0.2,0.2,FALSE
441,TRUE,neutral,environment,FALSE,0.2,FALSE,TRUE,TRUE,0.2,0.1,FALSE
442,TRUE,neutral,war,FALSE,0.2,FALSE,TRUE,FALSE,0.3,0.2,FALSE
443,TRUE,conservative,war,FALSE,0.2,FALSE,TRUE,FALSE,0.3,0.3,FALSE
444,FALSE,neutral,other,FALSE,0.2,FALSE,FALSE,FALSE,0.1,0.1,FALSE
445,TRUE,progressive,class,FALSE,0.5,FALSE,FALSE,FALSE,0.7,0.2,FALSE
446,FALSE,neutral,other,FALSE,0.2,FALSE,FALSE,FALSE,0.1,0.1,FALSE
447,FALSE,neutral,other,FALSE,0.2,FALSE,FALSE,FALSE,0.1,0.1,FALSE
448,TRUE,anti_establishment,war,FALSE,0.3,FALSE,TRUE,FALSE,0.4,0.2,FALSE
449,FALSE,neutral,other,FALSE,0.3,FALSE,FALSE,FALSE,0.1,0.2,FALSE
450,TRUE,conservative,war,FALSE,0.2,FALSE,TRUE,FALSE,0.3,0.2,FALSE
451,FALSE,neutral,other,FALSE,0.2,FALSE,FALSE,FALSE,0.1,0.1,FALSE
452,FALSE,neutral,other,FALSE,0.6,FALSE,FALSE,FALSE,0.1,0.1,FALSE
453,FALSE,neutral,other,FALSE,0.2,FALSE,FALSE,FALSE,0.1,0.1,FALSE
454,TRUE,anti_establishment,other,FALSE,0.3,FALSE,FALSE,FALSE,0.6,0.3,FALSE
455,FALSE,neutral,other,FALSE,0.2,FALSE,FALSE,FALSE,0.1,0.1,FALSE
456,FALSE,neutral,other,FALSE,0.3,FALSE,FALSE,FALSE,0.1,0.1,FALSE
457,TRUE,conservative,war,FALSE,0.2,FALSE,TRUE,FALSE,0.2,0.3,FALSE
458,TRUE,progressive,race,FALSE,0.4,FALSE,TRUE,TRUE,0.4,0.3,FALSE
459,TRUE,neutral,other,FALSE,0.3,FALSE,FALSE,FALSE,0.3,0.2,FALSE
460,TRUE,neutral,war,FALSE,0.3,FALSE,TRUE,FALSE,0.2,0.2,FALSE
461,TRUE,neutral,class,TRUE,0.3,FALSE,FALSE,FALSE,0.4,0.6,FALSE
462,TRUE,neutral,environment,FALSE,0.2,FALSE,FALSE,TRUE,0.3,0.1,FALSE
463,TRUE,authoritarian,other,FALSE,0.1,FALSE,FALSE,FALSE,0.3,0.4,TRUE
464,FALSE,neutral,other,FALSE,0.2,FALSE,FALSE,FALSE,0.1,0.1,FALSE
465,TRUE,progressive,race,FALSE,0.6,FALSE,TRUE,FALSE,0.5,0.2,FALSE
466,FALSE,neutral,other,FALSE,0.3,FALSE,FALSE,FALSE,0.1,0.1,FALSE
467,TRUE,anti_establishment,other,FALSE,0.3,FALSE,FALSE,FALSE,0.4,0.2,FALSE
468,FALSE,neutral,other,FALSE,0.3,FALSE,FALSE,FALSE,0.1,0.1,FALSE
469,TRUE,neutral,class,FALSE,0.3,FALSE,FALSE,FALSE,0.3,0.2,FALSE
470,TRUE,progressive,environment,FALSE,0.4,FALSE,FALSE,TRUE,0.5,0.2,FALSE
471,TRUE,neutral,environment,FALSE,0.2,FALSE,FALSE,TRUE,0.5,0.6,FALSE
472,TRUE,neutral,lgbt,TRUE,0.3,FALSE,FALSE,FALSE,0.3,0.7,FALSE
473,FALSE,neutral,other,FALSE,0.3,FALSE,FALSE,FALSE,0.1,0.1,FALSE
474,FALSE,neutral,other,FALSE,0.3,FALSE,FALSE,FALSE,0.1,0.1,FALSE
475,FALSE,neutral,other,FALSE,0.6,FALSE,FALSE,FALSE,0.2,0.1,FALSE
476,FALSE,neutral,other,FALSE,0.2,FALSE,FALSE,FALSE,0.1,0.1,FALSE
477,TRUE,anti_establishment,class,FALSE,0.3,FALSE,FALSE,FALSE,0.5,0.2,FALSE
478,TRUE,progressive,environment,FALSE,0.3,FALSE,FALSE,TRUE,0.9,0.3,FALSE
479,TRUE,anti_establishment,other,FALSE,0.3,FALSE,TRUE,FALSE,0.4,0.2,FALSE
480,FALSE,neutral,other,FALSE,0.2,FALSE,FALSE,FALSE,0.1,0.3,FALSE
481,TRUE,progressive,gender,FALSE,0.3,TRUE,FALSE,FALSE,0.6,0.4,FALSE
482,TRUE,neutral,environment,FALSE,0.2,FALSE,FALSE,TRUE,0.3,0.2,FALSE
483,FALSE,neutral,other,FALSE,0.3,FALSE,FALSE,FALSE,0.1,0.1,FALSE
484,TRUE,anti_establishment,other,FALSE,0.3,FALSE,FALSE,FALSE,0.4,0.2,FALSE
485,FALSE,neutral,other,FALSE,0.3,FALSE,FALSE,FALSE,0.1,0.1,FALSE
486,TRUE,anti_establishment,other,FALSE,0.4,FALSE,TRUE,FALSE,0.6,0.2,FALSE
487,TRUE,anti_establishment,class,FALSE,0.5,TRUE,TRUE,FALSE,0.8,0.3,FALSE
488,TRUE,neutral,class,FALSE,0.3,FALSE,FALSE,FALSE,0.4,0.1,FALSE
489,FALSE,neutral,other,FALSE,0.6,FALSE,FALSE,FALSE,0.1,0.1,FALSE
490,TRUE,progressive,race,FALSE,0.7,TRUE,FALSE,TRUE,0.5,0.4,FALSE
491,TRUE,progressive,class,FALSE,0.4,TRUE,FALSE,FALSE,0.4,0.2,FALSE
492,FALSE,neutral,other,FALSE,0.5,FALSE,FALSE,FALSE,0.1,0.1,FALSE
493,TRUE,progressive,environment,FALSE,0.4,FALSE,FALSE,TRUE,0.5,0.2,FALSE
494,FALSE,neutral,other,FALSE,0.4,FALSE,FALSE,FALSE,0.1,0.1,FALSE
495,TRUE,anti_establishment,class,FALSE,0.4,FALSE,FALSE,FALSE,0.5,0.2,FALSE
496,TRUE,anti_establishment,other,FALSE,0.4,FALSE,TRUE,FALSE,0.4,0.3,FALSE
497,FALSE,neutral,other,FALSE,0.2,FALSE,FALSE,FALSE,0.1,0.1,FALSE
498,TRUE,anti_establishment,other,FALSE,0.2,FALSE,FALSE,FALSE,0.3,0.1,FALSE
499,FALSE,neutral,other,FALSE,0.3,FALSE,FALSE,FALSE,0.1,0.1,FALSE
500,TRUE,neutral,war,FALSE,0.3,FALSE,TRUE,FALSE,0.2,0.2,FALSE
