film_id,slang_intensity,accent_comedy_used,accent_region,cultural_humor_type,language_switching,cultural_instrument_usage,translation_difficulty_score,choreographic_dance_present
406,,,,,,,,
407,0.2,FALSE,,situational,FALSE,FALSE,0.3,FALSE
408,0.2,TRUE,American,slapstick,FALSE,FALSE,0.4,FALSE
409,0.1,FALSE,,romantic,FALSE,FALSE,0.2,FALSE
410,0.1,FALSE,,other,FALSE,FALSE,0.2,FALSE
411,0.2,FALSE,Russian,situational,TRUE,FALSE,0.3,FALSE
412,0.2,FALSE,,situational,TRUE,TRUE,0.4,FALSE
413,0.3,FALSE,,satirical,FALSE,FALSE,0.5,FALSE
414,0.2,TRUE,Doğu Avrupa,slapstick,FALSE,FALSE,0.4,TRUE
415,0.1,FALSE,,situational,FALSE,FALSE,0.2,FALSE
416,0.1,FALSE,,situational,FALSE,FALSE,0.2,FALSE
417,0.1,FALSE,,wordplay,FALSE,FALSE,0.3,FALSE
418,0.2,TRUE,Greek,wordplay,TRUE,TRUE,0.5,TRUE
419,0.1,FALSE,,situational,FALSE,FALSE,0.2,FALSE
420,0.2,FALSE,,romantic,FALSE,FALSE,0.3,FALSE
421,0.1,FALSE,European,other,TRUE,FALSE,0.3,FALSE
422,0.4,FALSE,Latino,wordplay,TRUE,FALSE,0.6,FALSE
423,0.1,FALSE,Chinese,other,TRUE,TRUE,0.4,FALSE
424,,,,,,,,
425,0.1,FALSE,,situational,FALSE,FALSE,0.2,FALSE
426,0.1,FALSE,,romantic,FALSE,FALSE,0.2,FALSE
427,0.2,TRUE,Italian,slapstick,FALSE,FALSE,0.4,FALSE
428,0.1,FALSE,German,other,TRUE,FALSE,0.3,FALSE
429,0.5,FALSE,,slapstick,FALSE,FALSE,0.6,FALSE
430,0.1,FALSE,,situational,TRUE,TRUE,0.3,FALSE
431,0.1,FALSE,British,other,FALSE,TRUE,0.3,FALSE
432,0.2,FALSE,,satirical,FALSE,FALSE,0.5,FALSE
433,0.1,FALSE,,situational,TRUE,FALSE,0.3,FALSE
434,0.2,TRUE,European,slapstick,FALSE,FALSE,0.4,TRUE
435,0.3,FALSE,,romantic,FALSE,FALSE,0.4,FALSE
436,,,,,,,,
437,0.1,FALSE,,other,TRUE,FALSE,0.3,FALSE
438,0.3,FALSE,,wordplay,FALSE,FALSE,0.4,FALSE
439,0.1,FALSE,,other,TRUE,FALSE,0.3,FALSE
440,0.2,FALSE,,situational,FALSE,FALSE,0.3,FALSE
441,0.1,FALSE,,situational,FALSE,FALSE,0.2,FALSE
442,0.1,FALSE,,other,FALSE,FALSE,0.2,FALSE
443,0.2,FALSE,,situational,TRUE,FALSE,0.3,FALSE
444,0.1,TRUE,British,romantic,FALSE,FALSE,0.3,FALSE
445,0.2,FALSE,,slapstick,FALSE,FALSE,0.3,FALSE
446,0.3,FALSE,,wordplay,TRUE,FALSE,0.5,FALSE
447,0.2,FALSE,,slapstick,FALSE,FALSE,0.3,TRUE
448,0.1,FALSE,,other,FALSE,FALSE,0.2,FALSE
449,0.6,FALSE,,wordplay,TRUE,FALSE,0.6,FALSE
450,0.1,FALSE,,other,TRUE,FALSE,0.3,FALSE
451,0.2,FALSE,,slapstick,FALSE,TRUE,0.4,FALSE
452,0.3,FALSE,,situational,TRUE,FALSE,0.3,FALSE
453,0.2,FALSE,,slapstick,FALSE,FALSE,0.3,FALSE
454,0.0,FALSE,,other,FALSE,FALSE,0.2,FALSE
455,0.2,FALSE,,slapstick,FALSE,FALSE,0.4,TRUE
456,0.2,TRUE,British,wordplay,FALSE,FALSE,0.3,FALSE
457,0.1,FALSE,,other,FALSE,FALSE,0.2,FALSE
458,0.1,FALSE,,other,TRUE,TRUE,0.3,FALSE
459,0.1,FALSE,,other,FALSE,FALSE,0.2,FALSE
460,0.1,FALSE,,situational,TRUE,FALSE,0.3,FALSE
461,0.2,FALSE,,satirical,FALSE,FALSE,0.5,FALSE
462,0.1,FALSE,,situational,FALSE,FALSE,0.2,FALSE
463,0.2,FALSE,,situational,TRUE,TRUE,0.5,FALSE
464,0.2,FALSE,,wordplay,TRUE,FALSE,0.3,FALSE
465,0.1,FALSE,,situational,TRUE,FALSE,0.2,FALSE
466,0.1,FALSE,,romantic,FALSE,FALSE,0.3,FALSE
467,0.1,FALSE,,situational,FALSE,FALSE,0.2,FALSE
468,0.2,FALSE,,slapstick,TRUE,FALSE,0.3,FALSE
469,0.2,FALSE,,wordplay,FALSE,FALSE,0.4,TRUE
470,0.1,FALSE,,romantic,FALSE,FALSE,0.3,TRUE
471,0.0,FALSE,,other,FALSE,FALSE,0.2,FALSE
472,0.2,FALSE,,other,FALSE,FALSE,0.3,FALSE
473,0.3,TRUE,,slapstick,FALSE,FALSE,0.5,TRUE
474,0.3,FALSE,,slapstick,FALSE,TRUE,0.5,TRUE
475,0.1,FALSE,,situational,TRUE,TRUE,0.3,FALSE
476,0.1,FALSE,,situational,TRUE,FALSE,0.3,FALSE
477,0.2,FALSE,,slapstick,FALSE,FALSE,0.4,TRUE
478,0.2,FALSE,,wordplay,FALSE,FALSE,0.4,TRUE
479,0.0,FALSE,,other,FALSE,FALSE,0.2,FALSE
480,0.1,FALSE,,other,TRUE,TRUE,0.4,FALSE
481,0.1,FALSE,,romantic,FALSE,FALSE,0.3,FALSE
482,0.0,FALSE,,other,FALSE,FALSE,0.2,FALSE
483,0.2,FALSE,,slapstick,FALSE,FALSE,0.4,TRUE
484,0.1,FALSE,,other,FALSE,FALSE,0.2,FALSE
485,0.2,TRUE,European,slapstick,TRUE,FALSE,0.4,TRUE
486,0.1,FALSE,,other,FALSE,FALSE,0.2,FALSE
487,0.1,FALSE,,romantic,FALSE,TRUE,0.4,FALSE
488,0.2,FALSE,,wordplay,FALSE,FALSE,0.5,TRUE
489,0.5,TRUE,Chinese,wordplay,TRUE,FALSE,0.6,FALSE
490,0.1,FALSE,,romantic,FALSE,TRUE,0.4,TRUE
491,0.1,FALSE,,wordplay,FALSE,FALSE,0.5,TRUE
492,0.4,FALSE,,situational,TRUE,FALSE,0.5,FALSE
493,0.2,FALSE,,slapstick,FALSE,FALSE,0.3,FALSE
494,0.2,FALSE,,wordplay,FALSE,FALSE,0.4,TRUE
495,0.2,FALSE,,wordplay,TRUE,FALSE,0.4,FALSE
496,0.4,FALSE,,other,FALSE,FALSE,0.4,FALSE
497,0.2,FALSE,,slapstick,FALSE,TRUE,0.4,FALSE
498,0.0,FALSE,,other,FALSE,FALSE,0.2,FALSE
499,0.2,FALSE,,romantic,FALSE,FALSE,0.4,TRUE
500,0.1,FALSE,,situational,TRUE,FALSE,0.3,FALSE
