film_id,release_date,release_year,release_month,release_season,release_day_of_week,holiday_release,covid_era_release,theatrical_vs_digital,simultaneous_release,runtime_context
308,2003-12-05,2003,12,Winter,Friday,FALSE,FALSE,Cinema,FALSE,normal  
309,,, , , , , , , ,  
310,2007-03-09,2007,3,Spring,Friday,FALSE,FALSE,Cinema,FALSE,normal  
311,2024-09-06,2024,9,Fall,Friday,FALSE,FALSE,Cinema,FALSE,normal  
312,2000-05-05,2000,5,Spring,Friday,FALSE,FALSE,Cinema,FALSE,normal  
313,2018-07-05,2018,7,Summer,Thursday,FALSE,FALSE,Cinema,FALSE,normal  
314,2001-12-07,2001,12,Winter,Friday,FALSE,FALSE,Cinema,FALSE,normal  
315,2012-12-25,2012,12,Winter,Tuesday,TRUE,FALSE,Cinema,FALSE,normal  
316,2011-05-06,2011,5,Spring,Friday,FALSE,FALSE,Cinema,FALSE,normal  
317,2001-05-25,2001,5,Spring,Friday,FALSE,FALSE,Cinema,FALSE,normal  
318,1999-06-18,1999,6,Summer,Friday,FALSE,FALSE,Cinema,FALSE,normal  
319,2023-03-24,2023,3,Spring,Friday,FALSE,FALSE,Cinema,FALSE,normal  
320,2019-06-07,2019,6,Summer,Friday,FALSE,FALSE,Cinema,FALSE,normal  
321,2019-09-30,2019,9,Fall,Monday,TRUE,FALSE,Cinema,FALSE,normal  
322,2023-06-22,2023,6,Summer,Thursday,FALSE,FALSE,Cinema,FALSE,normal  
323,2007-08-03,2007,8,Summer,Friday,FALSE,FALSE,Cinema,FALSE,normal  
324,2009-12-23,2009,12,Winter,Wednesday,TRUE,FALSE,Cinema,FALSE,normal  
325,2002-07-03,2002,7,Summer,Wednesday,FALSE,FALSE,Cinema,FALSE,normal  
326,1993-11-24,1993,11,Fall,Wednesday,TRUE,FALSE,Cinema,FALSE,normal  
327,2023-12-22,2023,12,Winter,Friday,TRUE,FALSE,Cinema,FALSE,normal  
328,2023-06-09,2023,6,Summer,Friday,FALSE,FALSE,Cinema,FALSE,normal  
329,2016-06-10,2016,6,Summer,Friday,FALSE,FALSE,Cinema,FALSE,normal  
330,1991-11-22,1991,11,Fall,Friday,TRUE,FALSE,Cinema,FALSE,normal  
331,2020-08-21,2020,8,Summer,Friday,FALSE,TRUE,Cinema,FALSE,normal  
332,2018-10-05,2018,10,Fall,Friday,FALSE,FALSE,Cinema,FALSE,normal  
333,2012-12-25,2012,12,Winter,Tuesday,TRUE,FALSE,Cinema,FALSE,normal  
334,2001-05-04,2001,5,Spring,Friday,FALSE,FALSE,Cinema,FALSE,normal  
335,2019-05-10,2019,5,Spring,Friday,FALSE,FALSE,Cinema,FALSE,normal  
336,2003-07-02,2003,7,Summer,Wednesday,FALSE,FALSE,Cinema,FALSE,normal  
337,1990-03-23,1990,3,Spring,Friday,FALSE,FALSE,Cinema,FALSE,normal  
338,2021-09-03,2021,9,Fall,Friday,FALSE,TRUE,Cinema,FALSE,normal  
339,2015-07-01,2015,7,Summer,Wednesday,FALSE,FALSE,Cinema,FALSE,normal  
340,2002-11-22,2002,11,Fall,Friday,FALSE,FALSE,Cinema,FALSE,normal  
341,2010-09-06,2010,9,Fall,Monday,FALSE,FALSE,Cinema,FALSE,limited  
342,2024-02-10,2024,2,Winter,Saturday,TRUE,FALSE,Cinema,FALSE,normal  
343,2021-09-03,2021,9,Fall,Friday,FALSE,TRUE,Cinema,FALSE,normal  
344,1973-12-26,1973,12,Winter,Wednesday,FALSE,FALSE,Cinema,FALSE,normal  
345,2017-12-20,2017,12,Winter,Wednesday,TRUE,FALSE,Cinema,FALSE,normal  
346,2018-04-13,2018,4,Spring,Friday,FALSE,FALSE,Cinema,FALSE,normal  
347,2003-11-05,2003,11,Fall,Wednesday,FALSE,FALSE,Cinema,FALSE,normal  
348,2000-12-22,2000,12,Winter,Friday,TRUE,FALSE,Cinema,FALSE,normal  
349,2024-02-10,2024,2,Winter,Saturday,TRUE,FALSE,Cinema,FALSE,normal  
350,2020-01-17,2020,1,Winter,Friday,FALSE,FALSE,Cinema,FALSE,normal  
351,1990-11-21,1990,11,Fall,Wednesday,FALSE,FALSE,Cinema,FALSE,normal  
352,2024-02-10,2024,2,Winter,Saturday,TRUE,FALSE,Cinema,FALSE,normal  
353,1999-05-07,1999,5,Spring,Friday,FALSE,FALSE,Cinema,FALSE,normal  
354,2010-12-10,2010,12,Winter,Friday,FALSE,FALSE,Cinema,FALSE,normal  
355,2008-05-16,2008,5,Spring,Friday,FALSE,FALSE,Cinema,FALSE,normal  
356,2013-07-26,2013,7,Summer,Friday,FALSE,FALSE,Cinema,FALSE,normal  
357,2016-07-29,2016,7,Summer,Friday,FALSE,FALSE,Cinema,FALSE,normal  
358,2008-05-30,2008,5,Spring,Friday,FALSE,FALSE,Cinema,FALSE,normal  
359,2025-02-14,2025,2,Winter,Friday,FALSE,FALSE,Cinema,FALSE,normal  
360,1989-06-23,1989,6,Summer,Friday,FALSE,FALSE,Cinema,FALSE,normal  
361,1988-12-16,1988,12,Winter,Friday,FALSE,FALSE,Cinema,FALSE,normal  
362,2013-07-12,2013,7,Summer,Friday,FALSE,FALSE,Cinema,FALSE,normal  
363,1992-11-25,1992,11,Fall,Wednesday,TRUE,FALSE,Cinema,FALSE,normal  
364,2017-06-09,2017,6,Summer,Friday,FALSE,FALSE,Cinema,FALSE,normal  
365,2017-09-22,2017,9,Fall,Friday,FALSE,FALSE,Cinema,FALSE,normal  
366,2002-08-02,2002,8,Summer,Friday,FALSE,FALSE,Cinema,FALSE,normal  
367,2022-04-15,2022,4,Spring,Friday,FALSE,TRUE,Cinema,FALSE,normal  
368,2022-02-18,2022,2,Winter,Friday,FALSE,TRUE,Cinema,FALSE,normal  
369,2003-05-02,2003,5,Spring,Friday,FALSE,FALSE,Cinema,FALSE,normal  
370,2008-08-01,2008,8,Summer,Friday,FALSE,FALSE,Cinema,FALSE,normal  
371,2015-02-13,2015,2,Winter,Friday,FALSE,FALSE,Cinema,FALSE,normal  
372,2021-12-22,2021,12,Winter,Wednesday,TRUE,TRUE,Cinema,FALSE,normal  
373,2022-04-08,2022,4,Spring,Friday,FALSE,TRUE,Cinema,FALSE,normal  
374,2012-06-08,2012,6,Summer,Friday,FALSE,FALSE,Cinema,FALSE,normal  
375,2008-11-21,2008,11,Fall,Friday,FALSE,FALSE,Cinema,FALSE,normal  
376,2009-05-22,2009,5,Spring,Friday,FALSE,FALSE,Cinema,FALSE,normal  
377,2016-07-22,2016,7,Summer,Friday,FALSE,FALSE,Cinema,FALSE,normal  
378,2019-02-14,2019,2,Winter,Thursday,FALSE,FALSE,Cinema,FALSE,normal  
379,2021-11-05,2021,11,Fall,Friday,FALSE,TRUE,Cinema,FALSE,normal  
380,2012-06-01,2012,6,Summer,Friday,FALSE,FALSE,Cinema,FALSE,normal  
381,2024-06-07,2024,6,Summer,Friday,FALSE,FALSE,Cinema,FALSE,normal  
382,2010-12-17,2010,12,Winter,Friday,FALSE,FALSE,Cinema,FALSE,normal  
383,2006-05-05,2006,5,Spring,Friday,FALSE,FALSE,Cinema,FALSE,normal  
384,2023-08-04,2023,8,Summer,Friday,FALSE,FALSE,Cinema,FALSE,normal  
385,2024-05-10,2024,5,Spring,Friday,FALSE,FALSE,Cinema,FALSE,normal  
386,2018-07-20,2018,7,Summer,Friday,FALSE,FALSE,Cinema,FALSE,normal  
387,2001-07-20,2001,7,Summer,Friday,FALSE,FALSE,Cinema,FALSE,normal  
388,1978-06-16,1978,6,Summer,Friday,FALSE,FALSE,Cinema,FALSE,normal  
389,2022-10-21,2022,10,Fall,Friday,FALSE,TRUE,Cinema,FALSE,normal  
390,2018-05-25,2018,5,Spring,Friday,FALSE,FALSE,Cinema,FALSE,normal  
391,2006-06-28,2006,6,Summer,Wednesday,FALSE,FALSE,Cinema,FALSE,normal  
392,1939-12-15,1939,12,Winter,Friday,FALSE,FALSE,Cinema,FALSE,normal  
393,1991-06-14,1991,6,Summer,Friday,FALSE,FALSE,Cinema,FALSE,normal  
394,2013-12-25,2013,12,Winter,Wednesday,TRUE,FALSE,Cinema,FALSE,normal  
395,1985-07-03,1985,7,Summer,Wednesday,FALSE,FALSE,Cinema,FALSE,normal  
396,2019-05-31,2019,5,Spring,Friday,FALSE,FALSE,Cinema,FALSE,normal  
397,2009-05-08,2009,5,Spring,Friday,FALSE,FALSE,Cinema,FALSE,normal  
398,2002-03-15,2002,3,Spring,Friday,FALSE,FALSE,Cinema,FALSE,normal  
399,2015-03-27,2015,3,Spring,Friday,FALSE,FALSE,Cinema,FALSE,normal  
400,2006-11-17,2006,11,Fall,Friday,FALSE,FALSE,Cinema,FALSE,normal  
401,2016-06-24,2016,6,Summer,Friday,FALSE,FALSE,Cinema,FALSE,normal  
402,2023-06-30,2023,6,Summer,Friday,FALSE,FALSE,Cinema,FALSE,normal  
403,2008-11-12,2008,11,Fall,Wednesday,FALSE,FALSE,Cinema,FALSE,normal  
404,2019-12-25,2019,12,Winter,Wednesday,TRUE,FALSE,Cinema,FALSE,normal  
405,2017-06-16,2017,6,Summer,Friday,FALSE,FALSE,Cinema,FALSE,normal  
406,2025-05-02,2025,5,Spring,Friday,FALSE,FALSE,Cinema,FALSE,normal  
407,2007-06-27,2007,6,Summer,Wednesday,FALSE,FALSE,Cinema,FALSE,normal  
408,2009-03-27,2009,3,Spring,Friday,FALSE,FALSE,Cinema,FALSE,normal  
409,2017-02-10,2017,2,Winter,Friday,FALSE,FALSE,Cinema,FALSE,normal  
410,2015-05-15,2015,5,Spring,Friday,FALSE,FALSE,Cinema,FALSE,normal  
411,2021-07-09,2021,7,Summer,Friday,FALSE,TRUE,Hybrid,TRUE,normal  
412,2012-10-04,2012,10,Fall,Thursday,FALSE,FALSE,Cinema,FALSE,normal  
413,2019-07-26,2019,7,Summer,Friday,FALSE,FALSE,Cinema,FALSE,normal  
414,2012-09-28,2012,9,Fall,Friday,FALSE,FALSE,Cinema,FALSE,normal  
415,1998-05-20,1998,5,Spring,Wednesday,FALSE,FALSE,Cinema,FALSE,normal  
416,2013-03-28,2013,3,Spring,Thursday,FALSE,FALSE,Cinema,FALSE,normal  
417,1995-11-22,1995,11,Fall,Wednesday,TRUE,FALSE,Cinema,FALSE,normal  
418,2002-04-19,2002,4,Spring,Friday,FALSE,FALSE,Cinema,FALSE,normal  
419,2009-05-01,2009,5,Spring,Friday,FALSE,FALSE,Cinema,FALSE,normal  
420,2000-12-15,2000,12,Winter,Friday,FALSE,FALSE,Cinema,FALSE,normal  
421,2011-10-26,2011,10,Fall,Wednesday,FALSE,FALSE,Cinema,FALSE,normal  
422,2018-12-14,2018,12,Winter,Friday,FALSE,FALSE,Cinema,FALSE,normal  
423,2019-09-30,2019,9,Fall,Monday,TRUE,FALSE,Cinema,FALSE,normal  
424,,, , , , , , , ,  
425,2024-07-19,2024,7,Summer,Friday,FALSE,FALSE,Cinema,FALSE,normal  
426,2018-02-09,2018,2,Winter,Friday,FALSE,FALSE,Cinema,FALSE,normal  
427,2004-10-01,2004,10,Fall,Friday,FALSE,FALSE,Cinema,FALSE,normal  
428,2011-07-22,2011,7,Summer,Friday,FALSE,FALSE,Cinema,FALSE,normal  
429,1998-07-15,1998,7,Summer,Wednesday,FALSE,FALSE,Cinema,FALSE,normal  
430,1981-06-12,1981,6,Summer,Friday,FALSE,FALSE,Cinema,FALSE,normal  
431,2007-12-07,2007,12,Winter,Friday,FALSE,FALSE,Cinema,FALSE,normal  
432,2014-10-03,2014,10,Fall,Friday,FALSE,FALSE,Cinema,FALSE,normal  
433,2014-06-06,2014,6,Summer,Friday,FALSE,FALSE,Cinema,FALSE,normal  
434,2014-11-26,2014,11,Fall,Wednesday,TRUE,FALSE,Cinema,FALSE,normal  
435,2005-02-11,2005,2,Winter,Friday,FALSE,FALSE,Cinema,FALSE,normal  
436,,, , , , , , , ,  
437,2020-08-26,2020,8,Summer,Wednesday,FALSE,TRUE,Cinema,FALSE,normal  
438,1995-05-19,1995,5,Spring,Friday,FALSE,FALSE,Cinema,FALSE,normal  
439,2018-09-07,2018,9,Fall,Friday,FALSE,FALSE,Cinema,FALSE,normal  
440,2019-04-05,2019,4,Spring,Friday,FALSE,FALSE,Cinema,FALSE,normal  
441,2001-07-18,2001,7,Summer,Wednesday,FALSE,FALSE,Cinema,FALSE,normal  
442,2009-05-21,2009,5,Spring,Thursday,FALSE,FALSE,Cinema,FALSE,normal  
443,1994-07-15,1994,7,Summer,Friday,FALSE,FALSE,Cinema,FALSE,normal  
444,1999-05-21,1999,5,Spring,Friday,FALSE,FALSE,Cinema,FALSE,normal  
445,1998-11-25,1998,11,Fall,Wednesday,TRUE,FALSE,Cinema,FALSE,normal  
446,2004-12-10,2004,12,Winter,Friday,FALSE,FALSE,Cinema,FALSE,normal  
447,2007-12-14,2007,12,Winter,Friday,FALSE,FALSE,Cinema,FALSE,normal  
448,2001-07-27,2001,7,Summer,Friday,FALSE,FALSE,Cinema,FALSE,normal  
449,2013-05-23,2013,5,Spring,Thursday,FALSE,FALSE,Cinema,FALSE,normal  
450,1999-11-19,1999,11,Fall,Friday,FALSE,FALSE,Cinema,FALSE,normal  
451,2018-02-16,2018,2,Winter,Friday,TRUE,FALSE,Cinema,FALSE,normal  
452,2009-04-03,2009,4,Spring,Friday,FALSE,FALSE,Cinema,FALSE,normal  
453,1992-11-20,1992,11,Fall,Friday,TRUE,FALSE,Cinema,FALSE,normal  
454,2002-06-21,2002,6,Summer,Friday,FALSE,FALSE,Cinema,FALSE,normal  
455,1994-05-27,1994,5,Spring,Friday,FALSE,FALSE,Cinema,FALSE,normal  
456,2018-02-09,2018,2,Winter,Friday,FALSE,FALSE,Cinema,FALSE,normal  
457,1986-05-16,1986,5,Spring,Friday,FALSE,FALSE,Cinema,FALSE,normal  
458,2016-07-01,2016,7,Summer,Friday,FALSE,FALSE,Cinema,FALSE,normal  
459,2005-06-15,2005,6,Summer,Wednesday,FALSE,FALSE,Cinema,FALSE,normal  
460,1995-11-17,1995,11,Fall,Friday,FALSE,FALSE,Cinema,FALSE,normal  
461,1999-09-08,1999,9,Fall,Wednesday,FALSE,FALSE,Cinema,FALSE,normal  
462,2000-05-19,2000,5,Spring,Friday,FALSE,FALSE,Cinema,FALSE,normal  
463,2020-10-01,2020,10,Fall,Thursday,FALSE,TRUE,Cinema,FALSE,normal  
464,2002-12-25,2002,12,Winter,Wednesday,TRUE,FALSE,Cinema,FALSE,normal  
465,2011-06-03,2011,6,Summer,Friday,FALSE,FALSE,Cinema,FALSE,normal  
466,2016-08-26,2016,8,Summer,Friday,FALSE,FALSE,Cinema,FALSE,normal  
467,1993-08-06,1993,8,Summer,Friday,FALSE,FALSE,Cinema,FALSE,normal  
468,2014-12-19,2014,12,Winter,Friday,TRUE,FALSE,Cinema,FALSE,normal  
469,2013-05-10,2013,5,Spring,Friday,FALSE,FALSE,Cinema,FALSE,normal  
470,2019-03-29,2019,3,Spring,Friday,FALSE,FALSE,Cinema,FALSE,normal  
471,2014-03-28,2014,3,Spring,Friday,FALSE,FALSE,Cinema,FALSE,normal  
472,1992-03-20,1992,3,Spring,Friday,FALSE,FALSE,Cinema,FALSE,normal  
473,2016-05-20,2016,5,Spring,Friday,FALSE,FALSE,Cinema,FALSE,normal  
474,1994-07-29,1994,7,Summer,Friday,FALSE,FALSE,Cinema,FALSE,normal  
475,2010-06-11,2010,6,Summer,Friday,FALSE,FALSE,Cinema,FALSE,normal  
476,2017-11-10,2017,11,Fall,Friday,FALSE,FALSE,Cinema,FALSE,normal  
477,1988-06-22,1988,6,Summer,Wednesday,FALSE,FALSE,Cinema,FALSE,normal  
478,2012-03-02,2012,3,Spring,Friday,FALSE,FALSE,Cinema,FALSE,normal  
479,2024-08-16,2024,8,Summer,Friday,FALSE,FALSE,Cinema,FALSE,normal  
480,2001-02-09,2001,2,Winter,Friday,FALSE,FALSE,Cinema,FALSE,normal  
481,2024-08-09,2024,8,Summer,Friday,FALSE,FALSE,Cinema,FALSE,normal  
482,1998-05-08,1998,5,Spring,Friday,FALSE,FALSE,Cinema,FALSE,normal  
483,2011-12-16,2011,12,Winter,Friday,TRUE,FALSE,Cinema,FALSE,normal  
484,2004-07-16,2004,7,Summer,Friday,FALSE,FALSE,Cinema,FALSE,normal  
485,2013-07-31,2013,7,Summer,Wednesday,FALSE,FALSE,Cinema,FALSE,normal  
486,2014-09-19,2014,9,Fall,Friday,FALSE,FALSE,Cinema,FALSE,normal  
487,2023-11-17,2023,11,Fall,Friday,FALSE,FALSE,Cinema,FALSE,normal  
488,2000-11-17,2000,11,Fall,Friday,TRUE,FALSE,Cinema,FALSE,normal  
489,2001-08-03,2001,8,Summer,Friday,FALSE,FALSE,Cinema,FALSE,normal  
490,1995-06-23,1995,6,Summer,Friday,FALSE,FALSE,Cinema,FALSE,normal  
491,2018-12-19,2018,12,Winter,Wednesday,TRUE,FALSE,Cinema,FALSE,normal  
492,2017-01-20,2017,1,Winter,Friday,FALSE,FALSE,Cinema,FALSE,normal  
493,2006-05-19,2006,5,Spring,Friday,FALSE,FALSE,Cinema,FALSE,normal  
494,2016-10-08,2016,10,Fall,Saturday,FALSE,FALSE,Cinema,FALSE,normal  
495,2013-05-31,2013,5,Spring,Friday,FALSE,FALSE,Cinema,FALSE,normal  
496,2008-06-27,2008,6,Summer,Friday,FALSE,FALSE,Cinema,FALSE,normal  
497,2015-07-16,2015,7,Summer,Thursday,FALSE,FALSE,Cinema,FALSE,normal  
498,1977-11-16,1977,11,Fall,Wednesday,FALSE,FALSE,Cinema,FALSE,normal  
499,2007-11-21,2007,11,Fall,Wednesday,TRUE,FALSE,Cinema,FALSE,normal  
500,1997-12-12,1997,12,Winter,Friday,FALSE,FALSE,Cinema,FALSE,normal  
