film_id,family_friendly_score,violence_intensity,sexual_content_present,sexual_content_intensity,language_intensity,substance_use_present,frightening_scenes_intensity,age_recommendation,age_rating_source
353,0.5,0.6,FALSE,0.0,0.3,FALSE,0.7,13+,MPAA
354,0.9,0.3,FALSE,0.0,0.1,FALSE,0.4,7+,MPAA
355,0.85,0.4,FALSE,0.0,0.1,FALSE,0.4,7+,MPAA
356,0.5,0.7,TRUE,0.2,0.3,TRUE,0.5,13+,MPAA
357,0.5,0.7,FALSE,0.0,0.4,TRUE,0.4,13+,MPAA
358,0.15,0.1,TRUE,0.9,0.6,TRUE,0.1,18+,MPAA
359,,,,,,,,,
360,0.5,0.6,FALSE,0.0,0.3,TRUE,0.6,13+,MPAA
361,0.4,0.1,TRUE,0.2,0.8,TRUE,0.1,16+,MPAA
362,0.5,0.6,FALSE,0.0,0.3,FALSE,0.5,13+,MPAA
363,0.3,0.4,TRUE,0.4,0.6,TRUE,0.3,16+,MPAA
364,0.5,0.6,FALSE,0.0,0.3,FALSE,0.6,13+,MPAA
365,0.1,0.8,TRUE,0.6,0.8,TRUE,0.6,18+,MPAA
366,0.6,0.4,FALSE,0.0,0.2,FALSE,0.6,13+,MPAA
367,0.6,0.5,FALSE,0.0,0.2,FALSE,0.5,13+,MPAA
368,0.6,0.5,FALSE,0.0,0.3,TRUE,0.3,13+,MPAA
369,0.6,0.6,FALSE,0.0,0.3,FALSE,0.5,13+,MPAA
370,0.5,0.6,FALSE,0.0,0.3,FALSE,0.6,13+,MPAA
371,0.1,0.8,TRUE,0.5,0.8,TRUE,0.6,18+,MPAA
372,0.95,0.2,FALSE,0.0,0.1,FALSE,0.2,All,MPAA
373,0.95,0.2,FALSE,0.0,0.1,FALSE,0.2,All,MPAA
374,0.2,0.7,TRUE,0.2,0.4,FALSE,0.8,18+,MPAA
375,0.6,0.3,TRUE,0.2,0.2,FALSE,0.4,13+,MPAA
376,0.9,0.2,FALSE,0.0,0.1,FALSE,0.3,All,MPAA
377,0.95,0.2,FALSE,0.0,0.1,FALSE,0.2,All,MPAA
378,0.6,0.6,FALSE,0.0,0.3,FALSE,0.6,13+,MPAA
379,0.6,0.5,TRUE,0.2,0.3,FALSE,0.5,13+,MPAA
380,0.6,0.5,FALSE,0.0,0.3,FALSE,0.5,13+,MPAA
381,0.1,0.8,TRUE,0.4,0.9,TRUE,0.5,18+,MPAA
382,0.8,0.4,FALSE,0.0,0.2,FALSE,0.4,7+,MPAA
383,0.5,0.7,FALSE,0.0,0.3,TRUE,0.5,13+,MPAA
384,0.5,0.6,FALSE,0.0,0.3,FALSE,0.6,13+,MPAA
385,0.5,0.6,FALSE,0.0,0.3,FALSE,0.6,13+,MPAA
386,0.6,0.2,TRUE,0.4,0.2,TRUE,0.2,12+,BBFC
387,0.95,0.2,FALSE,0.0,0.1,FALSE,0.3,7+,MPAA
388,0.6,0.1,TRUE,0.5,0.3,TRUE,0.1,12+,BBFC
389,0.5,0.7,FALSE,0.0,0.3,FALSE,0.5,13+,MPAA
390,0.6,0.5,FALSE,0.0,0.3,TRUE,0.4,13+,MPAA
391,0.6,0.4,FALSE,0.0,0.2,FALSE,0.4,12+,BBFC
392,0.4,0.4,TRUE,0.3,0.2,TRUE,0.5,12+,BBFC
393,0.5,0.6,TRUE,0.3,0.3,TRUE,0.5,13+,MPAA
394,0.05,0.5,TRUE,0.9,0.9,TRUE,0.4,18+,MPAA
395,0.85,0.3,TRUE,0.2,0.3,TRUE,0.3,7+,MPAA
396,0.5,0.7,FALSE,0.0,0.3,FALSE,0.7,13+,MPAA
397,0.6,0.6,FALSE,0.0,0.3,TRUE,0.5,13+,MPAA
398,0.95,0.2,FALSE,0.0,0.1,FALSE,0.2,All,MPAA
399,0.95,0.2,FALSE,0.0,0.1,FALSE,0.2,All,MPAA
400,0.95,0.2,FALSE,0.0,0.1,FALSE,0.2,All,MPAA
401,0.5,0.6,FALSE,0.0,0.3,FALSE,0.5,13+,MPAA
402,0.5,0.6,FALSE,0.0,0.3,TRUE,0.5,13+,MPAA
403,0.4,0.4,TRUE,0.3,0.5,TRUE,0.4,15+,MPAA
404,0.3,0.9,FALSE,0.0,0.4,FALSE,0.7,15+,MPAA
405,0.95,0.2,FALSE,0.0,0.1,FALSE,0.2,All,MPAA
406,,,,,,,,,
407,0.5,0.7,FALSE,0.0,0.5,TRUE,0.5,13+,MPAA
408,0.9,0.3,FALSE,0.0,0.1,FALSE,0.3,All,MPAA
409,0.1,0.2,TRUE,0.9,0.5,TRUE,0.1,18+,MPAA
410,0.2,0.9,TRUE,0.3,0.6,TRUE,0.8,16+,MPAA
411,0.6,0.6,FALSE,0.0,0.3,TRUE,0.5,13+,MPAA
412,0.4,0.7,FALSE,0.0,0.5,TRUE,0.5,15+,MPAA
413,0.3,0.5,TRUE,0.6,0.7,TRUE,0.4,16+,MPAA
414,0.95,0.2,FALSE,0.0,0.1,FALSE,0.2,All,MPAA
415,0.5,0.7,FALSE,0.0,0.3,FALSE,0.6,12+,BBFC
416,0.5,0.7,FALSE,0.0,0.4,TRUE,0.5,13+,MPAA
417,0.95,0.2,FALSE,0.0,0.1,FALSE,0.2,All,MPAA
418,0.8,0.1,TRUE,0.3,0.2,TRUE,0.1,7+,MPAA
419,0.5,0.7,TRUE,0.2,0.3,TRUE,0.5,13+,MPAA
420,0.6,0.1,TRUE,0.3,0.3,TRUE,0.1,12+,BBFC
421,0.9,0.3,FALSE,0.0,0.1,FALSE,0.4,7+,MPAA
422,0.85,0.4,FALSE,0.0,0.3,FALSE,0.5,7+,MPAA
423,0.6,0.5,FALSE,0.0,0.3,TRUE,0.4,12+,IMDb
424,,,,,,,,,
425,0.5,0.6,FALSE,0.0,0.3,FALSE,0.5,13+,MPAA
426,0.1,0.2,TRUE,0.9,0.5,TRUE,0.1,18+,MPAA
427,0.9,0.2,FALSE,0.0,0.1,FALSE,0.2,All,MPAA
428,0.6,0.6,FALSE,0.0,0.3,TRUE,0.5,13+,MPAA
429,0.4,0.2,TRUE,0.6,0.4,TRUE,0.1,15+,MPAA
430,0.5,0.6,FALSE,0.0,0.3,TRUE,0.5,13+,MPAA
431,0.8,0.3,FALSE,0.0,0.2,FALSE,0.4,7+,MPAA
432,0.2,0.5,TRUE,0.6,0.8,TRUE,0.5,18+,MPAA
433,0.5,0.7,FALSE,0.0,0.3,FALSE,0.5,13+,MPAA
434,0.95,0.2,FALSE,0.0,0.1,FALSE,0.2,All,MPAA
435,0.6,0.1,TRUE,0.4,0.4,TRUE,0.1,13+,MPAA
436,,,,,,,,,
437,0.4,0.7,FALSE,0.0,0.6,TRUE,0.5,15+,MPAA
438,0.5,0.7,FALSE,0.0,0.6,TRUE,0.5,16+,MPAA
439,0.1,0.9,FALSE,0.0,0.5,TRUE,0.9,18+,MPAA
440,0.8,0.4,FALSE,0.0,0.2,FALSE,0.4,7+,MPAA
441,0.5,0.6,FALSE,0.0,0.3,FALSE,0.5,13+,MPAA
442,0.5,0.7,FALSE,0.0,0.3,FALSE,0.6,13+,MPAA
443,0.5,0.6,TRUE,0.3,0.5,TRUE,0.4,13+,MPAA
444,0.7,0.1,TRUE,0.3,0.2,TRUE,0.1,7+,MPAA
445,0.95,0.2,FALSE,0.0,0.1,FALSE,0.2,All,MPAA
446,0.5,0.3,TRUE,0.3,0.4,TRUE,0.2,13+,MPAA
447,0.95,0.2,FALSE,0.0,0.1,FALSE,0.2,All,MPAA
448,0.5,0.6,FALSE,0.0,0.3,FALSE,0.5,13+,MPAA
449,0.1,0.3,TRUE,0.8,0.9,TRUE,0.2,18+,MPAA
450,0.5,0.6,TRUE,0.3,0.5,TRUE,0.4,13+,MPAA
451,0.9,0.2,FALSE,0.0,0.1,FALSE,0.2,All,MPAA
452,0.5,0.6,TRUE,0.2,0.4,TRUE,0.4,13+,MPAA
453,0.95,0.3,FALSE,0.0,0.2,FALSE,0.3,All,MPAA
454,0.5,0.7,FALSE,0.0,0.3,FALSE,0.6,13+,MPAA
455,0.9,0.2,FALSE,0.0,0.1,TRUE,0.2,7+,MPAA
456,0.95,0.2,FALSE,0.0,0.1,FALSE,0.2,All,MPAA
457,0.6,0.5,TRUE,0.3,0.4,TRUE,0.3,12+,BBFC
458,0.6,0.6,FALSE,0.0,0.2,FALSE,0.5,13+,MPAA
459,0.4,0.8,FALSE,0.0,0.3,FALSE,0.7,13+,MPAA
460,0.5,0.6,TRUE,0.3,0.3,TRUE,0.4,13+,MPAA
461,0.2,0.3,TRUE,0.7,0.6,TRUE,0.2,18+,MPAA
462,0.95,0.3,FALSE,0.0,0.1,FALSE,0.3,All,MPAA
463,0.9,0.1,FALSE,0.0,0.1,TRUE,0.1,7+,IMDb
464,0.6,0.3,TRUE,0.3,0.3,TRUE,0.1,13+,MPAA
465,0.6,0.6,TRUE,0.3,0.3,TRUE,0.5,13+,MPAA
466,0.95,0.2,FALSE,0.0,0.1,FALSE,0.2,7+,MPAA
467,0.5,0.6,FALSE,0.0,0.4,FALSE,0.5,13+,MPAA
468,0.95,0.3,FALSE,0.0,0.1,FALSE,0.3,All,MPAA
469,0.4,0.3,TRUE,0.3,0.4,TRUE,0.2,13+,MPAA
470,0.9,0.3,FALSE,0.0,0.1,FALSE,0.4,7+,MPAA
471,0.6,0.6,FALSE,0.0,0.2,FALSE,0.6,12+,BBFC
472,0.05,0.4,TRUE,0.95,0.6,TRUE,0.3,18+,MPAA
473,0.95,0.2,FALSE,0.0,0.1,FALSE,0.2,All,MPAA
474,0.7,0.4,TRUE,0.2,0.3,TRUE,0.3,12+,BBFC
475,0.9,0.4,FALSE,0.0,0.1,FALSE,0.3,7+,MPAA
476,0.7,0.3,FALSE,0.0,0.2,TRUE,0.2,12+,BBFC
477,0.7,0.4,TRUE,0.3,0.2,TRUE,0.4,12+,BBFC
478,0.95,0.2,FALSE,0.0,0.1,FALSE,0.2,All,MPAA
479,0.1,0.9,FALSE,0.0,0.5,FALSE,0.95,18+,MPAA
480,0.05,0.95,TRUE,0.2,0.6,TRUE,0.9,18+,MPAA
481,0.5,0.3,TRUE,0.3,0.5,TRUE,0.4,13+,MPAA
482,0.6,0.5,TRUE,0.2,0.3,FALSE,0.7,12+,BBFC
483,0.95,0.2,FALSE,0.0,0.1,FALSE,0.2,All,MPAA
484,0.6,0.6,FALSE,0.0,0.3,FALSE,0.5,13+,MPAA
485,0.95,0.2,FALSE,0.0,0.1,FALSE,0.2,All,MPAA
486,0.5,0.6,FALSE,0.0,0.3,FALSE,0.6,13+,MPAA
487,0.5,0.6,FALSE,0.0,0.3,FALSE,0.6,13+,MPAA
488,0.9,0.2,FALSE,0.0,0.1,FALSE,0.3,All,MPAA
489,0.5,0.5,TRUE,0.3,0.6,TRUE,0.3,13+,MPAA
490,0.9,0.3,FALSE,0.0,0.1,FALSE,0.3,All,MPAA
491,0.95,0.2,FALSE,0.0,0.1,FALSE,0.2,All,MPAA
492,0.4,0.6,TRUE,0.3,0.6,TRUE,0.4,13+,MPAA
493,0.95,0.2,FALSE,0.0,0.1,FALSE,0.2,All,MPAA
494,0.95,0.2,FALSE,0.0,0.1,FALSE,0.2,All,MPAA
495,0.7,0.3,FALSE,0.0,0.3,TRUE,0.2,12+,BBFC
496,0.2,0.9,TRUE,0.5,0.9,TRUE,0.6,18+,MPAA
497,0.95,0.2,FALSE,0.0,0.1,FALSE,0.2,All,MPAA
498,0.9,0.2,FALSE,0.0,0.1,TRUE,0.3,7+,MPAA
499,0.95,0.2,FALSE,0.0,0.1,FALSE,0.2,All,MPAA
500,0.5,0.6,TRUE,0.3,0.3,TRUE,0.4,13+,MPAA
